membership_id,group_id,user_id,joined_date,role
MEM_NPG_00025_NPU_00061,NPG_00025,NPU_00061,2023-01-01,member
MEM_NPG_00026_NPU_00005,NPG_00026,NPU_00005,2023-01-01,member
MEM_NPG_00026_NPU_00051,NPG_00026,NPU_00051,2023-01-01,member
MEM_NPG_00026_NPU_00070,NPG_00026,NPU_00070,2023-01-01,member
MEM_NPG_00026_NPU_00052,NPG_00026,NPU_00052,2023-01-01,member
MEM_NPG_00026_NPU_00047,NPG_00026,NPU_00047,2023-01-01,member
MEM_NPG_00026_NPU_00049,NPG_00026,NPU_00049,2023-01-01,member
MEM_NPG_00027_NPU_00031,NPG_00027,NPU_00031,2023-01-01,member
MEM_NPG_00027_NPU_00062,NPG_00027,NPU_00062,2023-01-01,member
MEM_NPG_00027_NPU_00005,NPG_00027,NPU_00005,2023-01-01,member
MEM_NPG_00028_NPU_00058,NPG_00028,NPU_00058,2023-01-01,member
MEM_NPG_00028_NPU_00050,NPG_00028,NPU_00050,2023-01-01,member
MEM_NPG_00028_NPU_00008,NPG_00028,NPU_00008,2023-01-01,member
MEM_NPG_00028_NPU_00027,NPG_00028,NPU_00027,2023-01-01,member
MEM_NPG_00029_NPU_00024,NPG_00029,NPU_00024,2023-01-01,member
MEM_NPG_00029_NPU_00053,NPG_00029,NPU_00053,2023-01-01,member
MEM_NPG_00029_NPU_00058,NPG_00029,NPU_00058,2023-01-01,member
MEM_NPG_00029_NPU_00047,NPG_00029,NPU_00047,2023-01-01,member
MEM_NPG_00030_NPU_00043,NPG_00030,NPU_00043,2023-01-01,member
MEM_NPG_00030_NPU_00063,NPG_00030,NPU_00063,2023-01-01,member
MEM_NPG_00030_NPU_00028,NPG_00030,NPU_00028,2023-01-01,member
MEM_NPG_00030_NPU_00074,NPG_00030,NPU_00074,2023-01-01,member
MEM_NPG_00030_NPU_00021,NPG_00030,NPU_00021,2023-01-01,member
MEM_NPG_00030_NPU_00010,NPG_00030,NPU_00010,2023-01-01,member
MEM_NPG_00030_NPU_00045,NPG_00030,NPU_00045,2023-01-01,member
MEM_NPG_00030_NPU_00060,NPG_00030,NPU_00060,2023-01-01,member
