expense_id,user_id,date,amount_original,currency_code,exchange_rate_to_npr,amount_npr,category,subcategory,merchant_name,payment_method,is_shared,group_id,is_recurring,is_essential,note_quality,logged_delay_hours,festival_context,created_at
NPE_00000013,NPU_00008,2023-01-01,2134.33,NPR,1.0,2134.33,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,khalti,False,,False,False,clear,3,,2023-01-01T00:00:00
NPE_00000014,NPU_00009,2023-01-01,43686.53,NPR,1.0,43686.53,rent,rent,rent_provider,cash,False,,True,True,clear,0,,2023-01-01T00:00:00
NPE_00000015,NPU_00009,2023-01-01,2025.86,NPR,1.0,2025.86,miscellaneous,miscellaneous,miscellaneous_merchant,bank_transfer,False,,False,False,clear,1,,2023-01-01T00:00:00
NPE_00000016,NPU_00010,2023-01-01,47764.42,NPR,1.0,47764.42,rent,rent,rent_provider,cash,False,,True,True,clear,1,,2023-01-01T00:00:00
NPE_00000017,NPU_00010,2023-01-01,1285.96,NPR,1.0,1285.96,internet_mobile,internet_mobile,internet_mobile_merchant,esewa,False,,False,True,short,0,,2023-01-01T00:00:00
NPE_00000018,NPU_00012,2023-01-01,15752.4,NPR,1.0,15752.4,rent,rent,rent_provider,cash,False,,True,True,clear,0,,2023-01-01T00:00:00
NPE_00000019,NPU_00012,2023-01-01,1091.82,NPR,1.0,1091.82,restaurants_cafes,restaurants_cafes,,bank_transfer,False,,False,False,clear,72,,2023-01-01T00:00:00
NPE_00000020,NPU_00013,2023-01-01,12713.82,NPR,1.0,12713.82,rent,rent,rent_provider,cash,False,,True,True,clear,1,,2023-01-01T00:00:00
NPE_00000021,NPU_00013,2023-01-01,809.52,NPR,1.0,809.52,groceries,groceries,groceries_merchant,esewa,False,,False,True,clear,1,,2023-01-01T00:00:00
NPE_00000022,NPU_00013,2023-01-01,929.98,NPR,1.0,929.98,groceries,groceries,groceries_merchant,cash,False,,False,True,short,1,,2023-01-01T00:00:00
NPE_00000023,NPU_00014,2023-01-01,178.6,NPR,1.0,178.6,transport_ride_hailing,transport_ride_hailing,transport_ride_hailing_merchant,cash,False,,False,False,short,168,,2023-01-01T00:00:00
NPE_00000024,NPU_00015,2023-01-01,52360.0,NPR,1.0,52360.0,rent,rent,rent_provider,cash,False,,True,True,clear,0,,2023-01-01T00:00:00
NPE_00000025,NPU_00016,2023-01-01,167.68,NPR,1.0,167.68,groceries,groceries,groceries_merchant,cash,False,,False,True,clear,0,,2023-01-01T00:00:00
NPE_00000026,NPU_00016,2023-01-01,609.21,NPR,1.0,609.21,groceries,groceries,groceries_merchant,khalti,False,,False,True,clear,1,,2023-01-01T00:00:00
NPE_00000027,NPU_00017,2023-01-01,428.15,NPR,1.0,428.15,restaurants_cafes,restaurants_cafes,,cash,False,,False,False,short,0,,2023-01-01T00:00:00
NPE_00000028,NPU_00018,2023-01-01,393.98,NPR,1.0,393.98,restaurants_cafes,restaurants_cafes,,cash,False,,False,False,clear,0,,2023-01-01T00:00:00
NPE_00000029,NPU_00018,2023-01-01,2179.41,NPR,1.0,2179.41,groceries,groceries,groceries_merchant,esewa,False,,False,True,clear,72,,2023-01-01T00:00:00
NPE_00000030,NPU_00018,2023-01-01,1564.71,NPR,1.0,1564.71,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,cash,False,,False,False,wrong_category,8,,2023-01-01T00:00:00
NPE_00000031,NPU_00018,2023-01-01,370.28,NPR,1.0,370.28,transport_ride_hailing,transport_ride_hailing,,khalti,False,,False,False,clear,24,,2023-01-01T00:00:00
NPE_00000032,NPU_00019,2023-01-01,26647.29,NPR,1.0,26647.29,rent,rent,rent_provider,bank_transfer,False,,True,True,clear,0,,2023-01-01T00:00:00
NPE_00000033,NPU_00019,2023-01-01,1591.75,NPR,1.0,1591.75,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,bank_transfer,False,,False,False,clear,168,,2023-01-01T00:00:00
NPE_00000034,NPU_00020,2023-01-01,22783.16,NPR,1.0,22783.16,rent,rent,rent_provider,bank_transfer,False,,True,True,clear,24,,2023-01-01T00:00:00
NPE_00000035,NPU_00020,2023-01-01,2813.43,NPR,1.0,2813.43,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,bank_transfer,False,,False,False,clear,3,,2023-01-01T00:00:00
NPE_00000036,NPU_00021,2023-01-01,3282.72,NPR,1.0,3282.72,miscellaneous,miscellaneous,miscellaneous_merchant,esewa,False,,False,False,clear,1,,2023-01-01T00:00:00
NPE_00000037,NPU_00021,2023-01-01,720.19,NPR,1.0,720.19,entertainment,entertainment,entertainment_merchant,esewa,False,,False,False,clear,1,,2023-01-01T00:00:00
NPE_00000038,NPU_00022,2023-01-01,62475.0,NPR,1.0,62475.0,rent,rent,rent_provider,esewa,False,,True,True,clear,3,,2023-01-01T00:00:00
NPE_00000039,NPU_00022,2023-01-01,3285.59,NPR,1.0,3285.59,miscellaneous,miscellaneous,miscellaneous_merchant,bank_transfer,False,,False,False,short,0,,2023-01-01T00:00:00
NPE_00000040,NPU_00023,2023-01-01,1310.66,NPR,1.0,1310.66,fuel,fuel,fuel_merchant,cash,False,,False,True,clear,0,,2023-01-01T00:00:00
NPE_00000041,NPU_00023,2023-01-01,68.07,NPR,1.0,68.07,transport_public,transport_public,transport_public_merchant,bank_transfer,False,,False,True,missing,1,,2023-01-01T00:00:00
NPE_00000042,NPU_00024,2023-01-01,3007.46,NPR,1.0,3007.46,entertainment,entertainment,entertainment_merchant,cash,False,,False,False,clear,0,,2023-01-01T00:00:00
NPE_00000043,NPU_00025,2023-01-01,71307.16,NPR,1.0,71307.16,rent,rent,rent_provider,cash,False,,True,True,clear,24,,2023-01-01T00:00:00
NPE_00000044,NPU_00025,2023-01-01,899.75,NPR,1.0,899.75,groceries,groceries,groceries_merchant,cash,False,,False,True,clear,0,,2023-01-01T00:00:00
NPE_00000045,NPU_00026,2023-01-01,22358.41,NPR,1.0,22358.41,rent,rent,rent_provider,khalti,False,,True,True,clear,3,,2023-01-01T00:00:00
NPE_00000046,NPU_00026,2023-01-01,3072.77,NPR,1.0,3072.77,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,debit_card,False,,False,False,short,0,,2023-01-01T00:00:00
NPE_00000047,NPU_00027,2023-01-01,481.15,NPR,1.0,481.15,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,cash,False,,False,False,clear,0,,2023-01-01T00:00:00
NPE_00000048,NPU_00028,2023-01-01,1074.13,NPR,1.0,1074.13,groceries,groceries,,cash,False,,False,True,clear,3,,2023-01-01T00:00:00
NPE_00000049,NPU_00029,2023-01-01,2485.1,NPR,1.0,2485.1,clothing,clothing,,cash,False,,False,False,short,3,,2023-01-01T00:00:00
NPE_00000050,NPU_00031,2023-01-01,12038.66,NPR,1.0,12038.66,rent,rent,rent_provider,fonepay_qr,False,,True,True,clear,0,,2023-01-01T00:00:00
NPE_00000051,NPU_00033,2023-01-01,10760.42,NPR,1.0,10760.42,rent,rent,rent_provider,khalti,False,,True,True,clear,3,,2023-01-01T00:00:00
NPE_00000052,NPU_00034,2023-01-01,43.3,NPR,1.0,43.3,transport_public,transport_public,,esewa,False,,False,True,clear,3,,2023-01-01T00:00:00
NPE_00000053,NPU_00035,2023-01-01,13865.89,NPR,1.0,13865.89,rent,rent,rent_provider,cash,False,,True,True,clear,0,,2023-01-01T00:00:00
NPE_00000054,NPU_00035,2023-01-01,404.04,NPR,1.0,404.04,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,fonepay_qr,False,,False,False,clear,0,,2023-01-01T00:00:00
NPE_00000055,NPU_00036,2023-01-01,616.5,NPR,1.0,616.5,fuel,fuel,,debit_card,False,,False,True,wrong_category,0,,2023-01-01T00:00:00
NPE_00000056,NPU_00036,2023-01-01,2651.73,NPR,1.0,2651.73,miscellaneous,miscellaneous,,khalti,False,,False,False,clear,0,,2023-01-01T00:00:00
NPE_00000057,NPU_00036,2023-01-01,131.99,NPR,1.0,131.99,transport_public,transport_public,transport_public_merchant,cash,False,,False,True,short,0,,2023-01-01T00:00:00
NPE_00000058,NPU_00037,2023-01-01,26629.1,NPR,1.0,26629.1,rent,rent,rent_provider,cash,False,,True,True,clear,3,,2023-01-01T00:00:00
NPE_00000059,NPU_00038,2023-01-01,1838.27,NPR,1.0,1838.27,transport_ride_hailing,transport_ride_hailing,transport_ride_hailing_merchant,debit_card,False,,False,False,short,8,,2023-01-01T00:00:00
NPE_00000060,NPU_00038,2023-01-01,1289.39,NPR,1.0,1289.39,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,credit_card,False,,False,False,short,3,,2023-01-01T00:00:00
NPE_00000061,NPU_00039,2023-01-01,14152.97,NPR,1.0,14152.97,rent,rent,rent_provider,esewa,False,,True,True,clear,0,,2023-01-01T00:00:00
NPE_00000062,NPU_00039,2023-01-01,867.62,NPR,1.0,867.62,internet_mobile,internet_mobile,,credit_card,False,,False,True,wrong_category,0,,2023-01-01T00:00:00
NPE_00000063,NPU_00040,2023-01-01,796.13,NPR,1.0,796.13,groceries,groceries,,esewa,False,,False,True,short,0,,2023-01-01T00:00:00
NPE_00000064,NPU_00040,2023-01-01,1035.09,NPR,1.0,1035.09,transport_ride_hailing,transport_ride_hailing,transport_ride_hailing_merchant,bank_transfer,False,,False,False,missing,0,,2023-01-01T00:00:00
NPE_00000065,NPU_00041,2023-01-01,4295.77,NPR,1.0,4295.77,miscellaneous,miscellaneous,miscellaneous_merchant,khalti,False,,False,False,clear,0,,2023-01-01T00:00:00
NPE_00000066,NPU_00043,2023-01-01,25695.79,NPR,1.0,25695.79,rent,rent,rent_provider,cash,False,,True,True,clear,1,,2023-01-01T00:00:00
NPE_00000067,NPU_00043,2023-01-01,233.84,NPR,1.0,233.84,restaurants_cafes,restaurants_cafes,,cash,False,,False,False,short,0,,2023-01-01T00:00:00
NPE_00000068,NPU_00044,2023-01-01,1106.31,NPR,1.0,1106.31,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,khalti,False,,False,False,clear,8,,2023-01-01T00:00:00
NPE_00000069,NPU_00044,2023-01-01,1506.11,NPR,1.0,1506.11,subscriptions,subscriptions,,debit_card,False,,False,False,wrong_category,1,,2023-01-01T00:00:00
NPE_00000070,NPU_00045,2023-01-01,161.63,NPR,1.0,161.63,transport_public,transport_public,transport_public_merchant,debit_card,False,,False,True,clear,0,,2023-01-01T00:00:00
NPE_00000071,NPU_00046,2023-01-01,20958.22,NPR,1.0,20958.22,rent,rent,rent_provider,bank_transfer,False,,True,True,clear,1,,2023-01-01T00:00:00
NPE_00000072,NPU_00046,2023-01-01,1338.17,NPR,1.0,1338.17,groceries,groceries,,credit_card,False,,False,True,missing,0,,2023-01-01T00:00:00
NPE_00000073,NPU_00047,2023-01-01,1430.28,NPR,1.0,1430.28,transport_ride_hailing,transport_ride_hailing,transport_ride_hailing_merchant,cash,False,,False,False,clear,0,,2023-01-01T00:00:00
NPE_00000074,NPU_00047,2023-01-01,3548.62,NPR,1.0,3548.62,entertainment,entertainment,entertainment_merchant,cash,False,,False,False,clear,0,,2023-01-01T00:00:00
NPE_00000075,NPU_00048,2023-01-01,29907.81,NPR,1.0,29907.81,rent,rent,rent_provider,fonepay_qr,False,,True,True,clear,1,,2023-01-01T00:00:00
NPE_00000076,NPU_00048,2023-01-01,519.52,NPR,1.0,519.52,transport_ride_hailing,transport_ride_hailing,,bank_transfer,False,,False,False,clear,1,,2023-01-01T00:00:00
NPE_00000077,NPU_00048,2023-01-01,100.53,NPR,1.0,100.53,transport_public,transport_public,transport_public_merchant,cash,False,,False,True,clear,3,,2023-01-01T00:00:00
NPE_00000078,NPU_00048,2023-01-01,969.33,NPR,1.0,969.33,miscellaneous,miscellaneous,miscellaneous_merchant,credit_card,False,,False,False,clear,0,,2023-01-01T00:00:00
NPE_00000079,NPU_00049,2023-01-01,45894.29,NPR,1.0,45894.29,rent,rent,rent_provider,esewa,False,,True,True,clear,0,,2023-01-01T00:00:00
NPE_00000080,NPU_00049,2023-01-01,5140.06,NPR,1.0,5140.06,entertainment,entertainment,,esewa,False,,False,False,short,24,,2023-01-01T00:00:00
NPE_00000081,NPU_00050,2023-01-01,1953.11,NPR,1.0,1953.11,entertainment,entertainment,,cash,False,,False,False,clear,0,,2023-01-01T00:00:00
NPE_00000082,NPU_00051,2023-01-01,14462.99,NPR,1.0,14462.99,rent,rent,rent_provider,fonepay_qr,False,,True,True,clear,1,,2023-01-01T00:00:00
NPE_00000083,NPU_00051,2023-01-01,1473.44,NPR,1.0,1473.44,fuel,fuel,fuel_merchant,debit_card,False,,False,True,short,1,,2023-01-01T00:00:00
NPE_00000084,NPU_00052,2023-01-01,6176.31,NPR,1.0,6176.31,festivals_gifts,festivals_gifts,festivals_gifts_merchant,bank_transfer,False,,False,False,clear,24,,2023-01-01T00:00:00
NPE_00000085,NPU_00053,2023-01-01,58.1,NPR,1.0,58.1,transport_public,transport_public,transport_public_merchant,bank_transfer,False,,False,True,clear,0,,2023-01-01T00:00:00
NPE_00000086,NPU_00053,2023-01-01,366.53,NPR,1.0,366.53,groceries,groceries,groceries_merchant,bank_transfer,False,,False,True,clear,0,,2023-01-01T00:00:00
NPE_00000087,NPU_00054,2023-01-01,1302.66,NPR,1.0,1302.66,miscellaneous,miscellaneous,,esewa,False,,False,False,clear,0,,2023-01-01T00:00:00
NPE_00000088,NPU_00055,2023-01-01,15043.54,NPR,1.0,15043.54,health,health,health_merchant,cash,False,,False,True,short,3,,2023-01-01T00:00:00
NPE_00000089,NPU_00055,2023-01-01,128.53,NPR,1.0,128.53,transport_public,transport_public,,bank_transfer,False,,False,True,clear,0,,2023-01-01T00:00:00
NPE_00000090,NPU_00056,2023-01-01,5396.2,INR,1.6,8633.91,travel,travel,,cash,False,,False,False,clear,1,,2023-01-01T00:00:00
NPE_00000091,NPU_00056,2023-01-01,1768.45,NPR,1.0,1768.45,entertainment,entertainment,entertainment_merchant,khalti,False,,False,False,clear,0,,2023-01-01T00:00:00
NPE_00000092,NPU_00057,2023-01-01,19288.77,NPR,1.0,19288.77,rent,rent,rent_provider,esewa,False,,True,True,clear,0,,2023-01-01T00:00:00
NPE_00000093,NPU_00057,2023-01-01,254.35,NPR,1.0,254.35,transport_ride_hailing,transport_ride_hailing,transport_ride_hailing_merchant,khalti,False,,False,False,clear,8,,2023-01-01T00:00:00
NPE_00000094,NPU_00058,2023-01-01,2223.81,NPR,1.0,2223.81,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,cash,False,,False,False,short,0,,2023-01-01T00:00:00
NPE_00000095,NPU_00058,2023-01-01,214.3,NPR,1.0,214.3,transport_public,transport_public,transport_public_merchant,esewa,False,,False,True,missing,1,,2023-01-01T00:00:00
NPE_00000096,NPU_00058,2023-01-01,909.03,NPR,1.0,909.03,transport_ride_hailing,transport_ride_hailing,,cash,False,,False,False,clear,0,,2023-01-01T00:00:00
NPE_00000097,NPU_00060,2023-01-01,190.73,NPR,1.0,190.73,transport_public,transport_public,transport_public_merchant,esewa,False,,False,True,clear,8,,2023-01-01T00:00:00
NPE_00000098,NPU_00060,2023-01-01,2199.55,NPR,1.0,2199.55,utilities,utilities,,esewa,False,,False,True,short,3,,2023-01-01T00:00:00
NPE_00000099,NPU_00060,2023-01-01,6503.3,NPR,1.0,6503.3,fuel,fuel,,cash,False,,False,True,clear,3,,2023-01-01T00:00:00
NPE_00000100,NPU_00061,2023-01-01,15311.04,NPR,1.0,15311.04,rent,rent,rent_provider,cash,False,,True,True,clear,0,,2023-01-01T00:00:00
NPE_00000101,NPU_00061,2023-01-01,361.78,NPR,1.0,361.78,groceries,groceries,groceries_merchant,fonepay_qr,False,,False,True,clear,0,,2023-01-01T00:00:00
NPE_00000102,NPU_00061,2023-01-01,5844.48,NPR,1.0,5844.48,clothing,clothing,clothing_merchant,fonepay_qr,False,,False,False,short,1,,2023-01-01T00:00:00
NPE_00000103,NPU_00061,2023-01-01,765.6,NPR,1.0,765.6,restaurants_cafes,restaurants_cafes,,khalti,False,,False,False,missing,0,,2023-01-01T00:00:00
NPE_00000104,NPU_00062,2023-01-01,670.13,NPR,1.0,670.13,restaurants_cafes,restaurants_cafes,,esewa,False,,False,False,clear,0,,2023-01-01T00:00:00
NPE_00000105,NPU_00062,2023-01-01,1258.33,NPR,1.0,1258.33,entertainment,entertainment,,credit_card,False,,False,False,short,168,,2023-01-01T00:00:00
NPE_00000106,NPU_00063,2023-01-01,17999.74,NPR,1.0,17999.74,rent,rent,rent_provider,fonepay_qr,False,,True,True,clear,24,,2023-01-01T00:00:00
NPE_00000107,NPU_00063,2023-01-01,1019.17,NPR,1.0,1019.17,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,cash,False,,False,False,clear,1,,2023-01-01T00:00:00
NPE_00000108,NPU_00064,2023-01-01,16282.49,NPR,1.0,16282.49,rent,rent,rent_provider,cash,False,,True,True,clear,24,,2023-01-01T00:00:00
NPE_00000109,NPU_00065,2023-01-01,754.55,NPR,1.0,754.55,internet_mobile,internet_mobile,internet_mobile_merchant,esewa,False,,False,True,clear,168,,2023-01-01T00:00:00
NPE_00000110,NPU_00065,2023-01-01,1558.06,NPR,1.0,1558.06,miscellaneous,miscellaneous,miscellaneous_merchant,bank_transfer,False,,False,False,short,24,,2023-01-01T00:00:00
NPE_00000111,NPU_00066,2023-01-01,24521.92,NPR,1.0,24521.92,rent,rent,rent_provider,bank_transfer,False,,True,True,clear,0,,2023-01-01T00:00:00
NPE_00000112,NPU_00067,2023-01-01,28624.16,NPR,1.0,28624.16,rent,rent,rent_provider,cash,False,,True,True,clear,3,,2023-01-01T00:00:00
NPE_00000113,NPU_00067,2023-01-01,1927.76,NPR,1.0,1927.76,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,esewa,False,,False,False,short,0,,2023-01-01T00:00:00
NPE_00000114,NPU_00068,2023-01-01,6885.76,NPR,1.0,6885.76,rent,rent,,credit_card,False,,False,True,clear,1,,2023-01-01T00:00:00
NPE_00000115,NPU_00069,2023-01-01,913.27,NPR,1.0,913.27,groceries,groceries,,esewa,False,,False,True,clear,24,,2023-01-01T00:00:00
NPE_00000116,NPU_00072,2023-01-01,15943.12,NPR,1.0,15943.12,rent,rent,rent_provider,esewa,False,,True,True,clear,24,,2023-01-01T00:00:00
NPE_00000117,NPU_00073,2023-01-01,17157.45,NPR,1.0,17157.45,family_support,family_support,family_support_merchant,credit_card,False,,False,True,clear,168,,2023-01-01T00:00:00
NPE_00000118,NPU_00074,2023-01-01,1665.28,NPR,1.0,1665.28,miscellaneous,miscellaneous,,debit_card,False,,False,False,clear,3,,2023-01-01T00:00:00
NPE_00000119,NPU_00075,2023-01-01,118.23,NPR,1.0,118.23,transport_public,transport_public,transport_public_merchant,cash,False,,False,True,short,0,,2023-01-01T00:00:00
NPE_00000120,NPU_00075,2023-01-01,625.0,NPR,1.0,625.0,groceries,groceries,groceries_merchant,esewa,False,,False,True,short,1,,2023-01-01T00:00:00
NPE_00000121,NPU_00076,2023-01-01,1992.76,NPR,1.0,1992.76,fuel,fuel,fuel_merchant,cash,False,,False,True,clear,0,,2023-01-01T00:00:00
NPE_00000122,NPU_00078,2023-01-01,310.59,NPR,1.0,310.59,transport_public,transport_public,transport_public_merchant,cash,False,,False,True,short,0,,2023-01-01T00:00:00
NPE_00000123,NPU_00078,2023-01-01,46.7,NPR,1.0,46.7,transport_public,transport_public,,esewa,False,,False,True,short,1,,2023-01-01T00:00:00
NPE_00000124,NPU_00079,2023-01-01,7509.82,NPR,1.0,7509.82,clothing,clothing,clothing_merchant,cash,False,,False,False,short,1,,2023-01-01T00:00:00
NPE_00000125,NPU_00080,2023-01-01,4533.01,NPR,1.0,4533.01,miscellaneous,miscellaneous,,credit_card,False,,False,False,clear,3,,2023-01-01T00:00:00
NPE_00000126,NPU_00080,2023-01-01,7283.41,NPR,1.0,7283.41,restaurants_cafes,restaurants_cafes,,cash,False,,False,False,short,168,,2023-01-01T00:00:00
NPE_00000127,NPU_00080,2023-01-01,947.08,NPR,1.0,947.08,groceries,groceries,groceries_merchant,cash,False,,False,True,missing,0,,2023-01-01T00:00:00
NPE_00000128,NPU_00058,2023-01-01,8367.14,NPR,1.0,8367.14,utilities,utilities,group_utilities,bank_transfer,True,NPG_00004,False,True,clear,3,,2023-01-01T00:00:00
NPE_00000129,NPU_00054,2023-01-01,6189.0,NPR,1.0,6189.0,festivals_gifts,festivals_gifts,group_festivals_gifts,cash,True,NPG_00006,False,False,clear,3,,2023-01-01T00:00:00
NPE_00000130,NPU_00035,2023-01-01,9039.99,NPR,1.0,9039.99,travel,travel,group_travel,esewa,True,NPG_00016,False,False,clear,0,,2023-01-01T00:00:00
NPE_00000131,NPU_00001,2023-01-01,1053.77,NPR,1.0,1053.77,restaurants_cafes,restaurants_cafes,group_restaurants_cafes,fonepay_qr,True,NPG_00023,False,False,clear,72,,2023-01-01T00:00:00
NPE_00000132,NPU_00080,2023-01-01,76463.07,NPR,1.0,76463.07,festivals_gifts,festivals_gifts,group_festivals_gifts,cash,True,NPG_00025,False,False,clear,24,,2023-01-01T00:00:00
NPE_00000133,NPU_00050,2023-01-01,1175.69,NPR,1.0,1175.69,restaurants_cafes,restaurants_cafes,group_restaurants_cafes,bank_transfer,True,NPG_00028,False,False,clear,24,,2023-01-01T00:00:00
NPE_00000134,NPU_00001,2023-01-02,823.28,NPR,1.0,823.28,restaurants_cafes,restaurants_cafes,,khalti,False,,False,False,short,24,,2023-01-02T00:00:00
NPE_00000135,NPU_00002,2023-01-02,2915.9,NPR,1.0,2915.9,health,health,,cash,False,,False,True,short,3,,2023-01-02T00:00:00
NPE_00000136,NPU_00003,2023-01-02,166.86,NPR,1.0,166.86,transport_ride_hailing,transport_ride_hailing,,cash,False,,False,False,missing,168,,2023-01-02T00:00:00
NPE_00000137,NPU_00004,2023-01-02,30.94,NPR,1.0,30.94,transport_public,transport_public,,credit_card,False,,False,True,clear,3,,2023-01-02T00:00:00
NPE_00000138,NPU_00004,2023-01-02,454.52,NPR,1.0,454.52,groceries,groceries,groceries_merchant,cash,False,,False,True,wrong_category,0,,2023-01-02T00:00:00
NPE_00000139,NPU_00009,2023-01-02,54.91,NPR,1.0,54.91,transport_public,transport_public,transport_public_merchant,debit_card,False,,False,True,missing,1,,2023-01-02T00:00:00
NPE_00000140,NPU_00009,2023-01-02,4589.31,NPR,1.0,4589.31,entertainment,entertainment,entertainment_merchant,bank_transfer,False,,False,False,clear,3,,2023-01-02T00:00:00
NPE_00000141,NPU_00011,2023-01-02,104.58,NPR,1.0,104.58,transport_public,transport_public,transport_public_merchant,cash,False,,False,True,clear,1,,2023-01-02T00:00:00
NPE_00000142,NPU_00012,2023-01-02,590.61,NPR,1.0,590.61,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,esewa,False,,False,False,short,1,,2023-01-02T00:00:00
NPE_00000143,NPU_00013,2023-01-02,555.79,NPR,1.0,555.79,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,debit_card,False,,False,False,clear,24,,2023-01-02T00:00:00
NPE_00000144,NPU_00013,2023-01-02,50.51,NPR,1.0,50.51,transport_public,transport_public,transport_public_merchant,khalti,False,,False,True,clear,0,,2023-01-02T00:00:00
NPE_00000145,NPU_00014,2023-01-02,11388.3,NPR,1.0,11388.3,clothing,clothing,clothing_merchant,cash,False,,False,False,clear,0,,2023-01-02T00:00:00
NPE_00000146,NPU_00014,2023-01-02,568.11,NPR,1.0,568.11,entertainment,entertainment,entertainment_merchant,debit_card,False,,False,False,clear,1,,2023-01-02T00:00:00
NPE_00000147,NPU_00017,2023-01-02,47.95,NPR,1.0,47.95,transport_public,transport_public,transport_public_merchant,cash,False,,False,True,clear,0,,2023-01-02T00:00:00
NPE_00000148,NPU_00017,2023-01-02,1201.61,NPR,1.0,1201.61,restaurants_cafes,restaurants_cafes,restaurants_cafes_merchant,bank_transfer,False,,False,False,clear,0,,2023-01-02T00:00:00
NPE_00000149,NPU_00017,2023-01-02,116.47,NPR,1.0,116.47,transport_public,transport_public,transport_public_merchant,khalti,False,,False,True,short,72,,2023-01-02T00:00:00
NPE_00000150,NPU_00017,2023-01-02,21252.88,NPR,1.0,21252.88,rent,rent,,cash,False,,False,True,short,0,,2023-01-02T00:00:00
NPE_00000151,NPU_00019,2023-01-02,202.1,NPR,1.0,202.1,transport_public,transport_public,transport_public_merchant,cash,False,,False,True,short,3,,2023-01-02T00:00:00
NPE_00000152,NPU_00020,2023-01-02,1718.33,NPR,1.0,1718.33,entertainment,entertainment,entertainment_merchant,cash,False,,False,False,clear,24,,2023-01-02T00:00:00
NPE_00000153,NPU_00021,2023-01-02,739.4,NPR,1.0,739.4,fuel,fuel,fuel_merchant,debit_card,False,,False,True,short,1,,2023-01-02T00:00:00
NPE_00000154,NPU_00021,2023-01-02,981.05,NPR,1.0,981.05,miscellaneous,miscellaneous,,khalti,False,,False,False,missing,3,,2023-01-02T00:00:00
NPE_00000155,NPU_00022,2023-01-02,729.49,NPR,1.0,729.49,groceries,groceries,groceries_merchant,cash,False,,False,True,clear,1,,2023-01-02T00:00:00
NPE_00000156,NPU_00022,2023-01-02,12407.07,NPR,1.0,12407.07,miscellaneous,miscellaneous,,khalti,False,,False,False,clear,168,,2023-01-02T00:00:00
NPE_00000157,NPU_00022,2023-01-02,476.09,NPR,1.0,476.09,transport_ride_hailing,transport_ride_hailing,,cash,False,,False,False,clear,0,,2023-01-02T00:00:00
