split_id,expense_id,group_id,user_id,owed_amount_npr,paid_by_user_id,settlement_status
SPL_NPE_00000215_NPU_00047,NPE_00000215,NPG_00015,NPU_00047,986.71,NPU_00012,settled
SPL_NPE_00000216_NPU_00021,NPE_00000216,NPG_00019,NPU_00021,832.36,NPU_00059,settled
SPL_NPE_00000216_NPU_00038,NPE_00000216,NPG_00019,NPU_00038,832.36,NPU_00059,settled
SPL_NPE_00000216_NPU_00059,NPE_00000216,NPG_00019,NPU_00059,832.36,NPU_00059,paid_by_self
SPL_NPE_00000217_NPU_00056,NPE_00000217,NPG_00020,NPU_00056,290.65,NPU_00052,settled
SPL_NPE_00000217_NPU_00059,NPE_00000217,NPG_00020,NPU_00059,290.65,NPU_00052,settled
SPL_NPE_00000217_NPU_00040,NPE_00000217,NPG_00020,NPU_00040,290.65,NPU_00052,settled
SPL_NPE_00000217_NPU_00052,NPE_00000217,NPG_00020,NPU_00052,290.65,NPU_00052,paid_by_self
SPL_NPE_00000217_NPU_00020,NPE_00000217,NPG_00020,NPU_00020,290.65,NPU_00052,settled
SPL_NPE_00000218_NPU_00058,NPE_00000218,NPG_00023,NPU_00058,719.42,NPU_00040,settled
SPL_NPE_00000218_NPU_00001,NPE_00000218,NPG_00023,NPU_00001,719.42,NPU_00040,settled
SPL_NPE_00000218_NPU_00040,NPE_00000218,NPG_00023,NPU_00040,719.42,NPU_00040,paid_by_self
SPL_NPE_00000219_NPU_00058,NPE_00000219,NPG_00028,NPU_00058,359.08,NPU_00008,settled
SPL_NPE_00000219_NPU_00050,NPE_00000219,NPG_00028,NPU_00050,359.08,NPU_00008,settled
SPL_NPE_00000219_NPU_00008,NPE_00000219,NPG_00028,NPU_00008,359.08,NPU_00008,paid_by_self
SPL_NPE_00000219_NPU_00027,NPE_00000219,NPG_00028,NPU_00027,359.08,NPU_00008,settled
SPL_NPE_00000319_NPU_00075,NPE_00000319,NPG_00004,NPU_00075,231.5,NPU_00056,settled
SPL_NPE_00000319_NPU_00059,NPE_00000319,NPG_00004,NPU_00059,231.5,NPU_00056,settled
SPL_NPE_00000319_NPU_00058,NPE_00000319,NPG_00004,NPU_00058,231.5,NPU_00056,settled
SPL_NPE_00000319_NPU_00071,NPE_00000319,NPG_00004,NPU_00071,231.5,NPU_00056,settled
SPL_NPE_00000319_NPU_00073,NPE_00000319,NPG_00004,NPU_00073,231.5,NPU_00056,settled
SPL_NPE_00000319_NPU_00001,NPE_00000319,NPG_00004,NPU_00001,231.5,NPU_00056,settled
SPL_NPE_00000319_NPU_00064,NPE_00000319,NPG_00004,NPU_00064,231.5,NPU_00056,settled
SPL_NPE_00000319_NPU_00056,NPE_00000319,NPG_00004,NPU_00056,231.5,NPU_00056,paid_by_self
SPL_NPE_00000320_NPU_00028,NPE_00000320,NPG_00008,NPU_00028,548.64,NPU_00060,settled
SPL_NPE_00000320_NPU_00051,NPE_00000320,NPG_00008,NPU_00051,548.64,NPU_00060,settled
SPL_NPE_00000320_NPU_00017,NPE_00000320,NPG_00008,NPU_00017,548.64,NPU_00060,settled
SPL_NPE_00000320_NPU_00060,NPE_00000320,NPG_00008,NPU_00060,548.64,NPU_00060,paid_by_self
SPL_NPE_00000320_NPU_00055,NPE_00000320,NPG_00008,NPU_00055,548.64,NPU_00060,settled
SPL_NPE_00000320_NPU_00069,NPE_00000320,NPG_00008,NPU_00069,548.64,NPU_00060,settled
SPL_NPE_00000321_NPU_00003,NPE_00000321,NPG_00013,NPU_00003,1740.5,NPU_00066,settled
SPL_NPE_00000321_NPU_00077,NPE_00000321,NPG_00013,NPU_00077,1740.5,NPU_00066,settled
SPL_NPE_00000321_NPU_00066,NPE_00000321,NPG_00013,NPU_00066,1740.5,NPU_00066,paid_by_self
SPL_NPE_00000322_NPU_00073,NPE_00000322,NPG_00016,NPU_00073,1359.85,NPU_00073,paid_by_self
SPL_NPE_00000322_NPU_00047,NPE_00000322,NPG_00016,NPU_00047,1359.85,NPU_00073,settled
SPL_NPE_00000322_NPU_00075,NPE_00000322,NPG_00016,NPU_00075,1359.85,NPU_00073,settled
SPL_NPE_00000322_NPU_00035,NPE_00000322,NPG_00016,NPU_00035,1359.85,NPU_00073,settled
SPL_NPE_00000323_NPU_00021,NPE_00000323,NPG_00019,NPU_00021,2583.6,NPU_00038,settled
SPL_NPE_00000323_NPU_00038,NPE_00000323,NPG_00019,NPU_00038,2583.6,NPU_00038,paid_by_self
SPL_NPE_00000323_NPU_00059,NPE_00000323,NPG_00019,NPU_00059,2583.6,NPU_00038,settled
SPL_NPE_00000324_NPU_00056,NPE_00000324,NPG_00020,NPU_00056,1026.32,NPU_00020,settled
SPL_NPE_00000324_NPU_00059,NPE_00000324,NPG_00020,NPU_00059,1026.32,NPU_00020,settled
SPL_NPE_00000324_NPU_00040,NPE_00000324,NPG_00020,NPU_00040,1026.32,NPU_00020,settled
SPL_NPE_00000324_NPU_00052,NPE_00000324,NPG_00020,NPU_00052,1026.32,NPU_00020,settled
SPL_NPE_00000324_NPU_00020,NPE_00000324,NPG_00020,NPU_00020,1026.32,NPU_00020,paid_by_self
SPL_NPE_00000325_NPU_00068,NPE_00000325,NPG_00021,NPU_00068,263.51,NPU_00080,settled
SPL_NPE_00000325_NPU_00080,NPE_00000325,NPG_00021,NPU_00080,263.51,NPU_00080,paid_by_self
SPL_NPE_00000325_NPU_00021,NPE_00000325,NPG_00021,NPU_00021,263.51,NPU_00080,settled
SPL_NPE_00000325_NPU_00007,NPE_00000325,NPG_00021,NPU_00007,263.51,NPU_00080,settled
SPL_NPE_00000325_NPU_00008,NPE_00000325,NPG_00021,NPU_00008,263.51,NPU_00080,settled
SPL_NPE_00000325_NPU_00019,NPE_00000325,NPG_00021,NPU_00019,263.51,NPU_00080,settled
SPL_NPE_00000325_NPU_00032,NPE_00000325,NPG_00021,NPU_00032,263.51,NPU_00080,settled
SPL_NPE_00000326_NPU_00031,NPE_00000326,NPG_00027,NPU_00031,207.4,NPU_00062,settled
SPL_NPE_00000326_NPU_00062,NPE_00000326,NPG_00027,NPU_00062,207.4,NPU_00062,paid_by_self
SPL_NPE_00000326_NPU_00005,NPE_00000326,NPG_00027,NPU_00005,207.4,NPU_00062,settled
SPL_NPE_00000393_NPU_00005,NPE_00000393,NPG_00002,NPU_00005,9774.01,NPU_00032,settled
SPL_NPE_00000393_NPU_00054,NPE_00000393,NPG_00002,NPU_00054,9774.01,NPU_00032,settled
SPL_NPE_00000393_NPU_00046,NPE_00000393,NPG_00002,NPU_00046,9774.01,NPU_00032,settled
SPL_NPE_00000393_NPU_00072,NPE_00000393,NPG_00002,NPU_00072,9774.01,NPU_00032,settled
SPL_NPE_00000393_NPU_00060,NPE_00000393,NPG_00002,NPU_00060,9774.01,NPU_00032,settled
SPL_NPE_00000393_NPU_00032,NPE_00000393,NPG_00002,NPU_00032,9774.01,NPU_00032,paid_by_self
SPL_NPE_00000393_NPU_00063,NPE_00000393,NPG_00002,NPU_00063,9774.01,NPU_00032,settled
SPL_NPE_00000393_NPU_00067,NPE_00000393,NPG_00002,NPU_00067,9774.01,NPU_00032,settled
SPL_NPE_00000394_NPU_00020,NPE_00000394,NPG_00003,NPU_00020,430.11,NPU_00020,paid_by_self
SPL_NPE_00000394_NPU_00034,NPE_00000394,NPG_00003,NPU_00034,430.11,NPU_00020,settled
SPL_NPE_00000394_NPU_00039,NPE_00000394,NPG_00003,NPU_00039,430.11,NPU_00020,settled
SPL_NPE_00000395_NPU_00019,NPE_00000395,NPG_00006,NPU_00019,943.91,NPU_00019,paid_by_self
SPL_NPE_00000395_NPU_00047,NPE_00000395,NPG_00006,NPU_00047,943.91,NPU_00019,settled
SPL_NPE_00000395_NPU_00029,NPE_00000395,NPG_00006,NPU_00029,943.91,NPU_00019,settled
SPL_NPE_00000395_NPU_00054,NPE_00000395,NPG_00006,NPU_00054,943.91,NPU_00019,settled
SPL_NPE_00000396_NPU_00028,NPE_00000396,NPG_00008,NPU_00028,1700.0,NPU_00055,settled
SPL_NPE_00000396_NPU_00051,NPE_00000396,NPG_00008,NPU_00051,1700.0,NPU_00055,settled
SPL_NPE_00000396_NPU_00017,NPE_00000396,NPG_00008,NPU_00017,1700.0,NPU_00055,settled
SPL_NPE_00000396_NPU_00060,NPE_00000396,NPG_00008,NPU_00060,1700.0,NPU_00055,settled
SPL_NPE_00000396_NPU_00055,NPE_00000396,NPG_00008,NPU_00055,1700.0,NPU_00055,paid_by_self
SPL_NPE_00000396_NPU_00069,NPE_00000396,NPG_00008,NPU_00069,1700.0,NPU_00055,settled
SPL_NPE_00000397_NPU_00054,NPE_00000397,NPG_00015,NPU_00054,237.31,NPU_00065,settled
SPL_NPE_00000397_NPU_00012,NPE_00000397,NPG_00015,NPU_00012,237.31,NPU_00065,settled
SPL_NPE_00000397_NPU_00071,NPE_00000397,NPG_00015,NPU_00071,237.31,NPU_00065,settled
SPL_NPE_00000397_NPU_00065,NPE_00000397,NPG_00015,NPU_00065,237.31,NPU_00065,paid_by_self
SPL_NPE_00000397_NPU_00047,NPE_00000397,NPG_00015,NPU_00047,237.31,NPU_00065,settled
SPL_NPE_00000398_NPU_00073,NPE_00000398,NPG_00016,NPU_00073,1147.6,NPU_00073,paid_by_self
SPL_NPE_00000398_NPU_00047,NPE_00000398,NPG_00016,NPU_00047,1147.6,NPU_00073,settled
SPL_NPE_00000398_NPU_00075,NPE_00000398,NPG_00016,NPU_00075,1147.6,NPU_00073,settled
SPL_NPE_00000398_NPU_00035,NPE_00000398,NPG_00016,NPU_00035,1147.6,NPU_00073,settled
SPL_NPE_00000399_NPU_00075,NPE_00000399,NPG_00018,NPU_00075,219.65,NPU_00076,settled
SPL_NPE_00000399_NPU_00002,NPE_00000399,NPG_00018,NPU_00002,219.65,NPU_00076,settled
SPL_NPE_00000399_NPU_00076,NPE_00000399,NPG_00018,NPU_00076,219.65,NPU_00076,paid_by_self
SPL_NPE_00000399_NPU_00029,NPE_00000399,NPG_00018,NPU_00029,219.65,NPU_00076,settled
SPL_NPE_00000400_NPU_00021,NPE_00000400,NPG_00019,NPU_00021,2011.41,NPU_00038,settled
SPL_NPE_00000400_NPU_00038,NPE_00000400,NPG_00019,NPU_00038,2011.41,NPU_00038,paid_by_self
SPL_NPE_00000400_NPU_00059,NPE_00000400,NPG_00019,NPU_00059,2011.41,NPU_00038,settled
SPL_NPE_00000401_NPU_00058,NPE_00000401,NPG_00023,NPU_00058,3832.79,NPU_00001,settled
SPL_NPE_00000401_NPU_00001,NPE_00000401,NPG_00023,NPU_00001,3832.79,NPU_00001,paid_by_self
SPL_NPE_00000401_NPU_00040,NPE_00000401,NPG_00023,NPU_00040,3832.79,NPU_00001,settled
SPL_NPE_00000516_NPU_00005,NPE_00000516,NPG_00002,NPU_00005,1015.65,NPU_00060,settled
SPL_NPE_00000516_NPU_00054,NPE_00000516,NPG_00002,NPU_00054,1015.65,NPU_00060,settled
SPL_NPE_00000516_NPU_00046,NPE_00000516,NPG_00002,NPU_00046,1015.65,NPU_00060,settled
SPL_NPE_00000516_NPU_00072,NPE_00000516,NPG_00002,NPU_00072,1015.65,NPU_00060,settled
SPL_NPE_00000516_NPU_00060,NPE_00000516,NPG_00002,NPU_00060,1015.65,NPU_00060,paid_by_self
SPL_NPE_00000516_NPU_00032,NPE_00000516,NPG_00002,NPU_00032,1015.65,NPU_00060,settled
SPL_NPE_00000516_NPU_00063,NPE_00000516,NPG_00002,NPU_00063,1015.65,NPU_00060,settled
SPL_NPE_00000516_NPU_00067,NPE_00000516,NPG_00002,NPU_00067,1015.65,NPU_00060,settled
SPL_NPE_00000517_NPU_00028,NPE_00000517,NPG_00014,NPU_00028,617.96,NPU_00028,paid_by_self
SPL_NPE_00000517_NPU_00067,NPE_00000517,NPG_00014,NPU_00067,617.96,NPU_00028,settled
SPL_NPE_00000517_NPU_00019,NPE_00000517,NPG_00014,NPU_00019,617.96,NPU_00028,settled
SPL_NPE_00000517_NPU_00007,NPE_00000517,NPG_00014,NPU_00007,617.96,NPU_00028,settled
SPL_NPE_00000518_NPU_00054,NPE_00000518,NPG_00017,NPU_00054,438.47,NPU_00023,settled
SPL_NPE_00000518_NPU_00071,NPE_00000518,NPG_00017,NPU_00071,438.47,NPU_00023,settled
SPL_NPE_00000518_NPU_00067,NPE_00000518,NPG_00017,NPU_00067,438.47,NPU_00023,settled
SPL_NPE_00000518_NPU_00042,NPE_00000518,NPG_00017,NPU_00042,438.47,NPU_00023,settled
SPL_NPE_00000518_NPU_00052,NPE_00000518,NPG_00017,NPU_00052,438.47,NPU_00023,settled
SPL_NPE_00000518_NPU_00003,NPE_00000518,NPG_00017,NPU_00003,438.47,NPU_00023,settled
SPL_NPE_00000518_NPU_00023,NPE_00000518,NPG_00017,NPU_00023,438.47,NPU_00023,paid_by_self
SPL_NPE_00000519_NPU_00021,NPE_00000519,NPG_00019,NPU_00021,191.39,NPU_00059,settled
SPL_NPE_00000519_NPU_00038,NPE_00000519,NPG_00019,NPU_00038,191.39,NPU_00059,settled
SPL_NPE_00000519_NPU_00059,NPE_00000519,NPG_00019,NPU_00059,191.39,NPU_00059,paid_by_self
SPL_NPE_00000520_NPU_00058,NPE_00000520,NPG_00028,NPU_00058,426.82,NPU_00027,settled
SPL_NPE_00000520_NPU_00050,NPE_00000520,NPG_00028,NPU_00050,426.82,NPU_00027,settled
SPL_NPE_00000520_NPU_00008,NPE_00000520,NPG_00028,NPU_00008,426.82,NPU_00027,settled
SPL_NPE_00000520_NPU_00027,NPE_00000520,NPG_00028,NPU_00027,426.82,NPU_00027,paid_by_self
SPL_NPE_00000608_NPU_00019,NPE_00000608,NPG_00010,NPU_00019,1176.0,NPU_00019,paid_by_self
SPL_NPE_00000608_NPU_00041,NPE_00000608,NPG_00010,NPU_00041,1176.0,NPU_00019,settled
SPL_NPE_00000609_NPU_00073,NPE_00000609,NPG_00016,NPU_00073,4022.46,NPU_00035,settled
SPL_NPE_00000609_NPU_00047,NPE_00000609,NPG_00016,NPU_00047,4022.46,NPU_00035,settled
SPL_NPE_00000609_NPU_00075,NPE_00000609,NPG_00016,NPU_00075,4022.46,NPU_00035,settled
SPL_NPE_00000609_NPU_00035,NPE_00000609,NPG_00016,NPU_00035,4022.46,NPU_00035,paid_by_self
SPL_NPE_00000610_NPU_00021,NPE_00000610,NPG_00019,NPU_00021,346.43,NPU_00059,settled
SPL_NPE_00000610_NPU_00038,NPE_00000610,NPG_00019,NPU_00038,346.43,NPU_00059,settled
SPL_NPE_00000610_NPU_00059,NPE_00000610,NPG_00019,NPU_00059,346.43,NPU_00059,paid_by_self
SPL_NPE_00000611_NPU_00056,NPE_00000611,NPG_00020,NPU_00056,430.74,NPU_00020,settled
SPL_NPE_00000611_NPU_00059,NPE_00000611,NPG_00020,NPU_00059,430.74,NPU_00020,settled
SPL_NPE_00000611_NPU_00040,NPE_00000611,NPG_00020,NPU_00040,430.74,NPU_00020,settled
SPL_NPE_00000611_NPU_00052,NPE_00000611,NPG_00020,NPU_00052,430.74,NPU_00020,settled
SPL_NPE_00000611_NPU_00020,NPE_00000611,NPG_00020,NPU_00020,430.74,NPU_00020,paid_by_self
SPL_NPE_00000612_NPU_00058,NPE_00000612,NPG_00024,NPU_00058,4564.38,NPU_00078,settled
SPL_NPE_00000612_NPU_00078,NPE_00000612,NPG_00024,NPU_00078,4564.38,NPU_00078,paid_by_self
SPL_NPE_00000706_NPU_00022,NPE_00000706,NPG_00001,NPU_00022,974.92,NPU_00056,settled
SPL_NPE_00000706_NPU_00079,NPE_00000706,NPG_00001,NPU_00079,974.92,NPU_00056,settled
SPL_NPE_00000706_NPU_00056,NPE_00000706,NPG_00001,NPU_00056,974.92,NPU_00056,paid_by_self
SPL_NPE_00000707_NPU_00005,NPE_00000707,NPG_00002,NPU_00005,339.54,NPU_00046,settled
SPL_NPE_00000707_NPU_00054,NPE_00000707,NPG_00002,NPU_00054,339.54,NPU_00046,settled
SPL_NPE_00000707_NPU_00046,NPE_00000707,NPG_00002,NPU_00046,339.54,NPU_00046,paid_by_self
SPL_NPE_00000707_NPU_00072,NPE_00000707,NPG_00002,NPU_00072,339.54,NPU_00046,settled
SPL_NPE_00000707_NPU_00060,NPE_00000707,NPG_00002,NPU_00060,339.54,NPU_00046,settled
SPL_NPE_00000707_NPU_00032,NPE_00000707,NPG_00002,NPU_00032,339.54,NPU_00046,settled
SPL_NPE_00000707_NPU_00063,NPE_00000707,NPG_00002,NPU_00063,339.54,NPU_00046,settled
SPL_NPE_00000707_NPU_00067,NPE_00000707,NPG_00002,NPU_00067,339.54,NPU_00046,settled
SPL_NPE_00000708_NPU_00028,NPE_00000708,NPG_00008,NPU_00028,1121.13,NPU_00028,paid_by_self
SPL_NPE_00000708_NPU_00051,NPE_00000708,NPG_00008,NPU_00051,1121.13,NPU_00028,settled
SPL_NPE_00000708_NPU_00017,NPE_00000708,NPG_00008,NPU_00017,1121.13,NPU_00028,settled
SPL_NPE_00000708_NPU_00060,NPE_00000708,NPG_00008,NPU_00060,1121.13,NPU_00028,settled
SPL_NPE_00000708_NPU_00055,NPE_00000708,NPG_00008,NPU_00055,1121.13,NPU_00028,settled
SPL_NPE_00000708_NPU_00069,NPE_00000708,NPG_00008,NPU_00069,1121.13,NPU_00028,settled
SPL_NPE_00000709_NPU_00028,NPE_00000709,NPG_00014,NPU_00028,655.59,NPU_00067,settled
SPL_NPE_00000709_NPU_00067,NPE_00000709,NPG_00014,NPU_00067,655.59,NPU_00067,paid_by_self
SPL_NPE_00000709_NPU_00019,NPE_00000709,NPG_00014,NPU_00019,655.59,NPU_00067,settled
SPL_NPE_00000709_NPU_00007,NPE_00000709,NPG_00014,NPU_00007,655.59,NPU_00067,settled
SPL_NPE_00000710_NPU_00054,NPE_00000710,NPG_00015,NPU_00054,1431.36,NPU_00047,settled
SPL_NPE_00000710_NPU_00012,NPE_00000710,NPG_00015,NPU_00012,1431.36,NPU_00047,settled
SPL_NPE_00000710_NPU_00071,NPE_00000710,NPG_00015,NPU_00071,1431.36,NPU_00047,settled
SPL_NPE_00000710_NPU_00065,NPE_00000710,NPG_00015,NPU_00065,1431.36,NPU_00047,settled
SPL_NPE_00000710_NPU_00047,NPE_00000710,NPG_00015,NPU_00047,1431.36,NPU_00047,paid_by_self
SPL_NPE_00000711_NPU_00021,NPE_00000711,NPG_00019,NPU_00021,744.21,NPU_00021,paid_by_self
SPL_NPE_00000711_NPU_00038,NPE_00000711,NPG_00019,NPU_00038,744.21,NPU_00021,settled
SPL_NPE_00000711_NPU_00059,NPE_00000711,NPG_00019,NPU_00059,744.21,NPU_00021,settled
SPL_NPE_00000712_NPU_00058,NPE_00000712,NPG_00023,NPU_00058,104.77,NPU_00040,settled
SPL_NPE_00000712_NPU_00001,NPE_00000712,NPG_00023,NPU_00001,104.77,NPU_00040,settled
SPL_NPE_00000712_NPU_00040,NPE_00000712,NPG_00023,NPU_00040,104.77,NPU_00040,paid_by_self
SPL_NPE_00000713_NPU_00024,NPE_00000713,NPG_00029,NPU_00024,9313.27,NPU_00024,paid_by_self
SPL_NPE_00000713_NPU_00053,NPE_00000713,NPG_00029,NPU_00053,9313.27,NPU_00024,settled
SPL_NPE_00000713_NPU_00058,NPE_00000713,NPG_00029,NPU_00058,9313.27,NPU_00024,settled
SPL_NPE_00000713_NPU_00047,NPE_00000713,NPG_00029,NPU_00047,9313.27,NPU_00024,settled
SPL_NPE_00000852_NPU_00075,NPE_00000852,NPG_00004,NPU_00075,428.14,NPU_00075,paid_by_self
SPL_NPE_00000852_NPU_00059,NPE_00000852,NPG_00004,NPU_00059,428.14,NPU_00075,settled
SPL_NPE_00000852_NPU_00058,NPE_00000852,NPG_00004,NPU_00058,428.14,NPU_00075,settled
SPL_NPE_00000852_NPU_00071,NPE_00000852,NPG_00004,NPU_00071,428.14,NPU_00075,settled
SPL_NPE_00000852_NPU_00073,NPE_00000852,NPG_00004,NPU_00073,428.14,NPU_00075,settled
SPL_NPE_00000852_NPU_00001,NPE_00000852,NPG_00004,NPU_00001,428.14,NPU_00075,settled
SPL_NPE_00000852_NPU_00064,NPE_00000852,NPG_00004,NPU_00064,428.14,NPU_00075,settled
SPL_NPE_00000852_NPU_00056,NPE_00000852,NPG_00004,NPU_00056,428.14,NPU_00075,settled
SPL_NPE_00000853_NPU_00020,NPE_00000853,NPG_00012,NPU_00020,576.52,NPU_00070,settled
SPL_NPE_00000853_NPU_00015,NPE_00000853,NPG_00012,NPU_00015,576.52,NPU_00070,settled
SPL_NPE_00000853_NPU_00070,NPE_00000853,NPG_00012,NPU_00070,576.52,NPU_00070,paid_by_self
SPL_NPE_00000854_NPU_00054,NPE_00000854,NPG_00017,NPU_00054,473.49,NPU_00042,settled
SPL_NPE_00000854_NPU_00071,NPE_00000854,NPG_00017,NPU_00071,473.49,NPU_00042,settled
SPL_NPE_00000854_NPU_00067,NPE_00000854,NPG_00017,NPU_00067,473.49,NPU_00042,settled
SPL_NPE_00000854_NPU_00042,NPE_00000854,NPG_00017,NPU_00042,473.49,NPU_00042,paid_by_self
SPL_NPE_00000854_NPU_00052,NPE_00000854,NPG_00017,NPU_00052,473.49,NPU_00042,settled
SPL_NPE_00000854_NPU_00003,NPE_00000854,NPG_00017,NPU_00003,473.49,NPU_00042,settled
SPL_NPE_00000854_NPU_00023,NPE_00000854,NPG_00017,NPU_00023,473.49,NPU_00042,settled
SPL_NPE_00000855_NPU_00021,NPE_00000855,NPG_00019,NPU_00021,453.07,NPU_00021,paid_by_self
SPL_NPE_00000855_NPU_00038,NPE_00000855,NPG_00019,NPU_00038,453.07,NPU_00021,settled
SPL_NPE_00000855_NPU_00059,NPE_00000855,NPG_00019,NPU_00059,453.07,NPU_00021,settled
SPL_NPE_00000856_NPU_00009,NPE_00000856,NPG_00022,NPU_00009,429.93,NPU_00049,settled
SPL_NPE_00000856_NPU_00049,NPE_00000856,NPG_00022,NPU_00049,429.93,NPU_00049,paid_by_self
SPL_NPE_00000857_NPU_00058,NPE_00000857,NPG_00023,NPU_00058,555.8,NPU_00058,paid_by_self
SPL_NPE_00000857_NPU_00001,NPE_00000857,NPG_00023,NPU_00001,555.8,NPU_00058,settled
SPL_NPE_00000857_NPU_00040,NPE_00000857,NPG_00023,NPU_00040,555.8,NPU_00058,settled
SPL_NPE_00000858_NPU_00078,NPE_00000858,NPG_00025,NPU_00078,662.79,NPU_00078,paid_by_self
SPL_NPE_00000858_NPU_00044,NPE_00000858,NPG_00025,NPU_00044,662.79,NPU_00078,settled
SPL_NPE_00000858_NPU_00022,NPE_00000858,NPG_00025,NPU_00022,662.79,NPU_00078,settled
SPL_NPE_00000858_NPU_00020,NPE_00000858,NPG_00025,NPU_00020,662.79,NPU_00078,settled
SPL_NPE_00000858_NPU_00080,NPE_00000858,NPG_00025,NPU_00080,662.79,NPU_00078,settled
SPL_NPE_00000858_NPU_00001,NPE_00000858,NPG_00025,NPU_00001,662.79,NPU_00078,settled
SPL_NPE_00000858_NPU_00002,NPE_00000858,NPG_00025,NPU_00002,662.79,NPU_00078,settled
