income_id,user_id,income_date,income_amount_npr,income_source,is_expected
INC_NPU_00003_202312,NPU_00003,2023-12-03,140094.31,salary,True
INC_NPU_00003_202401,NPU_00003,2024-01-01,134794.9,salary,True
INC_NPU_00003_202402,NPU_00003,2024-02-02,138218.98,salary,True
INC_NPU_00003_202403,NPU_00003,2024-03-02,141665.53,salary,True
INC_NPU_00003_202404,NPU_00003,2024-04-02,134451.41,salary,True
INC_NPU_00003_202405,NPU_00003,2024-05-01,137789.82,salary,True
INC_NPU_00003_202406,NPU_00003,2024-06-04,137650.29,salary,True
INC_NPU_00003_202407,NPU_00003,2024-07-04,140908.67,salary,True
INC_NPU_00003_202408,NPU_00003,2024-08-01,140649.3,salary,True
INC_NPU_00003_202409,NPU_00003,2024-09-01,140900.04,salary,True
INC_NPU_00003_202410,NPU_00003,2024-10-03,140055.95,salary,True
INC_NPU_00003_202411,NPU_00003,2024-11-04,140644.35,salary,True
INC_NPU_00003_202412,NPU_00003,2024-12-04,135824.01,salary,True
INC_NPU_00003_202501,NPU_00003,2025-01-01,140073.7,salary,True
INC_NPU_00003_202502,NPU_00003,2025-02-04,143445.89,salary,True
INC_NPU_00003_202503,NPU_00003,2025-03-02,139489.52,salary,True
INC_NPU_00003_202504,NPU_00003,2025-04-01,137672.37,salary,True
INC_NPU_00003_202505,NPU_00003,2025-05-04,137912.73,salary,True
INC_NPU_00003_202506,NPU_00003,2025-06-01,143199.05,salary,True
INC_NPU_00003_202507,NPU_00003,2025-07-01,132673.17,salary,True
INC_NPU_00003_202508,NPU_00003,2025-08-01,146507.53,salary,True
INC_NPU_00003_202509,NPU_00003,2025-09-01,134000.1,salary,True
INC_NPU_00003_202510,NPU_00003,2025-10-04,138602.01,salary,True
INC_NPU_00003_202511,NPU_00003,2025-11-01,136295.87,salary,True
INC_NPU_00003_202512,NPU_00003,2025-12-03,140862.33,salary,True
INC_NPU_00004_202301,NPU_00004,2023-01-05,18758.7,salary,True
INC_NPU_00004_202302,NPU_00004,2023-02-02,18563.63,salary,True
INC_NPU_00004_202303,NPU_00004,2023-03-02,18447.46,salary,True
INC_NPU_00004_202304,NPU_00004,2023-04-01,17859.65,salary,True
INC_NPU_00004_202305,NPU_00004,2023-05-02,18355.53,salary,True
INC_NPU_00004_202306,NPU_00004,2023-06-01,18435.56,salary,True
INC_NPU_00004_202307,NPU_00004,2023-07-01,18091.62,salary,True
INC_NPU_00004_202308,NPU_00004,2023-08-02,18618.18,salary,True
INC_NPU_00004_202309,NPU_00004,2023-09-01,18565.64,salary,True
INC_NPU_00004_202310,NPU_00004,2023-10-05,18380.2,salary,True
INC_NPU_00004_202311,NPU_00004,2023-11-02,18493.5,salary,True
INC_NPU_00004_202312,NPU_00004,2023-12-04,18373.33,salary,True
INC_NPU_00004_202401,NPU_00004,2024-01-01,17868.91,salary,True
INC_NPU_00004_202402,NPU_00004,2024-02-02,18678.36,salary,True
INC_NPU_00004_202403,NPU_00004,2024-03-02,17551.04,salary,True
INC_NPU_00004_202404,NPU_00004,2024-04-01,18600.78,salary,True
INC_NPU_00004_202405,NPU_00004,2024-05-01,18012.77,salary,True
INC_NPU_00004_202406,NPU_00004,2024-06-04,18629.26,salary,True
INC_NPU_00004_202407,NPU_00004,2024-07-02,18642.49,salary,True
INC_NPU_00004_202408,NPU_00004,2024-08-03,18643.45,salary,True
INC_NPU_00004_202409,NPU_00004,2024-09-02,18802.21,salary,True
INC_NPU_00004_202410,NPU_00004,2024-10-03,18963.14,salary,True
INC_NPU_00004_202411,NPU_00004,2024-11-01,18338.9,salary,True
INC_NPU_00004_202412,NPU_00004,2024-12-01,18792.6,salary,True
INC_NPU_00004_202501,NPU_00004,2025-01-05,18330.23,salary,True
INC_NPU_00004_202502,NPU_00004,2025-02-02,18616.21,salary,True
INC_NPU_00004_202503,NPU_00004,2025-03-05,18852.26,salary,True
INC_NPU_00004_202504,NPU_00004,2025-04-01,18194.12,salary,True
INC_NPU_00004_202505,NPU_00004,2025-05-01,17641.47,salary,True
INC_NPU_00004_202506,NPU_00004,2025-06-02,18161.39,salary,True
INC_NPU_00004_202507,NPU_00004,2025-07-01,18911.8,salary,True
INC_NPU_00004_202508,NPU_00004,2025-08-01,18118.6,salary,True
INC_NPU_00004_202509,NPU_00004,2025-09-03,18888.19,salary,True
INC_NPU_00004_202510,NPU_00004,2025-10-01,18163.09,salary,True
INC_NPU_00004_202511,NPU_00004,2025-11-02,18418.03,salary,True
INC_NPU_00004_202512,NPU_00004,2025-12-01,18494.95,salary,True
INC_NPU_00005_202301,NPU_00005,2023-01-01,59933.06,salary,True
INC_NPU_00005_202302,NPU_00005,2023-02-02,60942.12,salary,True
INC_NPU_00005_202303,NPU_00005,2023-03-02,59286.3,salary,True
INC_NPU_00005_202304,NPU_00005,2023-04-04,60770.43,salary,True
INC_NPU_00005_202305,NPU_00005,2023-05-01,61082.28,salary,True
INC_NPU_00005_202306,NPU_00005,2023-06-02,58408.38,salary,True
INC_NPU_00005_202307,NPU_00005,2023-07-01,60070.39,salary,True
INC_NPU_00005_202308,NPU_00005,2023-08-05,61545.89,salary,True
INC_NPU_00005_202309,NPU_00005,2023-09-02,59804.44,salary,True
INC_NPU_00005_202310,NPU_00005,2023-10-01,61748.12,salary,True
INC_NPU_00005_202311,NPU_00005,2023-11-01,61871.66,salary,True
INC_NPU_00005_202312,NPU_00005,2023-12-01,61540.45,salary,True
INC_NPU_00005_202401,NPU_00005,2024-01-01,62151.99,salary,True
INC_NPU_00005_202402,NPU_00005,2024-02-02,59217.28,salary,True
INC_NPU_00005_202403,NPU_00005,2024-03-02,62426.14,salary,True
INC_NPU_00005_202404,NPU_00005,2024-04-04,59950.76,salary,True
INC_NPU_00005_202405,NPU_00005,2024-05-04,61321.22,salary,True
INC_NPU_00005_202406,NPU_00005,2024-06-01,63400.26,salary,True
INC_NPU_00005_202407,NPU_00005,2024-07-04,60745.02,salary,True
INC_NPU_00005_202408,NPU_00005,2024-08-04,61214.02,salary,True
INC_NPU_00005_202409,NPU_00005,2024-09-02,59957.56,salary,True
INC_NPU_00005_202410,NPU_00005,2024-10-01,63385.05,salary,True
INC_NPU_00005_202411,NPU_00005,2024-11-01,60072.88,salary,True
INC_NPU_00005_202412,NPU_00005,2024-12-02,61982.9,salary,True
INC_NPU_00005_202501,NPU_00005,2025-01-02,62729.59,salary,True
INC_NPU_00005_202502,NPU_00005,2025-02-01,62105.78,salary,True
INC_NPU_00005_202503,NPU_00005,2025-03-01,61617.13,salary,True
INC_NPU_00005_202504,NPU_00005,2025-04-01,61302.35,salary,True
INC_NPU_00005_202505,NPU_00005,2025-05-03,59633.47,salary,True
INC_NPU_00005_202506,NPU_00005,2025-06-01,63316.29,salary,True
INC_NPU_00005_202507,NPU_00005,2025-07-02,61512.38,salary,True
INC_NPU_00005_202508,NPU_00005,2025-08-01,61214.75,salary,True
INC_NPU_00005_202509,NPU_00005,2025-09-01,59861.59,salary,True
INC_NPU_00005_202510,NPU_00005,2025-10-05,61273.91,salary,True
INC_NPU_00005_202511,NPU_00005,2025-11-01,61137.33,salary,True
INC_NPU_00005_202512,NPU_00005,2025-12-02,63400.21,salary,True
INC_NPU_00006_202301,NPU_00006,2023-01-04,161536.97,salary,True
INC_NPU_00006_202302,NPU_00006,2023-02-02,161642.81,salary,True
INC_NPU_00006_202303,NPU_00006,2023-03-01,158003.76,salary,True
INC_NPU_00006_202304,NPU_00006,2023-04-02,159090.1,salary,True
INC_NPU_00006_202305,NPU_00006,2023-05-03,163151.25,salary,True
INC_NPU_00006_202306,NPU_00006,2023-06-01,155728.93,salary,True
INC_NPU_00006_202307,NPU_00006,2023-07-01,164716.12,salary,True
INC_NPU_00006_202308,NPU_00006,2023-08-01,164813.45,salary,True
INC_NPU_00006_202309,NPU_00006,2023-09-02,158770.5,salary,True
INC_NPU_00006_202310,NPU_00006,2023-10-03,162613.07,salary,True
INC_NPU_00006_202311,NPU_00006,2023-11-02,165658.08,salary,True
INC_NPU_00006_202312,NPU_00006,2023-12-05,161072.9,salary,True
INC_NPU_00006_202401,NPU_00006,2024-01-02,160469.29,salary,True
INC_NPU_00006_202402,NPU_00006,2024-02-03,160847.27,salary,True
INC_NPU_00006_202403,NPU_00006,2024-03-02,162316.82,salary,True
INC_NPU_00006_202404,NPU_00006,2024-04-04,159471.35,salary,True
INC_NPU_00006_202405,NPU_00006,2024-05-03,160201.56,salary,True
INC_NPU_00006_202406,NPU_00006,2024-06-05,162382.45,salary,True
INC_NPU_00006_202407,NPU_00006,2024-07-01,159945.59,salary,True
INC_NPU_00006_202408,NPU_00006,2024-08-02,157746.48,salary,True
INC_NPU_00006_202409,NPU_00006,2024-09-04,155486.24,salary,True
INC_NPU_00006_202410,NPU_00006,2024-10-02,161599.86,salary,True
INC_NPU_00006_202411,NPU_00006,2024-11-03,165421.83,salary,True
INC_NPU_00006_202412,NPU_00006,2024-12-02,162778.87,salary,True
INC_NPU_00006_202501,NPU_00006,2025-01-04,157857.27,salary,True
INC_NPU_00006_202502,NPU_00006,2025-02-03,159068.16,salary,True
INC_NPU_00006_202503,NPU_00006,2025-03-01,160446.17,salary,True
INC_NPU_00006_202504,NPU_00006,2025-04-01,167434.76,salary,True
INC_NPU_00006_202505,NPU_00006,2025-05-01,167653.34,salary,True
INC_NPU_00006_202506,NPU_00006,2025-06-04,167164.42,salary,True
INC_NPU_00006_202507,NPU_00006,2025-07-01,161923.32,salary,True
INC_NPU_00006_202508,NPU_00006,2025-08-02,171767.7,salary,True
INC_NPU_00006_202509,NPU_00006,2025-09-02,159215.54,salary,True
INC_NPU_00006_202510,NPU_00006,2025-10-02,160331.28,salary,True
INC_NPU_00006_202511,NPU_00006,2025-11-01,164434.78,salary,True
INC_NPU_00006_202512,NPU_00006,2025-12-01,162399.8,salary,True
INC_NPU_00007_202301,NPU_00007,2023-01-03,163895.91,salary,True
INC_NPU_00007_202302,NPU_00007,2023-02-05,156493.24,salary,True
INC_NPU_00007_202303,NPU_00007,2023-03-01,159602.54,salary,True
INC_NPU_00007_202304,NPU_00007,2023-04-04,162609.81,salary,True
INC_NPU_00007_202305,NPU_00007,2023-05-01,160541.94,salary,True
INC_NPU_00007_202306,NPU_00007,2023-06-02,158429.88,salary,True
INC_NPU_00007_202307,NPU_00007,2023-07-01,160895.65,salary,True
INC_NPU_00007_202308,NPU_00007,2023-08-02,163707.98,salary,True
INC_NPU_00007_202309,NPU_00007,2023-09-03,165158.26,salary,True
INC_NPU_00007_202310,NPU_00007,2023-10-01,156639.82,salary,True
INC_NPU_00007_202311,NPU_00007,2023-11-01,162759.89,salary,True
INC_NPU_00007_202312,NPU_00007,2023-12-04,162463.26,salary,True
INC_NPU_00007_202401,NPU_00007,2024-01-05,163534.42,salary,True
INC_NPU_00007_202402,NPU_00007,2024-02-05,159182.24,salary,True
INC_NPU_00007_202403,NPU_00007,2024-03-01,159240.14,salary,True
INC_NPU_00007_202404,NPU_00007,2024-04-02,166853.55,salary,True
INC_NPU_00007_202405,NPU_00007,2024-05-04,154654.47,salary,True
INC_NPU_00007_202406,NPU_00007,2024-06-02,160087.63,salary,True
INC_NPU_00007_202407,NPU_00007,2024-07-01,161470.29,salary,True
INC_NPU_00007_202408,NPU_00007,2024-08-04,161784.95,salary,True
INC_NPU_00007_202409,NPU_00007,2024-09-03,160598.89,salary,True
INC_NPU_00007_202410,NPU_00007,2024-10-01,164359.22,salary,True
INC_NPU_00007_202411,NPU_00007,2024-11-03,164068.84,salary,True
INC_NPU_00007_202412,NPU_00007,2024-12-01,162319.93,salary,True
INC_NPU_00007_202501,NPU_00007,2025-01-01,160774.09,salary,True
INC_NPU_00007_202502,NPU_00007,2025-02-01,162066.0,salary,True
INC_NPU_00007_202503,NPU_00007,2025-03-04,163027.66,salary,True
INC_NPU_00007_202504,NPU_00007,2025-04-02,160352.28,salary,True
INC_NPU_00007_202505,NPU_00007,2025-05-01,164608.98,salary,True
INC_NPU_00007_202506,NPU_00007,2025-06-04,166014.99,salary,True
INC_NPU_00007_202507,NPU_00007,2025-07-02,167476.6,salary,True
INC_NPU_00007_202508,NPU_00007,2025-08-01,167239.32,salary,True
INC_NPU_00007_202509,NPU_00007,2025-09-05,161764.9,salary,True
INC_NPU_00007_202510,NPU_00007,2025-10-03,163188.2,salary,True
INC_NPU_00007_202511,NPU_00007,2025-11-02,162258.99,salary,True
INC_NPU_00007_202512,NPU_00007,2025-12-02,162247.39,salary,True
INC_NPU_00008_202301,NPU_00008,2023-01-06,194932.52,business,True
INC_NPU_00008_202302,NPU_00008,2023-02-01,209377.59,business,True
INC_NPU_00008_202303,NPU_00008,2023-03-01,239087.95,business,True
INC_NPU_00008_202304,NPU_00008,2023-04-11,342596.19,business,True
INC_NPU_00008_202305,NPU_00008,2023-05-06,229343.36,business,True
INC_NPU_00008_202306,NPU_00008,2023-06-11,147979.67,business,True
INC_NPU_00008_202307,NPU_00008,2023-07-21,203562.12,business,True
INC_NPU_00008_202308,NPU_00008,2023-08-01,271001.63,business,True
INC_NPU_00008_202309,NPU_00008,2023-09-01,222698.13,business,True
INC_NPU_00008_202310,NPU_00008,2023-10-06,242151.67,business,True
INC_NPU_00008_202311,NPU_00008,2023-11-21,299593.37,business,True
INC_NPU_00008_202312,NPU_00008,2023-12-11,187846.43,business,True
INC_NPU_00008_202401,NPU_00008,2024-01-21,231154.57,business,True
INC_NPU_00008_202402,NPU_00008,2024-02-21,234440.07,business,True
INC_NPU_00008_202403,NPU_00008,2024-03-06,69952.08,business,True
INC_NPU_00008_202404,NPU_00008,2024-04-11,239335.14,business,True
INC_NPU_00008_202405,NPU_00008,2024-05-16,241191.94,business,True
INC_NPU_00008_202406,NPU_00008,2024-06-06,168798.15,business,True
INC_NPU_00008_202407,NPU_00008,2024-07-01,315291.17,business,True
INC_NPU_00008_202408,NPU_00008,2024-08-16,409611.99,business,True
INC_NPU_00008_202409,NPU_00008,2024-09-16,208879.66,business,True
INC_NPU_00008_202410,NPU_00008,2024-10-16,339473.73,business,True
INC_NPU_00008_202411,NPU_00008,2024-11-11,217379.0,business,True
INC_NPU_00008_202412,NPU_00008,2024-12-11,202232.09,business,True
INC_NPU_00008_202501,NPU_00008,2025-01-11,206779.09,business,True
INC_NPU_00008_202502,NPU_00008,2025-02-21,193559.44,business,True
INC_NPU_00008_202503,NPU_00008,2025-03-06,167281.27,business,True
INC_NPU_00008_202504,NPU_00008,2025-04-11,211181.47,business,True
INC_NPU_00008_202505,NPU_00008,2025-05-16,192000.03,business,True
INC_NPU_00008_202506,NPU_00008,2025-06-16,223468.59,business,True
INC_NPU_00008_202507,NPU_00008,2025-07-16,251483.78,business,True
INC_NPU_00008_202508,NPU_00008,2025-08-06,152911.29,business,True
INC_NPU_00008_202509,NPU_00008,2025-09-06,291120.72,business,True
INC_NPU_00008_202510,NPU_00008,2025-10-16,136630.69,business,True
INC_NPU_00008_202511,NPU_00008,2025-11-16,238764.58,business,True
INC_NPU_00008_202512,NPU_00008,2025-12-21,132041.95,business,True
INC_NPU_00009_202301,NPU_00009,2023-01-03,141948.52,salary,True
INC_NPU_00009_202302,NPU_00009,2023-02-01,142358.02,salary,True
INC_NPU_00009_202303,NPU_00009,2023-03-04,137331.54,salary,True
INC_NPU_00009_202304,NPU_00009,2023-04-03,140444.8,salary,True
INC_NPU_00009_202305,NPU_00009,2023-05-05,143760.19,salary,True
INC_NPU_00009_202306,NPU_00009,2023-06-03,146370.89,salary,True
INC_NPU_00009_202307,NPU_00009,2023-07-02,140989.89,salary,True
INC_NPU_00009_202308,NPU_00009,2023-08-02,143467.04,salary,True
INC_NPU_00009_202309,NPU_00009,2023-09-02,141669.54,salary,True
INC_NPU_00009_202310,NPU_00009,2023-10-01,141132.47,salary,True
INC_NPU_00009_202311,NPU_00009,2023-11-02,140128.7,salary,True
INC_NPU_00009_202312,NPU_00009,2023-12-01,141308.46,salary,True
INC_NPU_00009_202401,NPU_00009,2024-01-03,143193.64,salary,True
INC_NPU_00009_202402,NPU_00009,2024-02-01,143437.16,salary,True
INC_NPU_00009_202403,NPU_00009,2024-03-01,137810.42,salary,True
INC_NPU_00009_202404,NPU_00009,2024-04-04,139884.9,salary,True
INC_NPU_00009_202405,NPU_00009,2024-05-03,138346.71,salary,True
INC_NPU_00009_202406,NPU_00009,2024-06-01,141447.44,salary,True
INC_NPU_00009_202407,NPU_00009,2024-07-01,140348.11,salary,True
INC_NPU_00009_202408,NPU_00009,2024-08-04,142260.49,salary,True
INC_NPU_00009_202409,NPU_00009,2024-09-02,142458.18,salary,True
INC_NPU_00009_202410,NPU_00009,2024-10-05,135342.92,salary,True
INC_NPU_00009_202411,NPU_00009,2024-11-01,135138.73,salary,True
INC_NPU_00009_202412,NPU_00009,2024-12-01,141286.91,salary,True
INC_NPU_00009_202501,NPU_00009,2025-01-01,144656.25,salary,True
INC_NPU_00009_202502,NPU_00009,2025-02-01,139885.98,salary,True
INC_NPU_00009_202503,NPU_00009,2025-03-04,139808.1,salary,True
INC_NPU_00009_202504,NPU_00009,2025-04-02,144086.82,salary,True
INC_NPU_00009_202505,NPU_00009,2025-05-04,143576.85,salary,True
INC_NPU_00009_202506,NPU_00009,2025-06-02,138601.76,salary,True
INC_NPU_00009_202507,NPU_00009,2025-07-02,143274.15,salary,True
INC_NPU_00009_202508,NPU_00009,2025-08-01,139145.67,salary,True
INC_NPU_00009_202509,NPU_00009,2025-09-05,139780.57,salary,True
INC_NPU_00009_202510,NPU_00009,2025-10-05,138599.4,salary,True
INC_NPU_00009_202511,NPU_00009,2025-11-03,137790.8,salary,True
INC_NPU_00009_202512,NPU_00009,2025-12-02,141609.86,salary,True
INC_NPU_00010_202301,NPU_00010,2023-01-01,41426.53,salary,True
INC_NPU_00010_202302,NPU_00010,2023-02-01,42727.67,salary,True
INC_NPU_00010_202303,NPU_00010,2023-03-02,42700.83,salary,True
INC_NPU_00010_202304,NPU_00010,2023-04-01,42469.06,salary,True
INC_NPU_00010_202305,NPU_00010,2023-05-04,42211.09,salary,True
INC_NPU_00010_202306,NPU_00010,2023-06-01,42051.0,salary,True
INC_NPU_00010_202307,NPU_00010,2023-07-03,41686.69,salary,True
INC_NPU_00010_202308,NPU_00010,2023-08-01,43831.25,salary,True
INC_NPU_00010_202309,NPU_00010,2023-09-01,42432.25,salary,True
INC_NPU_00010_202310,NPU_00010,2023-10-05,42404.64,salary,True
INC_NPU_00010_202311,NPU_00010,2023-11-01,41822.23,salary,True
INC_NPU_00010_202312,NPU_00010,2023-12-02,43723.8,salary,True
INC_NPU_00010_202401,NPU_00010,2024-01-05,42100.23,salary,True
INC_NPU_00010_202402,NPU_00010,2024-02-01,42807.68,salary,True
INC_NPU_00010_202403,NPU_00010,2024-03-01,42968.57,salary,True
INC_NPU_00010_202404,NPU_00010,2024-04-03,42694.06,salary,True
INC_NPU_00010_202405,NPU_00010,2024-05-04,41408.81,salary,True
INC_NPU_00010_202406,NPU_00010,2024-06-02,43156.56,salary,True
INC_NPU_00010_202407,NPU_00010,2024-07-02,42092.13,salary,True
INC_NPU_00010_202408,NPU_00010,2024-08-03,43277.28,salary,True
INC_NPU_00010_202409,NPU_00010,2024-09-05,42041.04,salary,True
INC_NPU_00010_202410,NPU_00010,2024-10-01,42542.85,salary,True
INC_NPU_00010_202411,NPU_00010,2024-11-05,43021.36,salary,True
INC_NPU_00010_202412,NPU_00010,2024-12-02,43658.15,salary,True
INC_NPU_00010_202501,NPU_00010,2025-01-01,43123.21,salary,True
INC_NPU_00010_202502,NPU_00010,2025-02-01,43042.75,salary,True
INC_NPU_00010_202503,NPU_00010,2025-03-04,43197.02,salary,True
INC_NPU_00010_202504,NPU_00010,2025-04-02,41923.0,salary,True
INC_NPU_00010_202505,NPU_00010,2025-05-03,43315.87,salary,True
INC_NPU_00010_202506,NPU_00010,2025-06-02,42368.53,salary,True
INC_NPU_00010_202507,NPU_00010,2025-07-01,42395.15,salary,True
INC_NPU_00010_202508,NPU_00010,2025-08-01,42667.3,salary,True
INC_NPU_00010_202509,NPU_00010,2025-09-02,42292.2,salary,True
INC_NPU_00010_202510,NPU_00010,2025-10-01,41757.69,salary,True
INC_NPU_00010_202511,NPU_00010,2025-11-02,42602.65,salary,True
INC_NPU_00010_202512,NPU_00010,2025-12-01,42399.07,salary,True
INC_NPU_00011_202301,NPU_00011,2023-01-18,65241.37,freelance,True
INC_NPU_00011_202302,NPU_00011,2023-02-20,188619.62,freelance,True
INC_NPU_00011_202303,NPU_00011,2023-03-14,140765.07,freelance,True
INC_NPU_00011_202304,NPU_00011,2023-04-13,391996.95,freelance,True
INC_NPU_00011_202305,NPU_00011,2023-05-15,375885.87,freelance,True
INC_NPU_00011_202306,NPU_00011,2023-06-07,202254.59,freelance,True
INC_NPU_00011_202307,NPU_00011,2023-07-08,456205.52,freelance,True
INC_NPU_00011_202308,NPU_00011,2023-08-09,164853.76,freelance,True
INC_NPU_00011_202309,NPU_00011,2023-09-19,100505.31,freelance,True
INC_NPU_00011_202310,NPU_00011,2023-10-03,332970.97,freelance,True
INC_NPU_00011_202311,NPU_00011,2023-11-17,80037.04,freelance,True
INC_NPU_00011_202312,NPU_00011,2023-12-24,163500.87,freelance,True
INC_NPU_00011_202401,NPU_00011,2024-01-05,221242.98,freelance,True
INC_NPU_00011_202402,NPU_00011,2024-02-22,69866.98,freelance,True
INC_NPU_00011_202403,NPU_00011,2024-03-12,123384.31,freelance,True
INC_NPU_00011_202404,NPU_00011,2024-04-16,106824.69,freelance,True
INC_NPU_00011_202405,NPU_00011,2024-05-10,142894.54,freelance,True
