recurring_id,user_id,category,expected_amount_npr,frequency,payment_method
REC_NPE_00000724,NPU_00005,utilities,2622.33,monthly,esewa
REC_NPE_00000727,NPU_00008,utilities,2820.47,monthly,cash
REC_NPE_00000730,NPU_00009,utilities,4435.9,monthly,esewa
REC_NPE_00000733,NPU_00010,utilities,2722.86,monthly,fonepay_qr
REC_NPE_00000737,NPU_00012,utilities,3235.57,monthly,bank_transfer
REC_NPE_00000739,NPU_00013,utilities,6130.6,monthly,cash
REC_NPE_00000742,NPU_00014,utilities,1840.97,monthly,esewa
REC_NPE_00000744,NPU_00015,utilities,6124.37,monthly,cash
REC_NPE_00000746,NPU_00016,utilities,3527.26,monthly,cash
REC_NPE_00000747,NPU_00017,utilities,6534.99,monthly,khalti
REC_NPE_00000752,NPU_00021,utilities,5592.57,monthly,esewa
REC_NPE_00000754,NPU_00022,utilities,4329.0,monthly,esewa
REC_NPE_00000756,NPU_00023,utilities,9719.45,monthly,cash
REC_NPE_00000761,NPU_00025,utilities,10254.89,monthly,cash
REC_NPE_00000763,NPU_00028,utilities,4008.66,monthly,cash
REC_NPE_00000766,NPU_00030,utilities,3243.75,monthly,cash
REC_NPE_00000767,NPU_00031,utilities,6708.18,monthly,cash
REC_NPE_00000769,NPU_00032,utilities,4795.2,monthly,bank_transfer
REC_NPE_00000771,NPU_00033,utilities,4005.93,monthly,cash
REC_NPE_00000776,NPU_00038,utilities,3576.34,monthly,bank_transfer
REC_NPE_00000777,NPU_00039,utilities,2881.5,monthly,esewa
REC_NPE_00000778,NPU_00040,utilities,6074.48,monthly,cash
REC_NPE_00000779,NPU_00041,utilities,3691.74,monthly,esewa
REC_NPE_00000780,NPU_00042,utilities,7493.73,monthly,fonepay_qr
REC_NPE_00000781,NPU_00043,utilities,2138.15,monthly,bank_transfer
REC_NPE_00000783,NPU_00044,utilities,2316.62,monthly,cash
REC_NPE_00000786,NPU_00046,utilities,4263.29,monthly,cash
REC_NPE_00000788,NPU_00047,utilities,2366.29,monthly,cash
REC_NPE_00000790,NPU_00048,utilities,5712.24,monthly,debit_card
REC_NPE_00000791,NPU_00049,utilities,8134.14,monthly,esewa
REC_NPE_00000793,NPU_00050,utilities,1438.85,monthly,bank_transfer
REC_NPE_00000795,NPU_00051,utilities,2833.56,monthly,bank_transfer
REC_NPE_00000801,NPU_00054,utilities,698.88,monthly,cash
REC_NPE_00000803,NPU_00055,utilities,7508.15,monthly,debit_card
REC_NPE_00000807,NPU_00056,utilities,5313.23,monthly,cash
REC_NPE_00000811,NPU_00057,utilities,4191.41,monthly,khalti
REC_NPE_00000813,NPU_00058,utilities,6555.69,monthly,cash
REC_NPE_00000815,NPU_00059,utilities,5080.76,monthly,khalti
REC_NPE_00000819,NPU_00061,utilities,6636.39,monthly,cash
REC_NPE_00000820,NPU_00062,utilities,5028.55,monthly,esewa
REC_NPE_00000822,NPU_00063,utilities,3676.16,monthly,fonepay_qr
REC_NPE_00000826,NPU_00065,utilities,2502.31,monthly,cash
REC_NPE_00000831,NPU_00067,utilities,3166.72,monthly,khalti
REC_NPE_00000833,NPU_00068,utilities,2607.0,monthly,esewa
REC_NPE_00000836,NPU_00070,utilities,1335.17,monthly,debit_card
REC_NPE_00000838,NPU_00071,utilities,5015.48,monthly,cash
REC_NPE_00000841,NPU_00073,utilities,1556.58,monthly,cash
REC_NPE_00000843,NPU_00074,utilities,5059.57,monthly,credit_card
REC_NPE_00000845,NPU_00075,utilities,6616.97,monthly,cash
REC_NPE_00000847,NPU_00076,utilities,1057.06,monthly,cash
REC_NPE_00000848,NPU_00077,utilities,2554.48,monthly,esewa
REC_NPE_00000849,NPU_00078,utilities,3829.26,monthly,cash
REC_NPE_00000850,NPU_00080,utilities,2649.82,monthly,esewa
REC_NPE_00001103,NPU_00001,internet_mobile,4577.21,monthly,fonepay_qr
REC_NPE_00001104,NPU_00002,internet_mobile,2361.46,monthly,cash
REC_NPE_00001105,NPU_00003,internet_mobile,759.81,monthly,cash
REC_NPE_00001106,NPU_00004,internet_mobile,2996.95,monthly,esewa
REC_NPE_00001107,NPU_00005,internet_mobile,1610.82,monthly,cash
REC_NPE_00001109,NPU_00008,internet_mobile,1508.07,monthly,khalti
REC_NPE_00001113,NPU_00010,internet_mobile,1201.33,monthly,debit_card
REC_NPE_00001115,NPU_00011,internet_mobile,2829.47,monthly,bank_transfer
REC_NPE_00001116,NPU_00012,internet_mobile,1956.8,monthly,cash
REC_NPE_00001118,NPU_00014,internet_mobile,2176.96,monthly,debit_card
REC_NPE_00001119,NPU_00015,internet_mobile,735.25,monthly,esewa
REC_NPE_00001121,NPU_00018,internet_mobile,3874.33,monthly,esewa
REC_NPE_00001123,NPU_00019,internet_mobile,2906.18,monthly,bank_transfer
REC_NPE_00001125,NPU_00020,internet_mobile,1666.62,monthly,cash
REC_NPE_00001126,NPU_00021,internet_mobile,2211.6,monthly,khalti
REC_NPE_00001127,NPU_00022,internet_mobile,1809.07,monthly,credit_card
REC_NPE_00001129,NPU_00025,internet_mobile,3851.0,monthly,debit_card
REC_NPE_00001130,NPU_00026,internet_mobile,3523.53,monthly,cash
REC_NPE_00001134,NPU_00027,internet_mobile,2260.09,monthly,cash
REC_NPE_00001136,NPU_00028,internet_mobile,1527.41,monthly,bank_transfer
REC_NPE_00001137,NPU_00029,internet_mobile,1026.2,monthly,cash
REC_NPE_00001140,NPU_00030,internet_mobile,6444.05,monthly,esewa
REC_NPE_00001143,NPU_00031,internet_mobile,2838.47,monthly,cash
REC_NPE_00001145,NPU_00032,internet_mobile,2757.12,monthly,cash
REC_NPE_00001147,NPU_00033,internet_mobile,2689.01,monthly,bank_transfer
REC_NPE_00001149,NPU_00034,internet_mobile,773.87,monthly,khalti
REC_NPE_00001150,NPU_00035,internet_mobile,1065.08,monthly,cash
REC_NPE_00001152,NPU_00036,internet_mobile,1198.36,monthly,khalti
REC_NPE_00001154,NPU_00037,internet_mobile,606.73,monthly,bank_transfer
REC_NPE_00001156,NPU_00038,internet_mobile,3700.81,monthly,khalti
REC_NPE_00001159,NPU_00040,internet_mobile,4234.24,monthly,khalti
REC_NPE_00001161,NPU_00041,internet_mobile,1643.84,monthly,khalti
REC_NPE_00001164,NPU_00042,internet_mobile,2471.0,monthly,khalti
REC_NPE_00001167,NPU_00043,internet_mobile,2462.05,monthly,cash
REC_NPE_00001168,NPU_00044,internet_mobile,2192.66,monthly,credit_card
REC_NPE_00001170,NPU_00045,internet_mobile,1587.44,monthly,esewa
REC_NPE_00001171,NPU_00046,internet_mobile,1383.63,monthly,credit_card
REC_NPE_00001172,NPU_00047,internet_mobile,722.01,monthly,cash
REC_NPE_00001176,NPU_00048,internet_mobile,1207.23,monthly,debit_card
REC_NPE_00001177,NPU_00049,internet_mobile,2005.7,monthly,cash
REC_NPE_00001179,NPU_00050,internet_mobile,2861.03,monthly,cash
REC_NPE_00001180,NPU_00051,internet_mobile,2141.07,monthly,esewa
REC_NPE_00001183,NPU_00052,internet_mobile,1503.4,monthly,bank_transfer
REC_NPE_00001185,NPU_00054,internet_mobile,761.62,monthly,esewa
REC_NPE_00001187,NPU_00055,internet_mobile,1948.23,monthly,cash
REC_NPE_00001191,NPU_00056,internet_mobile,2566.13,monthly,esewa
REC_NPE_00001193,NPU_00057,internet_mobile,3135.44,monthly,cash
REC_NPE_00001195,NPU_00058,internet_mobile,3653.45,monthly,cash
REC_NPE_00001200,NPU_00060,internet_mobile,3365.29,monthly,cash
REC_NPE_00001203,NPU_00061,internet_mobile,789.3,monthly,bank_transfer
REC_NPE_00001204,NPU_00062,internet_mobile,2506.1,monthly,credit_card
REC_NPE_00001206,NPU_00063,internet_mobile,1396.49,monthly,cash
REC_NPE_00001208,NPU_00064,internet_mobile,1844.82,monthly,fonepay_qr
REC_NPE_00001214,NPU_00066,internet_mobile,7437.5,monthly,bank_transfer
REC_NPE_00001216,NPU_00067,internet_mobile,884.5,monthly,bank_transfer
REC_NPE_00001219,NPU_00068,internet_mobile,1091.76,monthly,esewa
REC_NPE_00001220,NPU_00069,internet_mobile,1394.62,monthly,cash
REC_NPE_00001222,NPU_00071,internet_mobile,904.72,monthly,fonepay_qr
REC_NPE_00001223,NPU_00072,internet_mobile,2786.24,monthly,esewa
REC_NPE_00001227,NPU_00073,internet_mobile,686.72,monthly,esewa
REC_NPE_00001228,NPU_00074,internet_mobile,2489.09,monthly,debit_card
REC_NPE_00001230,NPU_00075,internet_mobile,2658.84,monthly,debit_card
REC_NPE_00001231,NPU_00076,internet_mobile,727.42,monthly,cash
REC_NPE_00001232,NPU_00077,internet_mobile,2036.11,monthly,credit_card
REC_NPE_00001236,NPU_00080,internet_mobile,1643.66,monthly,cash
REC_NPE_00001424,NPU_00001,loan_emi,6776.19,monthly,debit_card
REC_NPE_00001426,NPU_00002,loan_emi,41888.0,monthly,cash
REC_NPE_00001430,NPU_00006,loan_emi,13703.29,monthly,cash
REC_NPE_00001434,NPU_00008,loan_emi,9165.1,monthly,cash
REC_NPE_00001436,NPU_00009,loan_emi,15848.66,monthly,cash
REC_NPE_00001451,NPU_00021,loan_emi,23655.47,monthly,khalti
REC_NPE_00001457,NPU_00031,loan_emi,7548.26,monthly,cash
REC_NPE_00001460,NPU_00032,loan_emi,16306.65,monthly,cash
REC_NPE_00001461,NPU_00033,loan_emi,7998.94,monthly,cash
REC_NPE_00001462,NPU_00034,loan_emi,18074.86,monthly,bank_transfer
REC_NPE_00001469,NPU_00039,loan_emi,13458.43,monthly,debit_card
REC_NPE_00001475,NPU_00043,loan_emi,8585.55,monthly,esewa
REC_NPE_00001477,NPU_00044,loan_emi,20305.93,monthly,fonepay_qr
REC_NPE_00001478,NPU_00045,loan_emi,24085.42,monthly,debit_card
REC_NPE_00001481,NPU_00047,loan_emi,16855.69,monthly,cash
REC_NPE_00001484,NPU_00049,loan_emi,58330.69,monthly,khalti
REC_NPE_00001492,NPU_00055,loan_emi,10741.43,monthly,cash
REC_NPE_00001502,NPU_00063,loan_emi,14622.44,monthly,khalti
REC_NPE_00001504,NPU_00066,loan_emi,57102.41,monthly,khalti
REC_NPE_00001506,NPU_00068,loan_emi,26793.41,monthly,cash
REC_NPE_00001509,NPU_00072,loan_emi,16988.71,monthly,cash
REC_NPE_00001510,NPU_00074,loan_emi,59500.0,monthly,khalti
REC_NPE_00001516,NPU_00080,loan_emi,11604.27,monthly,cash
REC_NPE_00001687,NPU_00001,subscriptions,1996.48,monthly,cash
REC_NPE_00001689,NPU_00002,subscriptions,1369.46,monthly,bank_transfer
REC_NPE_00001691,NPU_00003,subscriptions,2334.57,monthly,debit_card
REC_NPE_00001692,NPU_00004,subscriptions,1370.01,monthly,cash
REC_NPE_00001695,NPU_00006,subscriptions,418.84,monthly,esewa
REC_NPE_00001697,NPU_00007,subscriptions,6819.04,monthly,cash
REC_NPE_00001698,NPU_00008,subscriptions,2324.84,monthly,khalti
REC_NPE_00001700,NPU_00009,subscriptions,1526.43,monthly,cash
REC_NPE_00001703,NPU_00010,subscriptions,1086.75,monthly,khalti
REC_NPE_00001705,NPU_00011,subscriptions,813.34,monthly,khalti
REC_NPE_00001706,NPU_00012,subscriptions,1364.61,monthly,cash
REC_NPE_00001709,NPU_00014,subscriptions,4326.11,monthly,cash
REC_NPE_00001710,NPU_00015,subscriptions,1563.3,monthly,cash
REC_NPE_00001720,NPU_00026,subscriptions,1454.43,monthly,esewa
REC_NPE_00001722,NPU_00027,subscriptions,2965.96,monthly,credit_card
REC_NPE_00001724,NPU_00029,subscriptions,3647.65,monthly,cash
REC_NPE_00001725,NPU_00030,subscriptions,2552.8,monthly,cash
REC_NPE_00001728,NPU_00031,subscriptions,3654.78,monthly,cash
REC_NPE_00001730,NPU_00032,subscriptions,2881.5,monthly,cash
REC_NPE_00001732,NPU_00036,subscriptions,4296.52,monthly,esewa
REC_NPE_00001733,NPU_00037,subscriptions,2337.45,monthly,cash
REC_NPE_00001737,NPU_00040,subscriptions,1332.54,monthly,cash
REC_NPE_00001741,NPU_00042,subscriptions,2229.27,monthly,cash
REC_NPE_00001745,NPU_00045,subscriptions,3473.96,monthly,cash
REC_NPE_00001746,NPU_00046,subscriptions,2221.4,monthly,credit_card
REC_NPE_00001748,NPU_00047,subscriptions,2710.92,monthly,cash
REC_NPE_00001751,NPU_00048,subscriptions,1965.33,monthly,cash
REC_NPE_00001753,NPU_00050,subscriptions,1649.7,monthly,cash
REC_NPE_00001756,NPU_00052,subscriptions,1507.41,monthly,esewa
REC_NPE_00001760,NPU_00056,subscriptions,3759.6,monthly,khalti
REC_NPE_00001763,NPU_00057,subscriptions,1454.09,monthly,cash
REC_NPE_00001767,NPU_00058,subscriptions,1502.6,monthly,cash
REC_NPE_00001769,NPU_00059,subscriptions,1024.82,monthly,cash
REC_NPE_00001771,NPU_00060,subscriptions,3924.86,monthly,debit_card
REC_NPE_00001774,NPU_00062,subscriptions,2439.93,monthly,bank_transfer
REC_NPE_00001777,NPU_00063,subscriptions,1286.87,monthly,bank_transfer
REC_NPE_00001784,NPU_00067,subscriptions,2433.94,monthly,esewa
REC_NPE_00001785,NPU_00068,subscriptions,3670.31,monthly,esewa
REC_NPE_00001787,NPU_00069,subscriptions,2714.61,monthly,esewa
REC_NPE_00001791,NPU_00073,subscriptions,4038.7,monthly,esewa
REC_NPE_00001795,NPU_00077,subscriptions,2239.53,monthly,fonepay_qr
REC_NPE_00001796,NPU_00078,subscriptions,8500.0,monthly,esewa
REC_NPE_00001797,NPU_00079,subscriptions,1738.12,monthly,debit_card
REC_NPE_00001799,NPU_00080,subscriptions,2569.51,monthly,khalti
REC_NPE_00002889,NPU_00002,rent,8695.39,monthly,esewa
REC_NPE_00002891,NPU_00004,rent,21722.77,monthly,esewa
REC_NPE_00002895,NPU_00007,rent,17076.54,monthly,fonepay_qr
REC_NPE_00002899,NPU_00013,rent,25666.73,monthly,cash
REC_NPE_00002901,NPU_00015,rent,52360.0,monthly,cash
REC_NPE_00002903,NPU_00016,rent,38511.42,monthly,cash
REC_NPE_00002904,NPU_00019,rent,72147.64,monthly,esewa
REC_NPE_00002908,NPU_00022,rent,8624.92,monthly,bank_transfer
REC_NPE_00002909,NPU_00024,rent,21223.72,monthly,cash
REC_NPE_00002912,NPU_00025,rent,11800.69,monthly,cash
REC_NPE_00002920,NPU_00031,rent,18896.89,monthly,cash
REC_NPE_00002923,NPU_00033,rent,11449.53,monthly,bank_transfer
REC_NPE_00002925,NPU_00035,rent,14267.92,monthly,debit_card
REC_NPE_00002928,NPU_00037,rent,13785.39,monthly,cash
REC_NPE_00002931,NPU_00039,rent,50857.15,monthly,cash
REC_NPE_00002934,NPU_00043,rent,42520.85,monthly,esewa
REC_NPE_00002935,NPU_00044,rent,12436.17,monthly,bank_transfer
REC_NPE_00002945,NPU_00048,rent,28353.69,monthly,bank_transfer
REC_NPE_00002948,NPU_00050,rent,8703.49,monthly,cash
REC_NPE_00002952,NPU_00055,rent,43576.75,monthly,cash
REC_NPE_00002958,NPU_00063,rent,10338.53,monthly,cash
REC_NPE_00002967,NPU_00067,rent,49487.3,monthly,cash
REC_NPE_00002973,NPU_00072,rent,22770.12,monthly,fonepay_qr
REC_NPE_00002978,NPU_00075,rent,16283.07,monthly,cash
REC_NPE_00002991,NPU_00080,rent,9828.41,monthly,credit_card
REC_NPE_00003099,NPU_00008,savings_investment,26374.1,monthly,cash
REC_NPE_00003107,NPU_00011,savings_investment,21347.45,monthly,esewa
REC_NPE_00003112,NPU_00013,savings_investment,1282.11,monthly,cash
REC_NPE_00003114,NPU_00015,savings_investment,2924.23,monthly,cash
REC_NPE_00003117,NPU_00017,savings_investment,9760.22,monthly,khalti
REC_NPE_00003121,NPU_00020,savings_investment,5599.54,monthly,cash
REC_NPE_00003124,NPU_00021,savings_investment,7129.02,monthly,esewa
REC_NPE_00003126,NPU_00027,savings_investment,8823.04,monthly,esewa
REC_NPE_00003128,NPU_00028,savings_investment,810.0,monthly,bank_transfer
REC_NPE_00003129,NPU_00029,savings_investment,18564.68,monthly,cash
REC_NPE_00003136,NPU_00036,savings_investment,3633.74,monthly,khalti
REC_NPE_00003138,NPU_00038,savings_investment,15644.65,monthly,bank_transfer
REC_NPE_00003139,NPU_00039,savings_investment,11826.74,monthly,bank_transfer
REC_NPE_00003147,NPU_00043,savings_investment,2971.01,monthly,bank_transfer
REC_NPE_00003152,NPU_00048,savings_investment,13954.63,monthly,cash
REC_NPE_00003153,NPU_00049,savings_investment,8244.96,monthly,cash
REC_NPE_00003157,NPU_00055,savings_investment,4835.22,monthly,bank_transfer
REC_NPE_00003162,NPU_00060,savings_investment,32328.96,monthly,cash
REC_NPE_00003166,NPU_00064,savings_investment,14298.27,monthly,debit_card
REC_NPE_00003178,NPU_00072,savings_investment,273.93,monthly,cash
REC_NPE_00003179,NPU_00073,savings_investment,8297.25,monthly,khalti
REC_NPE_00003182,NPU_00077,savings_investment,849.03,monthly,esewa
REC_NPE_00003185,NPU_00080,savings_investment,10081.41,monthly,debit_card
REC_NPE_00003305,NPU_00002,family_support,24009.21,monthly,bank_transfer
REC_NPE_00003307,NPU_00003,family_support,32912.0,monthly,cash
REC_NPE_00003310,NPU_00004,family_support,26679.99,monthly,khalti
REC_NPE_00003311,NPU_00005,family_support,23723.03,monthly,khalti
REC_NPE_00003314,NPU_00007,family_support,13138.05,monthly,cash
REC_NPE_00003319,NPU_00008,family_support,39452.13,monthly,esewa
REC_NPE_00003321,NPU_00009,family_support,13730.32,monthly,cash
REC_NPE_00003326,NPU_00014,family_support,41045.26,monthly,khalti
REC_NPE_00003330,NPU_00017,family_support,12376.62,monthly,khalti
REC_NPE_00003332,NPU_00018,family_support,36509.07,monthly,khalti
REC_NPE_00003334,NPU_00019,family_support,12544.07,monthly,esewa
REC_NPE_00003340,NPU_00021,family_support,33690.03,monthly,cash
REC_NPE_00003344,NPU_00022,family_support,8292.58,monthly,bank_transfer
REC_NPE_00003350,NPU_00025,family_support,30482.87,monthly,cash
REC_NPE_00003352,NPU_00027,family_support,11285.24,monthly,bank_transfer
REC_NPE_00003355,NPU_00028,family_support,5858.19,monthly,credit_card
REC_NPE_00003358,NPU_00030,family_support,16043.63,monthly,cash
REC_NPE_00003362,NPU_00032,family_support,11256.0,monthly,esewa
REC_NPE_00003363,NPU_00033,family_support,16525.52,monthly,cash
REC_NPE_00003365,NPU_00034,family_support,5893.57,monthly,fonepay_qr
REC_NPE_00003370,NPU_00037,family_support,9126.95,monthly,cash
REC_NPE_00003375,NPU_00041,family_support,15099.85,monthly,cash
REC_NPE_00003376,NPU_00042,family_support,27249.94,monthly,cash
REC_NPE_00003379,NPU_00043,family_support,32912.0,monthly,esewa
REC_NPE_00003382,NPU_00045,family_support,3898.3,monthly,esewa
REC_NPE_00003387,NPU_00049,family_support,11718.97,monthly,khalti
REC_NPE_00003390,NPU_00051,family_support,15831.55,monthly,esewa
REC_NPE_00003392,NPU_00052,family_support,7159.96,monthly,fonepay_qr
REC_NPE_00003395,NPU_00055,family_support,77605.0,monthly,cash
REC_NPE_00003398,NPU_00056,family_support,7699.25,monthly,bank_transfer
REC_NPE_00003399,NPU_00058,family_support,28358.09,monthly,cash
REC_NPE_00003402,NPU_00059,family_support,17122.22,monthly,cash
REC_NPE_00003404,NPU_00060,family_support,14150.36,monthly,esewa
REC_NPE_00003409,NPU_00063,family_support,47228.49,monthly,bank_transfer
REC_NPE_00003415,NPU_00065,family_support,12679.32,monthly,credit_card
REC_NPE_00003418,NPU_00066,family_support,18588.17,monthly,credit_card
REC_NPE_00003421,NPU_00067,family_support,15078.18,monthly,esewa
REC_NPE_00003424,NPU_00068,family_support,12885.99,monthly,cash
REC_NPE_00003431,NPU_00070,family_support,16116.72,monthly,esewa
REC_NPE_00003439,NPU_00073,family_support,18046.64,monthly,esewa
REC_NPE_00003444,NPU_00078,family_support,17729.38,monthly,bank_transfer
REC_NPE_00003445,NPU_00079,family_support,13528.98,monthly,cash
REC_NPE_00003447,NPU_00080,family_support,11767.41,monthly,cash
REC_NPE_00003634,NPU_00001,utilities,3360.38,monthly,esewa
REC_NPE_00003637,NPU_00004,utilities,2553.28,monthly,cash
REC_NPE_00003638,NPU_00005,utilities,1661.16,monthly,fonepay_qr
REC_NPE_00003641,NPU_00006,utilities,1601.73,monthly,khalti
REC_NPE_00003645,NPU_00007,utilities,3102.33,monthly,esewa
