shared_expense_id,expense_id,group_id,paid_by_user_id,split_type,participant_count,settlement_status,days_to_settle
SHR_00000709,NPE_00000709,NPG_00014,NPU_00067,equal,4,settled,11
SHR_00000710,NPE_00000710,NPG_00015,NPU_00047,equal,5,settled,0
SHR_00000711,NPE_00000711,NPG_00019,NPU_00021,percentage,3,settled,12
SHR_00000712,NPE_00000712,NPG_00023,NPU_00040,equal,3,settled,6
SHR_00000713,NPE_00000713,NPG_00029,NPU_00024,equal,4,settled,5
SHR_00000852,NPE_00000852,NPG_00004,NPU_00075,equal,8,settled,8
SHR_00000853,NPE_00000853,NPG_00012,NPU_00070,equal,3,settled,9
SHR_00000854,NPE_00000854,NPG_00017,NPU_00042,equal,7,settled,9
SHR_00000855,NPE_00000855,NPG_00019,NPU_00021,percentage,3,settled,9
SHR_00000856,NPE_00000856,NPG_00022,NPU_00049,equal,2,settled,3
SHR_00000857,NPE_00000857,NPG_00023,NPU_00058,equal,3,settled,2
SHR_00000858,NPE_00000858,NPG_00025,NPU_00078,equal,10,settled,8
SHR_00000937,NPE_00000937,NPG_00006,NPU_00029,equal,4,settled,0
SHR_00000938,NPE_00000938,NPG_00016,NPU_00035,equal,4,settled,7
SHR_00000939,NPE_00000939,NPG_00018,NPU_00075,custom,4,settled,15
SHR_00001012,NPE_00001012,NPG_00004,NPU_00056,equal,8,settled,2
SHR_00001013,NPE_00001013,NPG_00005,NPU_00026,equal,4,settled,4
SHR_00001014,NPE_00001014,NPG_00016,NPU_00075,equal,4,settled,9
SHR_00001015,NPE_00001015,NPG_00028,NPU_00050,equal,4,settled,14
SHR_00001095,NPE_00001095,NPG_00004,NPU_00001,equal,8,settled,5
SHR_00001096,NPE_00001096,NPG_00006,NPU_00054,equal,4,settled,7
SHR_00001097,NPE_00001097,NPG_00008,NPU_00060,equal,6,settled,17
SHR_00001098,NPE_00001098,NPG_00014,NPU_00067,equal,4,settled,9
SHR_00001099,NPE_00001099,NPG_00015,NPU_00047,equal,5,settled,3
SHR_00001100,NPE_00001100,NPG_00021,NPU_00007,equal,7,settled,3
SHR_00001101,NPE_00001101,NPG_00028,NPU_00008,equal,4,settled,7
SHR_00001102,NPE_00001102,NPG_00029,NPU_00058,equal,4,settled,9
SHR_00001238,NPE_00001238,NPG_00002,NPU_00046,equal,8,settled,0
SHR_00001239,NPE_00001239,NPG_00009,NPU_00028,equal,2,settled,7
SHR_00001240,NPE_00001240,NPG_00014,NPU_00019,equal,4,settled,8
SHR_00001241,NPE_00001241,NPG_00015,NPU_00065,equal,5,settled,2
SHR_00001242,NPE_00001242,NPG_00022,NPU_00049,equal,2,settled,1
SHR_00001243,NPE_00001243,NPG_00025,NPU_00078,equal,10,settled,4
SHR_00001244,NPE_00001244,NPG_00028,NPU_00008,equal,4,settled,9
SHR_00001325,NPE_00001325,NPG_00003,NPU_00034,custom,3,settled,5
SHR_00001326,NPE_00001326,NPG_00004,NPU_00064,equal,8,settled,15
SHR_00001327,NPE_00001327,NPG_00015,NPU_00047,equal,5,settled,8
SHR_00001328,NPE_00001328,NPG_00019,NPU_00038,percentage,3,settled,4
SHR_00001329,NPE_00001329,NPG_00029,NPU_00047,equal,4,settled,13
SHR_00001415,NPE_00001415,NPG_00001,NPU_00022,custom,3,settled,0
SHR_00001416,NPE_00001416,NPG_00002,NPU_00054,equal,8,settled,10
SHR_00001417,NPE_00001417,NPG_00004,NPU_00071,equal,8,settled,10
SHR_00001418,NPE_00001418,NPG_00006,NPU_00029,equal,4,settled,1
SHR_00001419,NPE_00001419,NPG_00013,NPU_00077,custom,3,settled,7
SHR_00001420,NPE_00001420,NPG_00014,NPU_00019,equal,4,settled,8
SHR_00001421,NPE_00001421,NPG_00017,NPU_00003,equal,7,settled,13
SHR_00001422,NPE_00001422,NPG_00027,NPU_00005,custom,3,settled,6
SHR_00001423,NPE_00001423,NPG_00028,NPU_00027,equal,4,settled,5
SHR_00001519,NPE_00001519,NPG_00006,NPU_00054,equal,4,settled,8
SHR_00001520,NPE_00001520,NPG_00009,NPU_00012,equal,2,settled,0
SHR_00001521,NPE_00001521,NPG_00010,NPU_00041,equal,2,settled,3
SHR_00001522,NPE_00001522,NPG_00014,NPU_00007,equal,4,settled,3
SHR_00001523,NPE_00001523,NPG_00015,NPU_00071,equal,5,settled,7
SHR_00001524,NPE_00001524,NPG_00028,NPU_00027,equal,4,settled,2
SHR_00001599,NPE_00001599,NPG_00016,NPU_00073,equal,4,settled,9
SHR_00001600,NPE_00001600,NPG_00021,NPU_00008,equal,7,settled,3
SHR_00001683,NPE_00001683,NPG_00004,NPU_00059,equal,8,settled,12
SHR_00001684,NPE_00001684,NPG_00009,NPU_00028,equal,2,settled,6
SHR_00001685,NPE_00001685,NPG_00016,NPU_00035,equal,4,settled,4
SHR_00001686,NPE_00001686,NPG_00023,NPU_00058,equal,3,settled,8
SHR_00001802,NPE_00001802,NPG_00006,NPU_00029,equal,4,settled,10
SHR_00001803,NPE_00001803,NPG_00009,NPU_00028,equal,2,settled,0
SHR_00001804,NPE_00001804,NPG_00010,NPU_00041,equal,2,settled,3
SHR_00001805,NPE_00001805,NPG_00016,NPU_00073,equal,4,settled,8
SHR_00001806,NPE_00001806,NPG_00024,NPU_00058,equal,2,settled,7
SHR_00001873,NPE_00001873,NPG_00007,NPU_00020,equal,10,settled,5
SHR_00001874,NPE_00001874,NPG_00009,NPU_00028,equal,2,settled,8
SHR_00001875,NPE_00001875,NPG_00017,NPU_00042,equal,7,settled,7
SHR_00001876,NPE_00001876,NPG_00023,NPU_00001,equal,3,settled,0
SHR_00001877,NPE_00001877,NPG_00024,NPU_00058,equal,2,settled,2
SHR_00001878,NPE_00001878,NPG_00030,NPU_00043,custom,8,settled,12
SHR_00001938,NPE_00001938,NPG_00004,NPU_00064,equal,8,settled,19
SHR_00001939,NPE_00001939,NPG_00005,NPU_00046,equal,4,settled,2
SHR_00001940,NPE_00001940,NPG_00013,NPU_00077,custom,3,settled,15
SHR_00001941,NPE_00001941,NPG_00015,NPU_00047,equal,5,settled,4
SHR_00001942,NPE_00001942,NPG_00016,NPU_00047,equal,4,settled,6
SHR_00001943,NPE_00001943,NPG_00017,NPU_00003,equal,7,settled,9
SHR_00001944,NPE_00001944,NPG_00018,NPU_00075,custom,4,settled,13
SHR_00001945,NPE_00001945,NPG_00019,NPU_00038,percentage,3,settled,12
SHR_00001946,NPE_00001946,NPG_00023,NPU_00001,equal,3,settled,7
SHR_00001947,NPE_00001947,NPG_00024,NPU_00078,equal,2,settled,7
SHR_00001948,NPE_00001948,NPG_00030,NPU_00021,custom,8,settled,13
SHR_00002050,NPE_00002050,NPG_00004,NPU_00058,equal,8,settled,3
SHR_00002051,NPE_00002051,NPG_00015,NPU_00047,equal,5,settled,8
SHR_00002052,NPE_00002052,NPG_00016,NPU_00075,equal,4,settled,3
SHR_00002053,NPE_00002053,NPG_00017,NPU_00052,equal,7,settled,7
SHR_00002054,NPE_00002054,NPG_00023,NPU_00040,equal,3,settled,8
SHR_00002139,NPE_00002139,NPG_00016,NPU_00073,equal,4,settled,0
SHR_00002140,NPE_00002140,NPG_00017,NPU_00054,equal,7,settled,1
SHR_00002141,NPE_00002141,NPG_00024,NPU_00058,equal,2,settled,3
SHR_00002232,NPE_00002232,NPG_00006,NPU_00054,equal,4,settled,12
SHR_00002233,NPE_00002233,NPG_00008,NPU_00055,equal,6,settled,10
SHR_00002234,NPE_00002234,NPG_00020,NPU_00056,percentage,5,settled,5
SHR_00002311,NPE_00002311,NPG_00003,NPU_00034,custom,3,settled,9
SHR_00002312,NPE_00002312,NPG_00004,NPU_00071,equal,8,settled,8
SHR_00002313,NPE_00002313,NPG_00006,NPU_00029,equal,4,settled,4
SHR_00002314,NPE_00002314,NPG_00008,NPU_00060,equal,6,settled,4
SHR_00002315,NPE_00002315,NPG_00024,NPU_00078,equal,2,settled,17
SHR_00002316,NPE_00002316,NPG_00025,NPU_00080,equal,10,settled,8
SHR_00002373,NPE_00002373,NPG_00006,NPU_00054,equal,4,settled,7
SHR_00002374,NPE_00002374,NPG_00008,NPU_00055,equal,6,settled,12
SHR_00002375,NPE_00002375,NPG_00019,NPU_00038,percentage,3,settled,0
SHR_00002376,NPE_00002376,NPG_00030,NPU_00063,custom,8,settled,0
SHR_00002443,NPE_00002443,NPG_00006,NPU_00029,equal,4,settled,11
SHR_00002444,NPE_00002444,NPG_00007,NPU_00020,equal,10,settled,20
SHR_00002445,NPE_00002445,NPG_00008,NPU_00055,equal,6,settled,14
SHR_00002446,NPE_00002446,NPG_00010,NPU_00019,equal,2,settled,0
SHR_00002447,NPE_00002447,NPG_00017,NPU_00023,equal,7,settled,5
SHR_00002448,NPE_00002448,NPG_00025,NPU_00026,equal,10,settled,4
SHR_00002449,NPE_00002449,NPG_00026,NPU_00047,equal,6,settled,9
SHR_00002525,NPE_00002525,NPG_00005,NPU_00026,equal,4,settled,15
SHR_00002526,NPE_00002526,NPG_00010,NPU_00041,equal,2,settled,8
SHR_00002527,NPE_00002527,NPG_00013,NPU_00003,custom,3,settled,2
SHR_00002528,NPE_00002528,NPG_00016,NPU_00073,equal,4,settled,16
SHR_00002529,NPE_00002529,NPG_00027,NPU_00005,custom,3,settled,5
SHR_00002530,NPE_00002530,NPG_00029,NPU_00053,equal,4,settled,5
SHR_00002623,NPE_00002623,NPG_00009,NPU_00012,equal,2,settled,0
SHR_00002624,NPE_00002624,NPG_00014,NPU_00067,equal,4,settled,15
SHR_00002625,NPE_00002625,NPG_00018,NPU_00029,custom,4,settled,13
SHR_00002626,NPE_00002626,NPG_00019,NPU_00059,percentage,3,settled,16
SHR_00002627,NPE_00002627,NPG_00025,NPU_00002,equal,10,settled,7
SHR_00002628,NPE_00002628,NPG_00026,NPU_00070,equal,6,settled,0
SHR_00002629,NPE_00002629,NPG_00028,NPU_00050,equal,4,settled,5
SHR_00002721,NPE_00002721,NPG_00001,NPU_00022,custom,3,settled,10
SHR_00002722,NPE_00002722,NPG_00007,NPU_00071,equal,10,settled,19
SHR_00002723,NPE_00002723,NPG_00008,NPU_00017,equal,6,settled,15
SHR_00002724,NPE_00002724,NPG_00009,NPU_00028,equal,2,settled,6
SHR_00002725,NPE_00002725,NPG_00015,NPU_00071,equal,5,settled,14
SHR_00002726,NPE_00002726,NPG_00017,NPU_00071,equal,7,settled,0
SHR_00002727,NPE_00002727,NPG_00022,NPU_00009,equal,2,settled,4
SHR_00002728,NPE_00002728,NPG_00023,NPU_00001,equal,3,settled,13
SHR_00002729,NPE_00002729,NPG_00024,NPU_00078,equal,2,settled,2
SHR_00002730,NPE_00002730,NPG_00026,NPU_00049,equal,6,settled,5
SHR_00002805,NPE_00002805,NPG_00004,NPU_00001,equal,8,settled,8
SHR_00002806,NPE_00002806,NPG_00009,NPU_00028,equal,2,settled,7
SHR_00002807,NPE_00002807,NPG_00014,NPU_00028,equal,4,settled,16
SHR_00002808,NPE_00002808,NPG_00017,NPU_00042,equal,7,settled,14
SHR_00002809,NPE_00002809,NPG_00029,NPU_00024,equal,4,settled,7
SHR_00002880,NPE_00002880,NPG_00002,NPU_00054,equal,8,settled,6
SHR_00002881,NPE_00002881,NPG_00010,NPU_00041,equal,2,settled,11
SHR_00002882,NPE_00002882,NPG_00014,NPU_00019,equal,4,settled,11
SHR_00002883,NPE_00002883,NPG_00017,NPU_00023,equal,7,settled,6
SHR_00002884,NPE_00002884,NPG_00024,NPU_00078,equal,2,settled,9
SHR_00002885,NPE_00002885,NPG_00025,NPU_00001,equal,10,settled,9
SHR_00002886,NPE_00002886,NPG_00026,NPU_00070,equal,6,settled,1
SHR_00002887,NPE_00002887,NPG_00030,NPU_00043,custom,8,settled,13
SHR_00002992,NPE_00002992,NPG_00001,NPU_00079,custom,3,settled,9
SHR_00002993,NPE_00002993,NPG_00012,NPU_00015,equal,3,settled,12
SHR_00002994,NPE_00002994,NPG_00016,NPU_00073,equal,4,settled,0
SHR_00002995,NPE_00002995,NPG_00017,NPU_00023,equal,7,settled,9
SHR_00002996,NPE_00002996,NPG_00025,NPU_00080,equal,10,settled,8
SHR_00002997,NPE_00002997,NPG_00026,NPU_00049,equal,6,settled,13
SHR_00002998,NPE_00002998,NPG_00028,NPU_00050,equal,4,settled,5
SHR_00003086,NPE_00003086,NPG_00008,NPU_00028,equal,6,settled,12
SHR_00003087,NPE_00003087,NPG_00010,NPU_00041,equal,2,settled,6
SHR_00003088,NPE_00003088,NPG_00013,NPU_00003,custom,3,settled,12
SHR_00003089,NPE_00003089,NPG_00017,NPU_00052,equal,7,settled,11
SHR_00003090,NPE_00003090,NPG_00023,NPU_00040,equal,3,settled,6
SHR_00003091,NPE_00003091,NPG_00030,NPU_00045,custom,8,settled,18
SHR_00003186,NPE_00003186,NPG_00006,NPU_00029,equal,4,settled,8
SHR_00003187,NPE_00003187,NPG_00007,NPU_00003,equal,10,settled,1
SHR_00003188,NPE_00003188,NPG_00010,NPU_00019,equal,2,settled,6
SHR_00003189,NPE_00003189,NPG_00015,NPU_00071,equal,5,settled,7
SHR_00003190,NPE_00003190,NPG_00017,NPU_00042,equal,7,settled,4
SHR_00003191,NPE_00003191,NPG_00024,NPU_00058,equal,2,settled,13
SHR_00003192,NPE_00003192,NPG_00030,NPU_00074,custom,8,settled,5
SHR_00003295,NPE_00003295,NPG_00008,NPU_00028,equal,6,settled,12
SHR_00003296,NPE_00003296,NPG_00014,NPU_00019,equal,4,settled,5
SHR_00003297,NPE_00003297,NPG_00015,NPU_00047,equal,5,settled,4
SHR_00003298,NPE_00003298,NPG_00016,NPU_00075,equal,4,settled,5
SHR_00003299,NPE_00003299,NPG_00019,NPU_00021,percentage,3,settled,9
SHR_00003300,NPE_00003300,NPG_00020,NPU_00020,percentage,5,settled,17
SHR_00003301,NPE_00003301,NPG_00023,NPU_00040,equal,3,settled,2
SHR_00003302,NPE_00003302,NPG_00028,NPU_00008,equal,4,settled,2
SHR_00003303,NPE_00003303,NPG_00029,NPU_00053,equal,4,settled,7
SHR_00003450,NPE_00003450,NPG_00001,NPU_00056,custom,3,settled,6
SHR_00003451,NPE_00003451,NPG_00004,NPU_00071,equal,8,settled,0
SHR_00003452,NPE_00003452,NPG_00008,NPU_00028,equal,6,settled,6
SHR_00003453,NPE_00003453,NPG_00009,NPU_00012,equal,2,settled,0
SHR_00003454,NPE_00003454,NPG_00010,NPU_00041,equal,2,settled,0
SHR_00003455,NPE_00003455,NPG_00014,NPU_00007,equal,4,settled,9
SHR_00003456,NPE_00003456,NPG_00017,NPU_00052,equal,7,settled,14
SHR_00003457,NPE_00003457,NPG_00023,NPU_00058,equal,3,settled,4
SHR_00003458,NPE_00003458,NPG_00025,NPU_00020,equal,10,settled,14
SHR_00003535,NPE_00003535,NPG_00004,NPU_00058,equal,8,settled,10
SHR_00003536,NPE_00003536,NPG_00005,NPU_00066,equal,4,settled,7
SHR_00003537,NPE_00003537,NPG_00013,NPU_00066,custom,3,settled,8
SHR_00003538,NPE_00003538,NPG_00014,NPU_00007,equal,4,settled,11
SHR_00003539,NPE_00003539,NPG_00021,NPU_00068,equal,7,settled,12
SHR_00003540,NPE_00003540,NPG_00030,NPU_00063,custom,8,settled,11
SHR_00003629,NPE_00003629,NPG_00009,NPU_00012,equal,2,settled,1
SHR_00003630,NPE_00003630,NPG_00010,NPU_00019,equal,2,settled,3
SHR_00003631,NPE_00003631,NPG_00016,NPU_00073,equal,4,settled,8
SHR_00003632,NPE_00003632,NPG_00024,NPU_00058,equal,2,settled,7
SHR_00003633,NPE_00003633,NPG_00026,NPU_00049,equal,6,settled,9
SHR_00003761,NPE_00003761,NPG_00009,NPU_00028,equal,2,settled,6
SHR_00003762,NPE_00003762,NPG_00015,NPU_00047,equal,5,settled,13
SHR_00003763,NPE_00003763,NPG_00021,NPU_00032,equal,7,settled,8
SHR_00003764,NPE_00003764,NPG_00022,NPU_00049,equal,2,settled,2
SHR_00003839,NPE_00003839,NPG_00014,NPU_00028,equal,4,settled,15
SHR_00003840,NPE_00003840,NPG_00020,NPU_00059,percentage,5,settled,14
SHR_00003841,NPE_00003841,NPG_00021,NPU_00007,equal,7,settled,2
SHR_00003842,NPE_00003842,NPG_00026,NPU_00047,equal,6,settled,0
SHR_00003934,NPE_00003934,NPG_00008,NPU_00028,equal,6,settled,13
SHR_00003935,NPE_00003935,NPG_00011,NPU_00041,equal,6,settled,11
SHR_00003936,NPE_00003936,NPG_00017,NPU_00042,equal,7,settled,4
SHR_00004036,NPE_00004036,NPG_00005,NPU_00013,equal,4,settled,10
SHR_00004037,NPE_00004037,NPG_00008,NPU_00051,equal,6,settled,1
SHR_00004038,NPE_00004038,NPG_00013,NPU_00003,custom,3,settled,7
SHR_00004039,NPE_00004039,NPG_00019,NPU_00059,percentage,3,settled,11
SHR_00004040,NPE_00004040,NPG_00023,NPU_00040,equal,3,settled,11
SHR_00004041,NPE_00004041,NPG_00024,NPU_00058,equal,2,settled,11
SHR_00004195,NPE_00004195,NPG_00005,NPU_00013,equal,4,settled,11
SHR_00004196,NPE_00004196,NPG_00010,NPU_00041,equal,2,settled,0
SHR_00004197,NPE_00004197,NPG_00012,NPU_00070,equal,3,settled,6
SHR_00004198,NPE_00004198,NPG_00014,NPU_00007,equal,4,settled,8
SHR_00004199,NPE_00004199,NPG_00023,NPU_00001,equal,3,settled,9
SHR_00004200,NPE_00004200,NPG_00028,NPU_00008,equal,4,settled,5
SHR_00004285,NPE_00004285,NPG_00003,NPU_00034,custom,3,settled,14
SHR_00004286,NPE_00004286,NPG_00005,NPU_00066,equal,4,settled,12
SHR_00004287,NPE_00004287,NPG_00006,NPU_00047,equal,4,settled,11
SHR_00004288,NPE_00004288,NPG_00009,NPU_00028,equal,2,settled,5
SHR_00004289,NPE_00004289,NPG_00014,NPU_00067,equal,4,settled,4
SHR_00004290,NPE_00004290,NPG_00018,NPU_00076,custom,4,settled,12
SHR_00004291,NPE_00004291,NPG_00026,NPU_00047,equal,6,settled,11
SHR_00004292,NPE_00004292,NPG_00028,NPU_00027,equal,4,settled,7
SHR_00004363,NPE_00004363,NPG_00010,NPU_00019,equal,2,settled,5
SHR_00004364,NPE_00004364,NPG_00013,NPU_00066,custom,3,settled,5
SHR_00004365,NPE_00004365,NPG_00023,NPU_00058,equal,3,settled,1
SHR_00004366,NPE_00004366,NPG_00026,NPU_00052,equal,6,settled,13
SHR_00004367,NPE_00004367,NPG_00030,NPU_00074,custom,8,settled,13
SHR_00004473,NPE_00004473,NPG_00008,NPU_00017,equal,6,settled,14
SHR_00004474,NPE_00004474,NPG_00009,NPU_00028,equal,2,settled,6
SHR_00004475,NPE_00004475,NPG_00015,NPU_00012,equal,5,settled,0
SHR_00004476,NPE_00004476,NPG_00024,NPU_00058,equal,2,settled,4
SHR_00004477,NPE_00004477,NPG_00030,NPU_00043,custom,8,settled,14
SHR_00004561,NPE_00004561,NPG_00010,NPU_00041,equal,2,settled,7
SHR_00004562,NPE_00004562,NPG_00016,NPU_00073,equal,4,settled,11
SHR_00004563,NPE_00004563,NPG_00017,NPU_00023,equal,7,settled,5
SHR_00004564,NPE_00004564,NPG_00021,NPU_00007,equal,7,settled,6
SHR_00004648,NPE_00004648,NPG_00002,NPU_00072,equal,8,settled,10
SHR_00004649,NPE_00004649,NPG_00010,NPU_00041,equal,2,settled,12
SHR_00004650,NPE_00004650,NPG_00014,NPU_00007,equal,4,settled,10
SHR_00004651,NPE_00004651,NPG_00027,NPU_00062,custom,3,settled,6
SHR_00004791,NPE_00004791,NPG_00006,NPU_00029,equal,4,settled,12
SHR_00004792,NPE_00004792,NPG_00007,NPU_00015,equal,10,settled,7
SHR_00004793,NPE_00004793,NPG_00009,NPU_00028,equal,2,settled,8
SHR_00004794,NPE_00004794,NPG_00010,NPU_00041,equal,2,settled,10
SHR_00004795,NPE_00004795,NPG_00013,NPU_00066,custom,3,settled,7
SHR_00004796,NPE_00004796,NPG_00019,NPU_00059,percentage,3,settled,0
SHR_00004892,NPE_00004892,NPG_00008,NPU_00060,equal,6,settled,10
SHR_00004893,NPE_00004893,NPG_00011,NPU_00053,equal,6,settled,7
SHR_00004894,NPE_00004894,NPG_00019,NPU_00038,percentage,3,settled,6
SHR_00004969,NPE_00004969,NPG_00006,NPU_00047,equal,4,settled,11
SHR_00004970,NPE_00004970,NPG_00019,NPU_00038,percentage,3,settled,10
SHR_00004971,NPE_00004971,NPG_00020,NPU_00056,percentage,5,settled,1
SHR_00004972,NPE_00004972,NPG_00023,NPU_00001,equal,3,settled,8
SHR_00004973,NPE_00004973,NPG_00026,NPU_00049,equal,6,settled,5
SHR_00005069,NPE_00005069,NPG_00008,NPU_00060,equal,6,settled,0
SHR_00005070,NPE_00005070,NPG_00016,NPU_00073,equal,4,settled,6
SHR_00005071,NPE_00005071,NPG_00021,NPU_00008,equal,7,settled,4
SHR_00005072,NPE_00005072,NPG_00024,NPU_00078,equal,2,settled,3
SHR_00005073,NPE_00005073,NPG_00030,NPU_00010,custom,8,settled,11
SHR_00005150,NPE_00005150,NPG_00008,NPU_00069,equal,6,settled,9
SHR_00005151,NPE_00005151,NPG_00010,NPU_00041,equal,2,settled,5
SHR_00005152,NPE_00005152,NPG_00014,NPU_00007,equal,4,settled,2
SHR_00005153,NPE_00005153,NPG_00019,NPU_00059,percentage,3,settled,12
SHR_00005154,NPE_00005154,NPG_00023,NPU_00001,equal,3,settled,0
SHR_00005155,NPE_00005155,NPG_00024,NPU_00058,equal,2,settled,3
SHR_00005156,NPE_00005156,NPG_00029,NPU_00047,equal,4,settled,2
SHR_00005157,NPE_00005157,NPG_00030,NPU_00045,custom,8,settled,17
SHR_00005227,NPE_00005227,NPG_00004,NPU_00075,equal,8,settled,8
SHR_00005228,NPE_00005228,NPG_00008,NPU_00060,equal,6,settled,0
SHR_00005229,NPE_00005229,NPG_00010,NPU_00041,equal,2,settled,12
SHR_00005230,NPE_00005230,NPG_00016,NPU_00073,equal,4,settled,4
SHR_00005231,NPE_00005231,NPG_00018,NPU_00029,custom,4,settled,16
SHR_00005232,NPE_00005232,NPG_00023,NPU_00058,equal,3,settled,8
SHR_00005233,NPE_00005233,NPG_00029,NPU_00047,equal,4,settled,4
SHR_00005313,NPE_00005313,NPG_00014,NPU_00007,equal,4,settled,8
SHR_00005314,NPE_00005314,NPG_00017,NPU_00023,equal,7,settled,9
SHR_00005315,NPE_00005315,NPG_00019,NPU_00021,percentage,3,settled,14
SHR_00005316,NPE_00005316,NPG_00023,NPU_00001,equal,3,settled,3
SHR_00005317,NPE_00005317,NPG_00029,NPU_00058,equal,4,pending,22
SHR_00005413,NPE_00005413,NPG_00002,NPU_00060,equal,8,settled,14
SHR_00005414,NPE_00005414,NPG_00004,NPU_00064,equal,8,settled,7
SHR_00005415,NPE_00005415,NPG_00005,NPU_00066,equal,4,settled,0
SHR_00005416,NPE_00005416,NPG_00006,NPU_00029,equal,4,settled,18
SHR_00005417,NPE_00005417,NPG_00009,NPU_00012,equal,2,settled,9
SHR_00005418,NPE_00005418,NPG_00010,NPU_00041,equal,2,settled,0
SHR_00005419,NPE_00005419,NPG_00017,NPU_00067,equal,7,settled,7
SHR_00005420,NPE_00005420,NPG_00019,NPU_00038,percentage,3,settled,14
SHR_00005421,NPE_00005421,NPG_00023,NPU_00040,equal,3,settled,12
SHR_00005422,NPE_00005422,NPG_00024,NPU_00058,equal,2,settled,7
SHR_00005423,NPE_00005423,NPG_00025,NPU_00022,equal,10,settled,11
SHR_00005424,NPE_00005424,NPG_00028,NPU_00050,equal,4,settled,8
SHR_00005425,NPE_00005425,NPG_00030,NPU_00060,custom,8,settled,10
SHR_00005510,NPE_00005510,NPG_00002,NPU_00046,equal,8,settled,4
SHR_00005511,NPE_00005511,NPG_00005,NPU_00013,equal,4,settled,4
SHR_00005512,NPE_00005512,NPG_00009,NPU_00012,equal,2,settled,5
SHR_00005513,NPE_00005513,NPG_00015,NPU_00054,equal,5,settled,7
SHR_00005514,NPE_00005514,NPG_00017,NPU_00023,equal,7,settled,14
SHR_00005515,NPE_00005515,NPG_00023,NPU_00001,equal,3,settled,11
SHR_00005516,NPE_00005516,NPG_00024,NPU_00058,equal,2,settled,10
