budget_id,user_id,category,monthly_budget_npr
BUD_NPU_00002_miscellaneous,NPU_00002,miscellaneous,5453.33
BUD_NPU_00003_rent,NPU_00003,rent,326.49
BUD_NPU_00003_groceries,NPU_00003,groceries,22038.07
BUD_NPU_00003_restaurants_cafes,NPU_00003,restaurants_cafes,18773.17
BUD_NPU_00003_transport_public,NPU_00003,transport_public,20405.62
BUD_NPU_00003_transport_ride_hailing,NPU_00003,transport_ride_hailing,11427.15
BUD_NPU_00003_fuel,NPU_00003,fuel,7346.02
BUD_NPU_00003_internet_mobile,NPU_00003,internet_mobile,1958.94
BUD_NPU_00003_utilities,NPU_00003,utilities,1632.45
BUD_NPU_00003_education,NPU_00003,education,1142.71
BUD_NPU_00003_health,NPU_00003,health,2938.41
BUD_NPU_00003_family_support,NPU_00003,family_support,816.22
BUD_NPU_00003_loan_emi,NPU_00003,loan_emi,489.73
BUD_NPU_00003_festivals_gifts,NPU_00003,festivals_gifts,2856.79
BUD_NPU_00003_clothing,NPU_00003,clothing,7770.46
BUD_NPU_00003_travel,NPU_00003,travel,799.9
BUD_NPU_00003_subscriptions,NPU_00003,subscriptions,1305.96
BUD_NPU_00003_savings_investment,NPU_00003,savings_investment,652.98
BUD_NPU_00003_entertainment,NPU_00003,entertainment,8978.47
BUD_NPU_00003_miscellaneous,NPU_00003,miscellaneous,8162.25
BUD_NPU_00004_rent,NPU_00004,rent,35.93
BUD_NPU_00004_groceries,NPU_00004,groceries,2425.39
BUD_NPU_00004_restaurants_cafes,NPU_00004,restaurants_cafes,2479.28
BUD_NPU_00004_transport_public,NPU_00004,transport_public,4491.46
BUD_NPU_00004_transport_ride_hailing,NPU_00004,transport_ride_hailing,1257.61
BUD_NPU_00004_fuel,NPU_00004,fuel,808.46
BUD_NPU_00004_internet_mobile,NPU_00004,internet_mobile,280.27
BUD_NPU_00004_utilities,NPU_00004,utilities,179.66
BUD_NPU_00004_education,NPU_00004,education,226.37
BUD_NPU_00004_health,NPU_00004,health,323.38
BUD_NPU_00004_family_support,NPU_00004,family_support,89.83
BUD_NPU_00004_loan_emi,NPU_00004,loan_emi,53.9
BUD_NPU_00004_festivals_gifts,NPU_00004,festivals_gifts,125.76
BUD_NPU_00004_clothing,NPU_00004,clothing,503.04
BUD_NPU_00004_travel,NPU_00004,travel,62.88
BUD_NPU_00004_subscriptions,NPU_00004,subscriptions,143.73
BUD_NPU_00004_savings_investment,NPU_00004,savings_investment,71.86
BUD_NPU_00004_entertainment,NPU_00004,entertainment,988.12
BUD_NPU_00004_miscellaneous,NPU_00004,miscellaneous,898.29
BUD_NPU_00005_rent,NPU_00005,rent,156.11
BUD_NPU_00005_groceries,NPU_00005,groceries,12644.73
BUD_NPU_00005_restaurants_cafes,NPU_00005,restaurants_cafes,8976.2
BUD_NPU_00005_transport_public,NPU_00005,transport_public,9756.74
BUD_NPU_00005_transport_ride_hailing,NPU_00005,transport_ride_hailing,5463.77
BUD_NPU_00005_fuel,NPU_00005,fuel,3512.43
BUD_NPU_00005_internet_mobile,NPU_00005,internet_mobile,936.65
BUD_NPU_00005_utilities,NPU_00005,utilities,780.54
BUD_NPU_00005_education,NPU_00005,education,546.38
BUD_NPU_00005_health,NPU_00005,health,1404.97
BUD_NPU_00005_family_support,NPU_00005,family_support,390.27
BUD_NPU_00005_loan_emi,NPU_00005,loan_emi,655.65
BUD_NPU_00005_festivals_gifts,NPU_00005,festivals_gifts,546.38
BUD_NPU_00005_clothing,NPU_00005,clothing,2185.51
BUD_NPU_00005_travel,NPU_00005,travel,273.19
BUD_NPU_00005_subscriptions,NPU_00005,subscriptions,624.43
BUD_NPU_00005_savings_investment,NPU_00005,savings_investment,312.22
BUD_NPU_00005_entertainment,NPU_00005,entertainment,4292.96
BUD_NPU_00005_miscellaneous,NPU_00005,miscellaneous,3902.69
BUD_NPU_00006_rent,NPU_00006,rent,351.66
BUD_NPU_00006_groceries,NPU_00006,groceries,30858.1
BUD_NPU_00006_restaurants_cafes,NPU_00006,restaurants_cafes,20220.41
BUD_NPU_00006_transport_public,NPU_00006,transport_public,26374.45
BUD_NPU_00006_transport_ride_hailing,NPU_00006,transport_ride_hailing,12308.08
BUD_NPU_00006_fuel,NPU_00006,fuel,7912.33
BUD_NPU_00006_internet_mobile,NPU_00006,internet_mobile,2531.95
BUD_NPU_00006_utilities,NPU_00006,utilities,1758.3
BUD_NPU_00006_education,NPU_00006,education,1230.81
BUD_NPU_00006_health,NPU_00006,health,3164.93
BUD_NPU_00006_family_support,NPU_00006,family_support,879.15
BUD_NPU_00006_loan_emi,NPU_00006,loan_emi,527.49
BUD_NPU_00006_festivals_gifts,NPU_00006,festivals_gifts,1230.81
BUD_NPU_00006_clothing,NPU_00006,clothing,4923.23
BUD_NPU_00006_travel,NPU_00006,travel,615.4
BUD_NPU_00006_subscriptions,NPU_00006,subscriptions,1406.64
BUD_NPU_00006_savings_investment,NPU_00006,savings_investment,703.32
BUD_NPU_00006_entertainment,NPU_00006,entertainment,9670.63
BUD_NPU_00006_miscellaneous,NPU_00006,miscellaneous,8791.48
BUD_NPU_00007_rent,NPU_00007,rent,422.43
BUD_NPU_00007_groceries,NPU_00007,groceries,28513.77
BUD_NPU_00007_restaurants_cafes,NPU_00007,restaurants_cafes,24289.51
BUD_NPU_00007_transport_public,NPU_00007,transport_public,26401.64
BUD_NPU_00007_transport_ride_hailing,NPU_00007,transport_ride_hailing,14784.92
BUD_NPU_00007_fuel,NPU_00007,fuel,9504.59
BUD_NPU_00007_internet_mobile,NPU_00007,internet_mobile,2534.56
BUD_NPU_00007_utilities,NPU_00007,utilities,2112.13
BUD_NPU_00007_education,NPU_00007,education,2069.89
BUD_NPU_00007_health,NPU_00007,health,4562.2
BUD_NPU_00007_family_support,NPU_00007,family_support,2956.98
BUD_NPU_00007_loan_emi,NPU_00007,loan_emi,633.64
BUD_NPU_00007_festivals_gifts,NPU_00007,festivals_gifts,1478.49
BUD_NPU_00007_clothing,NPU_00007,clothing,5913.97
BUD_NPU_00007_travel,NPU_00007,travel,739.25
BUD_NPU_00007_subscriptions,NPU_00007,subscriptions,1689.7
BUD_NPU_00007_savings_investment,NPU_00007,savings_investment,844.85
BUD_NPU_00007_entertainment,NPU_00007,entertainment,11616.72
BUD_NPU_00007_miscellaneous,NPU_00007,miscellaneous,10560.66
BUD_NPU_00008_rent,NPU_00008,rent,437.23
BUD_NPU_00008_groceries,NPU_00008,groceries,29512.94
BUD_NPU_00008_restaurants_cafes,NPU_00008,restaurants_cafes,35196.92
BUD_NPU_00008_transport_public,NPU_00008,transport_public,27326.8
BUD_NPU_00008_transport_ride_hailing,NPU_00008,transport_ride_hailing,15303.01
BUD_NPU_00008_fuel,NPU_00008,fuel,18691.53
BUD_NPU_00008_internet_mobile,NPU_00008,internet_mobile,2623.37
BUD_NPU_00008_utilities,NPU_00008,utilities,2186.14
BUD_NPU_00008_education,NPU_00008,education,1530.3
BUD_NPU_00008_health,NPU_00008,health,3935.06
BUD_NPU_00008_family_support,NPU_00008,family_support,1093.07
BUD_NPU_00008_loan_emi,NPU_00008,loan_emi,655.84
BUD_NPU_00008_festivals_gifts,NPU_00008,festivals_gifts,1530.3
BUD_NPU_00008_clothing,NPU_00008,clothing,6121.2
BUD_NPU_00008_travel,NPU_00008,travel,765.15
BUD_NPU_00008_subscriptions,NPU_00008,subscriptions,1748.92
BUD_NPU_00008_savings_investment,NPU_00008,savings_investment,874.46
BUD_NPU_00008_entertainment,NPU_00008,entertainment,12023.79
BUD_NPU_00008_miscellaneous,NPU_00008,miscellaneous,16396.08
BUD_NPU_00009_rent,NPU_00009,rent,378.79
BUD_NPU_00009_groceries,NPU_00009,groceries,25568.54
BUD_NPU_00009_restaurants_cafes,NPU_00009,restaurants_cafes,21780.61
BUD_NPU_00009_transport_public,NPU_00009,transport_public,23674.57
BUD_NPU_00009_transport_ride_hailing,NPU_00009,transport_ride_hailing,13257.76
BUD_NPU_00009_fuel,NPU_00009,fuel,8522.85
BUD_NPU_00009_internet_mobile,NPU_00009,internet_mobile,2272.76
BUD_NPU_00009_utilities,NPU_00009,utilities,1893.97
BUD_NPU_00009_education,NPU_00009,education,1856.09
BUD_NPU_00009_health,NPU_00009,health,4090.97
BUD_NPU_00009_family_support,NPU_00009,family_support,2651.55
BUD_NPU_00009_loan_emi,NPU_00009,loan_emi,568.19
BUD_NPU_00009_festivals_gifts,NPU_00009,festivals_gifts,1325.78
BUD_NPU_00009_clothing,NPU_00009,clothing,5303.1
BUD_NPU_00009_travel,NPU_00009,travel,662.89
BUD_NPU_00009_subscriptions,NPU_00009,subscriptions,1515.17
BUD_NPU_00009_savings_investment,NPU_00009,savings_investment,757.59
BUD_NPU_00009_entertainment,NPU_00009,entertainment,10416.81
BUD_NPU_00009_miscellaneous,NPU_00009,miscellaneous,9469.83
BUD_NPU_00010_rent,NPU_00010,rent,117.77
BUD_NPU_00010_groceries,NPU_00010,groceries,7949.7
BUD_NPU_00010_restaurants_cafes,NPU_00010,restaurants_cafes,16252.72
BUD_NPU_00010_transport_public,NPU_00010,transport_public,7360.83
BUD_NPU_00010_transport_ride_hailing,NPU_00010,transport_ride_hailing,4122.07
BUD_NPU_00010_fuel,NPU_00010,fuel,2649.9
BUD_NPU_00010_internet_mobile,NPU_00010,internet_mobile,706.64
BUD_NPU_00010_utilities,NPU_00010,utilities,588.87
BUD_NPU_00010_education,NPU_00010,education,412.21
BUD_NPU_00010_health,NPU_00010,health,1059.96
BUD_NPU_00010_family_support,NPU_00010,family_support,294.43
BUD_NPU_00010_loan_emi,NPU_00010,loan_emi,176.66
BUD_NPU_00010_festivals_gifts,NPU_00010,festivals_gifts,412.21
BUD_NPU_00010_clothing,NPU_00010,clothing,1648.83
BUD_NPU_00010_travel,NPU_00010,travel,309.16
BUD_NPU_00010_subscriptions,NPU_00010,subscriptions,471.09
BUD_NPU_00010_savings_investment,NPU_00010,savings_investment,235.55
BUD_NPU_00010_entertainment,NPU_00010,entertainment,6153.66
BUD_NPU_00010_miscellaneous,NPU_00010,miscellaneous,2944.33
BUD_NPU_00011_rent,NPU_00011,rent,621.79
BUD_NPU_00011_groceries,NPU_00011,groceries,41971.01
BUD_NPU_00011_restaurants_cafes,NPU_00011,restaurants_cafes,42903.7
BUD_NPU_00011_transport_public,NPU_00011,transport_public,38862.04
BUD_NPU_00011_transport_ride_hailing,NPU_00011,transport_ride_hailing,21762.74
BUD_NPU_00011_fuel,NPU_00011,fuel,13990.34
BUD_NPU_00011_internet_mobile,NPU_00011,internet_mobile,5596.13
BUD_NPU_00011_utilities,NPU_00011,utilities,3108.96
BUD_NPU_00011_education,NPU_00011,education,2176.27
BUD_NPU_00011_health,NPU_00011,health,5596.13
BUD_NPU_00011_family_support,NPU_00011,family_support,1554.48
BUD_NPU_00011_loan_emi,NPU_00011,loan_emi,932.69
BUD_NPU_00011_festivals_gifts,NPU_00011,festivals_gifts,2176.27
BUD_NPU_00011_clothing,NPU_00011,clothing,8705.1
BUD_NPU_00011_travel,NPU_00011,travel,1088.14
BUD_NPU_00011_subscriptions,NPU_00011,subscriptions,3979.47
BUD_NPU_00011_savings_investment,NPU_00011,savings_investment,1243.59
BUD_NPU_00011_entertainment,NPU_00011,entertainment,17099.3
BUD_NPU_00011_miscellaneous,NPU_00011,miscellaneous,15544.82
BUD_NPU_00012_rent,NPU_00012,rent,370.37
BUD_NPU_00012_groceries,NPU_00012,groceries,24999.69
BUD_NPU_00012_restaurants_cafes,NPU_00012,restaurants_cafes,51110.47
BUD_NPU_00012_transport_public,NPU_00012,transport_public,23147.86
BUD_NPU_00012_transport_ride_hailing,NPU_00012,transport_ride_hailing,12962.8
BUD_NPU_00012_fuel,NPU_00012,fuel,8333.23
BUD_NPU_00012_internet_mobile,NPU_00012,internet_mobile,2222.19
BUD_NPU_00012_utilities,NPU_00012,utilities,1851.83
BUD_NPU_00012_education,NPU_00012,education,1296.28
BUD_NPU_00012_health,NPU_00012,health,3333.29
BUD_NPU_00012_family_support,NPU_00012,family_support,925.91
BUD_NPU_00012_loan_emi,NPU_00012,loan_emi,555.55
BUD_NPU_00012_festivals_gifts,NPU_00012,festivals_gifts,1296.28
BUD_NPU_00012_clothing,NPU_00012,clothing,5185.12
BUD_NPU_00012_travel,NPU_00012,travel,972.21
BUD_NPU_00012_subscriptions,NPU_00012,subscriptions,1481.46
BUD_NPU_00012_savings_investment,NPU_00012,savings_investment,740.73
BUD_NPU_00012_entertainment,NPU_00012,entertainment,19351.61
BUD_NPU_00012_miscellaneous,NPU_00012,miscellaneous,9259.14
BUD_NPU_00013_rent,NPU_00013,rent,93.1
BUD_NPU_00013_groceries,NPU_00013,groceries,6284.35
BUD_NPU_00013_restaurants_cafes,NPU_00013,restaurants_cafes,6424.0
BUD_NPU_00013_transport_public,NPU_00013,transport_public,11637.68
BUD_NPU_00013_transport_ride_hailing,NPU_00013,transport_ride_hailing,3258.55
BUD_NPU_00013_fuel,NPU_00013,fuel,2094.78
BUD_NPU_00013_internet_mobile,NPU_00013,internet_mobile,726.19
BUD_NPU_00013_utilities,NPU_00013,utilities,465.51
BUD_NPU_00013_education,NPU_00013,education,586.54
BUD_NPU_00013_health,NPU_00013,health,837.91
BUD_NPU_00013_family_support,NPU_00013,family_support,232.75
BUD_NPU_00013_loan_emi,NPU_00013,loan_emi,139.65
BUD_NPU_00013_festivals_gifts,NPU_00013,festivals_gifts,325.86
BUD_NPU_00013_clothing,NPU_00013,clothing,1303.42
BUD_NPU_00013_travel,NPU_00013,travel,162.93
BUD_NPU_00013_subscriptions,NPU_00013,subscriptions,372.41
BUD_NPU_00013_savings_investment,NPU_00013,savings_investment,186.2
BUD_NPU_00013_entertainment,NPU_00013,entertainment,2560.29
BUD_NPU_00013_miscellaneous,NPU_00013,miscellaneous,2327.54
BUD_NPU_00014_rent,NPU_00014,rent,42.43
BUD_NPU_00014_groceries,NPU_00014,groceries,2864.36
BUD_NPU_00014_restaurants_cafes,NPU_00014,restaurants_cafes,2928.01
BUD_NPU_00014_transport_public,NPU_00014,transport_public,5304.37
BUD_NPU_00014_transport_ride_hailing,NPU_00014,transport_ride_hailing,1485.22
BUD_NPU_00014_fuel,NPU_00014,fuel,954.79
BUD_NPU_00014_internet_mobile,NPU_00014,internet_mobile,330.99
BUD_NPU_00014_utilities,NPU_00014,utilities,212.17
BUD_NPU_00014_education,NPU_00014,education,267.34
BUD_NPU_00014_health,NPU_00014,health,381.91
BUD_NPU_00014_family_support,NPU_00014,family_support,106.09
BUD_NPU_00014_loan_emi,NPU_00014,loan_emi,63.65
BUD_NPU_00014_festivals_gifts,NPU_00014,festivals_gifts,148.52
BUD_NPU_00014_clothing,NPU_00014,clothing,594.09
BUD_NPU_00014_travel,NPU_00014,travel,74.26
BUD_NPU_00014_subscriptions,NPU_00014,subscriptions,169.74
BUD_NPU_00014_savings_investment,NPU_00014,savings_investment,84.87
BUD_NPU_00014_entertainment,NPU_00014,entertainment,1166.96
BUD_NPU_00014_miscellaneous,NPU_00014,miscellaneous,1060.87
BUD_NPU_00015_rent,NPU_00015,rent,218.28
BUD_NPU_00015_groceries,NPU_00015,groceries,14733.81
BUD_NPU_00015_restaurants_cafes,NPU_00015,restaurants_cafes,30122.45
BUD_NPU_00015_transport_public,NPU_00015,transport_public,13642.42
BUD_NPU_00015_transport_ride_hailing,NPU_00015,transport_ride_hailing,7639.75
BUD_NPU_00015_fuel,NPU_00015,fuel,4911.27
BUD_NPU_00015_internet_mobile,NPU_00015,internet_mobile,1309.67
BUD_NPU_00015_utilities,NPU_00015,utilities,1091.39
BUD_NPU_00015_education,NPU_00015,education,763.98
BUD_NPU_00015_health,NPU_00015,health,1964.51
BUD_NPU_00015_family_support,NPU_00015,family_support,545.7
BUD_NPU_00015_loan_emi,NPU_00015,loan_emi,327.42
BUD_NPU_00015_festivals_gifts,NPU_00015,festivals_gifts,763.98
BUD_NPU_00015_clothing,NPU_00015,clothing,3055.9
BUD_NPU_00015_travel,NPU_00015,travel,572.98
BUD_NPU_00015_subscriptions,NPU_00015,subscriptions,873.11
BUD_NPU_00015_savings_investment,NPU_00015,savings_investment,436.56
BUD_NPU_00015_entertainment,NPU_00015,entertainment,11405.06
BUD_NPU_00015_miscellaneous,NPU_00015,miscellaneous,5456.97
BUD_NPU_00016_rent,NPU_00016,rent,76.82
BUD_NPU_00016_groceries,NPU_00016,groceries,5185.48
BUD_NPU_00016_restaurants_cafes,NPU_00016,restaurants_cafes,5300.71
BUD_NPU_00016_transport_public,NPU_00016,transport_public,9602.74
BUD_NPU_00016_transport_ride_hailing,NPU_00016,transport_ride_hailing,2688.77
BUD_NPU_00016_fuel,NPU_00016,fuel,1728.49
BUD_NPU_00016_internet_mobile,NPU_00016,internet_mobile,599.21
BUD_NPU_00016_utilities,NPU_00016,utilities,384.11
BUD_NPU_00016_education,NPU_00016,education,483.98
BUD_NPU_00016_health,NPU_00016,health,691.4
BUD_NPU_00016_family_support,NPU_00016,family_support,192.05
BUD_NPU_00016_loan_emi,NPU_00016,loan_emi,115.23
BUD_NPU_00016_festivals_gifts,NPU_00016,festivals_gifts,268.88
BUD_NPU_00016_clothing,NPU_00016,clothing,1075.51
BUD_NPU_00016_travel,NPU_00016,travel,134.44
BUD_NPU_00016_subscriptions,NPU_00016,subscriptions,307.29
BUD_NPU_00016_savings_investment,NPU_00016,savings_investment,153.64
BUD_NPU_00016_entertainment,NPU_00016,entertainment,2112.6
BUD_NPU_00016_miscellaneous,NPU_00016,miscellaneous,1920.55
BUD_NPU_00017_rent,NPU_00017,rent,263.87
BUD_NPU_00017_groceries,NPU_00017,groceries,23154.75
BUD_NPU_00017_restaurants_cafes,NPU_00017,restaurants_cafes,15172.63
BUD_NPU_00017_transport_public,NPU_00017,transport_public,19790.38
BUD_NPU_00017_transport_ride_hailing,NPU_00017,transport_ride_hailing,9235.51
BUD_NPU_00017_fuel,NPU_00017,fuel,5937.12
BUD_NPU_00017_internet_mobile,NPU_00017,internet_mobile,1899.88
BUD_NPU_00017_utilities,NPU_00017,utilities,1319.36
BUD_NPU_00017_education,NPU_00017,education,923.55
BUD_NPU_00017_health,NPU_00017,health,2374.85
BUD_NPU_00017_family_support,NPU_00017,family_support,659.68
BUD_NPU_00017_loan_emi,NPU_00017,loan_emi,395.81
BUD_NPU_00017_festivals_gifts,NPU_00017,festivals_gifts,923.55
BUD_NPU_00017_clothing,NPU_00017,clothing,3694.21
BUD_NPU_00017_travel,NPU_00017,travel,461.78
BUD_NPU_00017_subscriptions,NPU_00017,subscriptions,1055.49
BUD_NPU_00017_savings_investment,NPU_00017,savings_investment,527.74
BUD_NPU_00017_entertainment,NPU_00017,entertainment,7256.47
BUD_NPU_00017_miscellaneous,NPU_00017,miscellaneous,6596.79
BUD_NPU_00018_rent,NPU_00018,rent,150.81
BUD_NPU_00018_groceries,NPU_00018,groceries,10179.5
BUD_NPU_00018_restaurants_cafes,NPU_00018,restaurants_cafes,8671.42
BUD_NPU_00018_transport_public,NPU_00018,transport_public,9425.46
BUD_NPU_00018_transport_ride_hailing,NPU_00018,transport_ride_hailing,5278.26
BUD_NPU_00018_fuel,NPU_00018,fuel,3393.17
BUD_NPU_00018_internet_mobile,NPU_00018,internet_mobile,904.84
BUD_NPU_00018_utilities,NPU_00018,utilities,754.04
BUD_NPU_00018_education,NPU_00018,education,738.96
BUD_NPU_00018_health,NPU_00018,health,1628.72
BUD_NPU_00018_family_support,NPU_00018,family_support,1055.65
BUD_NPU_00018_loan_emi,NPU_00018,loan_emi,226.21
BUD_NPU_00018_festivals_gifts,NPU_00018,festivals_gifts,527.83
BUD_NPU_00018_clothing,NPU_00018,clothing,2111.3
BUD_NPU_00018_travel,NPU_00018,travel,263.91
BUD_NPU_00018_subscriptions,NPU_00018,subscriptions,603.23
BUD_NPU_00018_savings_investment,NPU_00018,savings_investment,301.61
BUD_NPU_00018_entertainment,NPU_00018,entertainment,4147.2
BUD_NPU_00018_miscellaneous,NPU_00018,miscellaneous,3770.18
BUD_NPU_00019_rent,NPU_00019,rent,923.91
BUD_NPU_00019_groceries,NPU_00019,groceries,62363.89
BUD_NPU_00019_restaurants_cafes,NPU_00019,restaurants_cafes,74374.71
BUD_NPU_00019_transport_public,NPU_00019,transport_public,57744.34
BUD_NPU_00019_transport_ride_hailing,NPU_00019,transport_ride_hailing,32336.83
BUD_NPU_00019_fuel,NPU_00019,fuel,39497.13
BUD_NPU_00019_internet_mobile,NPU_00019,internet_mobile,5543.46
BUD_NPU_00019_utilities,NPU_00019,utilities,4619.55
BUD_NPU_00019_education,NPU_00019,education,3233.68
BUD_NPU_00019_health,NPU_00019,health,8315.19
BUD_NPU_00019_family_support,NPU_00019,family_support,2309.77
BUD_NPU_00019_loan_emi,NPU_00019,loan_emi,1385.86
BUD_NPU_00019_festivals_gifts,NPU_00019,festivals_gifts,3233.68
BUD_NPU_00019_clothing,NPU_00019,clothing,12934.73
BUD_NPU_00019_travel,NPU_00019,travel,1616.84
BUD_NPU_00019_subscriptions,NPU_00019,subscriptions,3695.64
BUD_NPU_00019_savings_investment,NPU_00019,savings_investment,1847.82
BUD_NPU_00019_entertainment,NPU_00019,entertainment,25407.51
BUD_NPU_00019_miscellaneous,NPU_00019,miscellaneous,34646.61
BUD_NPU_00020_rent,NPU_00020,rent,167.35
BUD_NPU_00020_groceries,NPU_00020,groceries,14685.15
BUD_NPU_00020_restaurants_cafes,NPU_00020,restaurants_cafes,9622.75
BUD_NPU_00020_transport_public,NPU_00020,transport_public,12551.41
BUD_NPU_00020_transport_ride_hailing,NPU_00020,transport_ride_hailing,5857.32
BUD_NPU_00020_fuel,NPU_00020,fuel,3765.42
BUD_NPU_00020_internet_mobile,NPU_00020,internet_mobile,1204.94
BUD_NPU_00020_utilities,NPU_00020,utilities,836.76
BUD_NPU_00020_education,NPU_00020,education,585.73
BUD_NPU_00020_health,NPU_00020,health,1506.17
BUD_NPU_00020_family_support,NPU_00020,family_support,418.38
BUD_NPU_00020_loan_emi,NPU_00020,loan_emi,251.03
BUD_NPU_00020_festivals_gifts,NPU_00020,festivals_gifts,585.73
BUD_NPU_00020_clothing,NPU_00020,clothing,2342.93
BUD_NPU_00020_travel,NPU_00020,travel,292.87
BUD_NPU_00020_subscriptions,NPU_00020,subscriptions,669.41
BUD_NPU_00020_savings_investment,NPU_00020,savings_investment,334.7
BUD_NPU_00020_entertainment,NPU_00020,entertainment,4602.18
BUD_NPU_00020_miscellaneous,NPU_00020,miscellaneous,4183.8
BUD_NPU_00021_rent,NPU_00021,rent,154.43
BUD_NPU_00021_groceries,NPU_00021,groceries,13551.08
BUD_NPU_00021_restaurants_cafes,NPU_00021,restaurants_cafes,8879.62
BUD_NPU_00021_transport_public,NPU_00021,transport_public,11582.12
BUD_NPU_00021_transport_ride_hailing,NPU_00021,transport_ride_hailing,5404.99
BUD_NPU_00021_fuel,NPU_00021,fuel,3474.64
BUD_NPU_00021_internet_mobile,NPU_00021,internet_mobile,1111.88
BUD_NPU_00021_utilities,NPU_00021,utilities,772.14
BUD_NPU_00021_education,NPU_00021,education,540.5
BUD_NPU_00021_health,NPU_00021,health,1389.85
BUD_NPU_00021_family_support,NPU_00021,family_support,386.07
BUD_NPU_00021_loan_emi,NPU_00021,loan_emi,231.64
BUD_NPU_00021_festivals_gifts,NPU_00021,festivals_gifts,540.5
BUD_NPU_00021_clothing,NPU_00021,clothing,2162.0
BUD_NPU_00021_travel,NPU_00021,travel,270.25
BUD_NPU_00021_subscriptions,NPU_00021,subscriptions,617.71
BUD_NPU_00021_savings_investment,NPU_00021,savings_investment,308.86
BUD_NPU_00021_entertainment,NPU_00021,entertainment,4246.78
BUD_NPU_00021_miscellaneous,NPU_00021,miscellaneous,3860.71
BUD_NPU_00022_rent,NPU_00022,rent,698.23
BUD_NPU_00022_groceries,NPU_00022,groceries,47130.21
BUD_NPU_00022_restaurants_cafes,NPU_00022,restaurants_cafes,40147.96
BUD_NPU_00022_transport_public,NPU_00022,transport_public,43639.08
BUD_NPU_00022_transport_ride_hailing,NPU_00022,transport_ride_hailing,24437.89
BUD_NPU_00022_fuel,NPU_00022,fuel,15710.07
BUD_NPU_00022_internet_mobile,NPU_00022,internet_mobile,4189.35
BUD_NPU_00022_utilities,NPU_00022,utilities,3491.13
BUD_NPU_00022_education,NPU_00022,education,3421.3
BUD_NPU_00022_health,NPU_00022,health,7540.83
BUD_NPU_00022_family_support,NPU_00022,family_support,4887.58
BUD_NPU_00022_loan_emi,NPU_00022,loan_emi,1047.34
BUD_NPU_00022_festivals_gifts,NPU_00022,festivals_gifts,2443.79
BUD_NPU_00022_clothing,NPU_00022,clothing,9775.15
BUD_NPU_00022_travel,NPU_00022,travel,1221.89
BUD_NPU_00022_subscriptions,NPU_00022,subscriptions,2792.9
BUD_NPU_00022_savings_investment,NPU_00022,savings_investment,1396.45
BUD_NPU_00022_entertainment,NPU_00022,entertainment,19201.2
BUD_NPU_00022_miscellaneous,NPU_00022,miscellaneous,17455.63
BUD_NPU_00023_rent,NPU_00023,rent,567.19
BUD_NPU_00023_groceries,NPU_00023,groceries,38285.39
BUD_NPU_00023_restaurants_cafes,NPU_00023,restaurants_cafes,32613.48
BUD_NPU_00023_transport_public,NPU_00023,transport_public,35449.43
