split_id,expense_id,group_id,user_id,owed_amount_npr,paid_by_user_id,settlement_status
SPL_NPE_00000469_NPU_00222,NPE_00000469,NPG_00064,NPU_00222,4105.07,NPU_00046,settled
SPL_NPE_00000469_NPU_00046,NPE_00000469,NPG_00064,NPU_00046,4105.07,NPU_00046,paid_by_self
SPL_NPE_00000470_NPU_00168,NPE_00000470,NPG_00066,NPU_00168,832.93,NPU_00168,paid_by_self
SPL_NPE_00000470_NPU_00243,NPE_00000470,NPG_00066,NPU_00243,832.93,NPU_00168,settled
SPL_NPE_00000470_NPU_00019,NPE_00000470,NPG_00066,NPU_00019,832.93,NPU_00168,settled
SPL_NPE_00000470_NPU_00046,NPE_00000470,NPG_00066,NPU_00046,832.93,NPU_00168,settled
SPL_NPE_00000470_NPU_00016,NPE_00000470,NPG_00066,NPU_00016,832.93,NPU_00168,settled
SPL_NPE_00000471_NPU_00291,NPE_00000471,NPG_00083,NPU_00291,2553.7,NPU_00010,settled
SPL_NPE_00000471_NPU_00001,NPE_00000471,NPG_00083,NPU_00001,2553.7,NPU_00010,settled
SPL_NPE_00000471_NPU_00240,NPE_00000471,NPG_00083,NPU_00240,2553.7,NPU_00010,settled
SPL_NPE_00000471_NPU_00010,NPE_00000471,NPG_00083,NPU_00010,2553.7,NPU_00010,paid_by_self
SPL_NPE_00000472_NPU_00194,NPE_00000472,NPG_00085,NPU_00194,334.76,NPU_00259,settled
SPL_NPE_00000472_NPU_00096,NPE_00000472,NPG_00085,NPU_00096,334.76,NPU_00259,settled
SPL_NPE_00000472_NPU_00105,NPE_00000472,NPG_00085,NPU_00105,334.76,NPU_00259,settled
SPL_NPE_00000472_NPU_00123,NPE_00000472,NPG_00085,NPU_00123,334.76,NPU_00259,settled
SPL_NPE_00000472_NPU_00138,NPE_00000472,NPG_00085,NPU_00138,334.76,NPU_00259,settled
SPL_NPE_00000472_NPU_00032,NPE_00000472,NPG_00085,NPU_00032,334.76,NPU_00259,settled
SPL_NPE_00000472_NPU_00049,NPE_00000472,NPG_00085,NPU_00049,334.76,NPU_00259,settled
SPL_NPE_00000472_NPU_00259,NPE_00000472,NPG_00085,NPU_00259,334.76,NPU_00259,paid_by_self
SPL_NPE_00000472_NPU_00206,NPE_00000472,NPG_00085,NPU_00206,334.76,NPU_00259,settled
SPL_NPE_00000472_NPU_00300,NPE_00000472,NPG_00085,NPU_00300,334.76,NPU_00259,settled
SPL_NPE_00000473_NPU_00117,NPE_00000473,NPG_00088,NPU_00117,510.31,NPU_00166,settled
SPL_NPE_00000473_NPU_00161,NPE_00000473,NPG_00088,NPU_00161,510.31,NPU_00166,settled
SPL_NPE_00000473_NPU_00096,NPE_00000473,NPG_00088,NPU_00096,510.31,NPU_00166,settled
SPL_NPE_00000473_NPU_00166,NPE_00000473,NPG_00088,NPU_00166,510.31,NPU_00166,paid_by_self
SPL_NPE_00000473_NPU_00167,NPE_00000473,NPG_00088,NPU_00167,510.31,NPU_00166,settled
SPL_NPE_00000473_NPU_00042,NPE_00000473,NPG_00088,NPU_00042,510.31,NPU_00166,settled
SPL_NPE_00000474_NPU_00289,NPE_00000474,NPG_00090,NPU_00289,158.07,NPU_00234,settled
SPL_NPE_00000474_NPU_00123,NPE_00000474,NPG_00090,NPU_00123,158.07,NPU_00234,settled
SPL_NPE_00000474_NPU_00064,NPE_00000474,NPG_00090,NPU_00064,158.07,NPU_00234,settled
SPL_NPE_00000474_NPU_00234,NPE_00000474,NPG_00090,NPU_00234,158.07,NPU_00234,paid_by_self
SPL_NPE_00000475_NPU_00059,NPE_00000475,NPG_00091,NPU_00059,1202.3,NPU_00218,settled
SPL_NPE_00000475_NPU_00225,NPE_00000475,NPG_00091,NPU_00225,1202.3,NPU_00218,settled
SPL_NPE_00000475_NPU_00218,NPE_00000475,NPG_00091,NPU_00218,1202.3,NPU_00218,paid_by_self
SPL_NPE_00000476_NPU_00293,NPE_00000476,NPG_00093,NPU_00293,510.29,NPU_00229,settled
SPL_NPE_00000476_NPU_00229,NPE_00000476,NPG_00093,NPU_00229,510.29,NPU_00229,paid_by_self
SPL_NPE_00000476_NPU_00127,NPE_00000476,NPG_00093,NPU_00127,510.29,NPU_00229,settled
SPL_NPE_00000476_NPU_00263,NPE_00000476,NPG_00093,NPU_00263,510.29,NPU_00229,settled
SPL_NPE_00000476_NPU_00296,NPE_00000476,NPG_00093,NPU_00296,510.29,NPU_00229,settled
SPL_NPE_00000476_NPU_00136,NPE_00000476,NPG_00093,NPU_00136,510.29,NPU_00229,settled
SPL_NPE_00000477_NPU_00149,NPE_00000477,NPG_00095,NPU_00149,609.22,NPU_00149,paid_by_self
SPL_NPE_00000477_NPU_00041,NPE_00000477,NPG_00095,NPU_00041,609.22,NPU_00149,settled
SPL_NPE_00000477_NPU_00029,NPE_00000477,NPG_00095,NPU_00029,609.22,NPU_00149,settled
SPL_NPE_00000477_NPU_00103,NPE_00000477,NPG_00095,NPU_00103,609.22,NPU_00149,settled
SPL_NPE_00000477_NPU_00110,NPE_00000477,NPG_00095,NPU_00110,609.22,NPU_00149,settled
SPL_NPE_00000477_NPU_00008,NPE_00000477,NPG_00095,NPU_00008,609.22,NPU_00149,settled
SPL_NPE_00000477_NPU_00156,NPE_00000477,NPG_00095,NPU_00156,609.22,NPU_00149,settled
SPL_NPE_00000477_NPU_00191,NPE_00000477,NPG_00095,NPU_00191,609.22,NPU_00149,settled
SPL_NPE_00000478_NPU_00013,NPE_00000478,NPG_00100,NPU_00013,1042.84,NPU_00195,settled
SPL_NPE_00000478_NPU_00195,NPE_00000478,NPG_00100,NPU_00195,1042.84,NPU_00195,paid_by_self
SPL_NPE_00000479_NPU_00243,NPE_00000479,NPG_00106,NPU_00243,2041.41,NPU_00245,settled
SPL_NPE_00000479_NPU_00083,NPE_00000479,NPG_00106,NPU_00083,2041.41,NPU_00245,settled
SPL_NPE_00000479_NPU_00245,NPE_00000479,NPG_00106,NPU_00245,2041.41,NPU_00245,paid_by_self
SPL_NPE_00000480_NPU_00004,NPE_00000480,NPG_00109,NPU_00004,286.18,NPU_00038,settled
SPL_NPE_00000480_NPU_00038,NPE_00000480,NPG_00109,NPU_00038,286.18,NPU_00038,paid_by_self
SPL_NPE_00000481_NPU_00043,NPE_00000481,NPG_00110,NPU_00043,291.25,NPU_00049,settled
SPL_NPE_00000481_NPU_00049,NPE_00000481,NPG_00110,NPU_00049,291.25,NPU_00049,paid_by_self
SPL_NPE_00000481_NPU_00159,NPE_00000481,NPG_00110,NPU_00159,291.25,NPU_00049,settled
SPL_NPE_00000482_NPU_00109,NPE_00000482,NPG_00113,NPU_00109,7141.46,NPU_00109,paid_by_self
SPL_NPE_00000482_NPU_00054,NPE_00000482,NPG_00113,NPU_00054,7141.46,NPU_00109,settled
SPL_NPE_00000482_NPU_00116,NPE_00000482,NPG_00113,NPU_00116,7141.46,NPU_00109,settled
SPL_NPE_00000482_NPU_00187,NPE_00000482,NPG_00113,NPU_00187,7141.46,NPU_00109,settled
SPL_NPE_00000482_NPU_00282,NPE_00000482,NPG_00113,NPU_00282,7141.46,NPU_00109,settled
SPL_NPE_00000482_NPU_00258,NPE_00000482,NPG_00113,NPU_00258,7141.46,NPU_00109,settled
SPL_NPE_00000482_NPU_00060,NPE_00000482,NPG_00113,NPU_00060,7141.46,NPU_00109,settled
SPL_NPE_00000744_NPU_00215,NPE_00000744,NPG_00001,NPU_00215,719.28,NPU_00215,paid_by_self
SPL_NPE_00000744_NPU_00083,NPE_00000744,NPG_00001,NPU_00083,719.28,NPU_00215,settled
SPL_NPE_00000744_NPU_00034,NPE_00000744,NPG_00001,NPU_00034,719.28,NPU_00215,settled
SPL_NPE_00000744_NPU_00027,NPE_00000744,NPG_00001,NPU_00027,719.28,NPU_00215,settled
SPL_NPE_00000745_NPU_00160,NPE_00000745,NPG_00002,NPU_00160,728.95,NPU_00067,settled
SPL_NPE_00000745_NPU_00067,NPE_00000745,NPG_00002,NPU_00067,728.95,NPU_00067,paid_by_self
SPL_NPE_00000746_NPU_00268,NPE_00000746,NPG_00013,NPU_00268,4892.69,NPU_00268,paid_by_self
SPL_NPE_00000746_NPU_00149,NPE_00000746,NPG_00013,NPU_00149,4892.69,NPU_00268,settled
SPL_NPE_00000746_NPU_00087,NPE_00000746,NPG_00013,NPU_00087,4892.69,NPU_00268,settled
SPL_NPE_00000746_NPU_00280,NPE_00000746,NPG_00013,NPU_00280,4892.69,NPU_00268,settled
SPL_NPE_00000747_NPU_00043,NPE_00000747,NPG_00026,NPU_00043,592.28,NPU_00169,settled
SPL_NPE_00000747_NPU_00039,NPE_00000747,NPG_00026,NPU_00039,592.28,NPU_00169,settled
SPL_NPE_00000747_NPU_00172,NPE_00000747,NPG_00026,NPU_00172,592.28,NPU_00169,settled
SPL_NPE_00000747_NPU_00169,NPE_00000747,NPG_00026,NPU_00169,592.28,NPU_00169,paid_by_self
SPL_NPE_00000747_NPU_00179,NPE_00000747,NPG_00026,NPU_00179,592.28,NPU_00169,settled
SPL_NPE_00000747_NPU_00033,NPE_00000747,NPG_00026,NPU_00033,592.28,NPU_00169,settled
SPL_NPE_00000747_NPU_00239,NPE_00000747,NPG_00026,NPU_00239,592.28,NPU_00169,settled
SPL_NPE_00000748_NPU_00263,NPE_00000748,NPG_00028,NPU_00263,6437.04,NPU_00250,settled
SPL_NPE_00000748_NPU_00193,NPE_00000748,NPG_00028,NPU_00193,6437.04,NPU_00250,settled
SPL_NPE_00000748_NPU_00075,NPE_00000748,NPG_00028,NPU_00075,6437.04,NPU_00250,settled
SPL_NPE_00000748_NPU_00130,NPE_00000748,NPG_00028,NPU_00130,6437.04,NPU_00250,settled
SPL_NPE_00000748_NPU_00250,NPE_00000748,NPG_00028,NPU_00250,6437.04,NPU_00250,paid_by_self
SPL_NPE_00000749_NPU_00112,NPE_00000749,NPG_00034,NPU_00112,827.16,NPU_00216,settled
SPL_NPE_00000749_NPU_00216,NPE_00000749,NPG_00034,NPU_00216,827.16,NPU_00216,paid_by_self
SPL_NPE_00000750_NPU_00134,NPE_00000750,NPG_00037,NPU_00134,329.41,NPU_00134,paid_by_self
SPL_NPE_00000750_NPU_00022,NPE_00000750,NPG_00037,NPU_00022,329.41,NPU_00134,settled
SPL_NPE_00000750_NPU_00195,NPE_00000750,NPG_00037,NPU_00195,329.41,NPU_00134,settled
SPL_NPE_00000751_NPU_00258,NPE_00000751,NPG_00039,NPU_00258,11916.0,NPU_00183,settled
SPL_NPE_00000751_NPU_00183,NPE_00000751,NPG_00039,NPU_00183,11916.0,NPU_00183,paid_by_self
SPL_NPE_00000751_NPU_00121,NPE_00000751,NPG_00039,NPU_00121,11916.0,NPU_00183,settled
SPL_NPE_00000752_NPU_00283,NPE_00000752,NPG_00045,NPU_00283,119.34,NPU_00091,settled
SPL_NPE_00000752_NPU_00112,NPE_00000752,NPG_00045,NPU_00112,119.34,NPU_00091,settled
SPL_NPE_00000752_NPU_00060,NPE_00000752,NPG_00045,NPU_00060,119.34,NPU_00091,settled
SPL_NPE_00000752_NPU_00091,NPE_00000752,NPG_00045,NPU_00091,119.34,NPU_00091,paid_by_self
SPL_NPE_00000753_NPU_00264,NPE_00000753,NPG_00055,NPU_00264,319.81,NPU_00264,paid_by_self
SPL_NPE_00000753_NPU_00279,NPE_00000753,NPG_00055,NPU_00279,319.81,NPU_00264,settled
SPL_NPE_00000754_NPU_00258,NPE_00000754,NPG_00059,NPU_00258,621.96,NPU_00177,settled
SPL_NPE_00000754_NPU_00177,NPE_00000754,NPG_00059,NPU_00177,621.96,NPU_00177,paid_by_self
SPL_NPE_00000754_NPU_00058,NPE_00000754,NPG_00059,NPU_00058,621.96,NPU_00177,settled
SPL_NPE_00000754_NPU_00113,NPE_00000754,NPG_00059,NPU_00113,621.96,NPU_00177,settled
SPL_NPE_00000755_NPU_00157,NPE_00000755,NPG_00060,NPU_00157,630.92,NPU_00249,settled
SPL_NPE_00000755_NPU_00075,NPE_00000755,NPG_00060,NPU_00075,630.92,NPU_00249,settled
SPL_NPE_00000755_NPU_00197,NPE_00000755,NPG_00060,NPU_00197,630.92,NPU_00249,settled
SPL_NPE_00000755_NPU_00249,NPE_00000755,NPG_00060,NPU_00249,630.92,NPU_00249,paid_by_self
SPL_NPE_00000755_NPU_00115,NPE_00000755,NPG_00060,NPU_00115,630.92,NPU_00249,settled
SPL_NPE_00000755_NPU_00098,NPE_00000755,NPG_00060,NPU_00098,630.92,NPU_00249,settled
SPL_NPE_00000755_NPU_00208,NPE_00000755,NPG_00060,NPU_00208,630.92,NPU_00249,settled
SPL_NPE_00000756_NPU_00136,NPE_00000756,NPG_00061,NPU_00136,921.85,NPU_00136,paid_by_self
SPL_NPE_00000756_NPU_00097,NPE_00000756,NPG_00061,NPU_00097,921.85,NPU_00136,settled
SPL_NPE_00000756_NPU_00268,NPE_00000756,NPG_00061,NPU_00268,921.85,NPU_00136,settled
SPL_NPE_00000756_NPU_00295,NPE_00000756,NPG_00061,NPU_00295,921.85,NPU_00136,settled
SPL_NPE_00000756_NPU_00150,NPE_00000756,NPG_00061,NPU_00150,921.85,NPU_00136,settled
SPL_NPE_00000756_NPU_00218,NPE_00000756,NPG_00061,NPU_00218,921.85,NPU_00136,settled
SPL_NPE_00000756_NPU_00220,NPE_00000756,NPG_00061,NPU_00220,921.85,NPU_00136,settled
SPL_NPE_00000757_NPU_00149,NPE_00000757,NPG_00068,NPU_00149,677.83,NPU_00003,settled
SPL_NPE_00000757_NPU_00057,NPE_00000757,NPG_00068,NPU_00057,677.83,NPU_00003,settled
SPL_NPE_00000757_NPU_00003,NPE_00000757,NPG_00068,NPU_00003,677.83,NPU_00003,paid_by_self
SPL_NPE_00000757_NPU_00104,NPE_00000757,NPG_00068,NPU_00104,677.83,NPU_00003,settled
SPL_NPE_00000757_NPU_00298,NPE_00000757,NPG_00068,NPU_00298,677.83,NPU_00003,settled
SPL_NPE_00000757_NPU_00027,NPE_00000757,NPG_00068,NPU_00027,677.83,NPU_00003,settled
SPL_NPE_00000757_NPU_00006,NPE_00000757,NPG_00068,NPU_00006,677.83,NPU_00003,settled
SPL_NPE_00000758_NPU_00112,NPE_00000758,NPG_00075,NPU_00112,1074.55,NPU_00270,settled
SPL_NPE_00000758_NPU_00259,NPE_00000758,NPG_00075,NPU_00259,1074.55,NPU_00270,settled
SPL_NPE_00000758_NPU_00238,NPE_00000758,NPG_00075,NPU_00238,1074.55,NPU_00270,settled
SPL_NPE_00000758_NPU_00132,NPE_00000758,NPG_00075,NPU_00132,1074.55,NPU_00270,settled
SPL_NPE_00000758_NPU_00270,NPE_00000758,NPG_00075,NPU_00270,1074.55,NPU_00270,paid_by_self
SPL_NPE_00000758_NPU_00117,NPE_00000758,NPG_00075,NPU_00117,1074.55,NPU_00270,settled
SPL_NPE_00000758_NPU_00042,NPE_00000758,NPG_00075,NPU_00042,1074.55,NPU_00270,settled
SPL_NPE_00000758_NPU_00075,NPE_00000758,NPG_00075,NPU_00075,1074.55,NPU_00270,settled
SPL_NPE_00000758_NPU_00232,NPE_00000758,NPG_00075,NPU_00232,1074.55,NPU_00270,settled
SPL_NPE_00000758_NPU_00179,NPE_00000758,NPG_00075,NPU_00179,1074.55,NPU_00270,settled
SPL_NPE_00000759_NPU_00215,NPE_00000759,NPG_00081,NPU_00215,334.17,NPU_00215,paid_by_self
SPL_NPE_00000759_NPU_00036,NPE_00000759,NPG_00081,NPU_00036,334.17,NPU_00215,settled
SPL_NPE_00000760_NPU_00117,NPE_00000760,NPG_00088,NPU_00117,910.28,NPU_00096,settled
SPL_NPE_00000760_NPU_00161,NPE_00000760,NPG_00088,NPU_00161,910.28,NPU_00096,settled
SPL_NPE_00000760_NPU_00096,NPE_00000760,NPG_00088,NPU_00096,910.28,NPU_00096,paid_by_self
SPL_NPE_00000760_NPU_00166,NPE_00000760,NPG_00088,NPU_00166,910.28,NPU_00096,settled
SPL_NPE_00000760_NPU_00167,NPE_00000760,NPG_00088,NPU_00167,910.28,NPU_00096,settled
SPL_NPE_00000760_NPU_00042,NPE_00000760,NPG_00088,NPU_00042,910.28,NPU_00096,settled
SPL_NPE_00000761_NPU_00096,NPE_00000761,NPG_00089,NPU_00096,3209.37,NPU_00142,settled
SPL_NPE_00000761_NPU_00005,NPE_00000761,NPG_00089,NPU_00005,3209.37,NPU_00142,settled
SPL_NPE_00000761_NPU_00151,NPE_00000761,NPG_00089,NPU_00151,3209.37,NPU_00142,settled
SPL_NPE_00000761_NPU_00142,NPE_00000761,NPG_00089,NPU_00142,3209.37,NPU_00142,paid_by_self
SPL_NPE_00000761_NPU_00202,NPE_00000761,NPG_00089,NPU_00202,3209.37,NPU_00142,settled
SPL_NPE_00000761_NPU_00247,NPE_00000761,NPG_00089,NPU_00247,3209.37,NPU_00142,settled
SPL_NPE_00000762_NPU_00192,NPE_00000762,NPG_00103,NPU_00192,7172.17,NPU_00148,settled
SPL_NPE_00000762_NPU_00148,NPE_00000762,NPG_00103,NPU_00148,7172.17,NPU_00148,paid_by_self
SPL_NPE_00000762_NPU_00123,NPE_00000762,NPG_00103,NPU_00123,7172.17,NPU_00148,settled
SPL_NPE_00000762_NPU_00295,NPE_00000762,NPG_00103,NPU_00295,7172.17,NPU_00148,settled
SPL_NPE_00000763_NPU_00063,NPE_00000763,NPG_00105,NPU_00063,436.01,NPU_00207,settled
SPL_NPE_00000763_NPU_00268,NPE_00000763,NPG_00105,NPU_00268,436.01,NPU_00207,settled
SPL_NPE_00000763_NPU_00054,NPE_00000763,NPG_00105,NPU_00054,436.01,NPU_00207,settled
SPL_NPE_00000763_NPU_00194,NPE_00000763,NPG_00105,NPU_00194,436.01,NPU_00207,settled
SPL_NPE_00000763_NPU_00239,NPE_00000763,NPG_00105,NPU_00239,436.01,NPU_00207,settled
SPL_NPE_00000763_NPU_00207,NPE_00000763,NPG_00105,NPU_00207,436.01,NPU_00207,paid_by_self
SPL_NPE_00000764_NPU_00154,NPE_00000764,NPG_00108,NPU_00154,1448.74,NPU_00154,paid_by_self
SPL_NPE_00000764_NPU_00273,NPE_00000764,NPG_00108,NPU_00273,1448.74,NPU_00154,settled
SPL_NPE_00000764_NPU_00009,NPE_00000764,NPG_00108,NPU_00009,1448.74,NPU_00154,settled
SPL_NPE_00000764_NPU_00125,NPE_00000764,NPG_00108,NPU_00125,1448.74,NPU_00154,settled
SPL_NPE_00000764_NPU_00096,NPE_00000764,NPG_00108,NPU_00096,1448.74,NPU_00154,settled
SPL_NPE_00000764_NPU_00241,NPE_00000764,NPG_00108,NPU_00241,1448.74,NPU_00154,settled
SPL_NPE_00000765_NPU_00043,NPE_00000765,NPG_00110,NPU_00043,1819.04,NPU_00049,settled
SPL_NPE_00000765_NPU_00049,NPE_00000765,NPG_00110,NPU_00049,1819.04,NPU_00049,paid_by_self
SPL_NPE_00000765_NPU_00159,NPE_00000765,NPG_00110,NPU_00159,1819.04,NPU_00049,settled
SPL_NPE_00001167_NPU_00107,NPE_00001167,NPG_00007,NPU_00107,1402.85,NPU_00017,settled
SPL_NPE_00001167_NPU_00017,NPE_00001167,NPG_00007,NPU_00017,1402.85,NPU_00017,paid_by_self
SPL_NPE_00001167_NPU_00096,NPE_00001167,NPG_00007,NPU_00096,1402.85,NPU_00017,settled
SPL_NPE_00001168_NPU_00155,NPE_00001168,NPG_00009,NPU_00155,1930.38,NPU_00155,paid_by_self
SPL_NPE_00001168_NPU_00283,NPE_00001168,NPG_00009,NPU_00283,1930.38,NPU_00155,settled
SPL_NPE_00001168_NPU_00201,NPE_00001168,NPG_00009,NPU_00201,1930.38,NPU_00155,settled
SPL_NPE_00001168_NPU_00168,NPE_00001168,NPG_00009,NPU_00168,1930.38,NPU_00155,settled
SPL_NPE_00001169_NPU_00035,NPE_00001169,NPG_00014,NPU_00035,1756.76,NPU_00035,paid_by_self
SPL_NPE_00001169_NPU_00093,NPE_00001169,NPG_00014,NPU_00093,1756.76,NPU_00035,settled
SPL_NPE_00001169_NPU_00221,NPE_00001169,NPG_00014,NPU_00221,1756.76,NPU_00035,settled
SPL_NPE_00001170_NPU_00201,NPE_00001170,NPG_00015,NPU_00201,2308.5,NPU_00169,settled
SPL_NPE_00001170_NPU_00205,NPE_00001170,NPG_00015,NPU_00205,2308.5,NPU_00169,settled
SPL_NPE_00001170_NPU_00049,NPE_00001170,NPG_00015,NPU_00049,2308.5,NPU_00169,settled
SPL_NPE_00001170_NPU_00155,NPE_00001170,NPG_00015,NPU_00155,2308.5,NPU_00169,settled
SPL_NPE_00001170_NPU_00169,NPE_00001170,NPG_00015,NPU_00169,2308.5,NPU_00169,paid_by_self
SPL_NPE_00001170_NPU_00138,NPE_00001170,NPG_00015,NPU_00138,2308.5,NPU_00169,settled
SPL_NPE_00001171_NPU_00297,NPE_00001171,NPG_00016,NPU_00297,475.28,NPU_00297,paid_by_self
SPL_NPE_00001171_NPU_00102,NPE_00001171,NPG_00016,NPU_00102,475.28,NPU_00297,settled
SPL_NPE_00001171_NPU_00280,NPE_00001171,NPG_00016,NPU_00280,475.28,NPU_00297,settled
SPL_NPE_00001171_NPU_00022,NPE_00001171,NPG_00016,NPU_00022,475.28,NPU_00297,settled
SPL_NPE_00001172_NPU_00031,NPE_00001172,NPG_00017,NPU_00031,2448.83,NPU_00293,settled
SPL_NPE_00001172_NPU_00293,NPE_00001172,NPG_00017,NPU_00293,2448.83,NPU_00293,paid_by_self
SPL_NPE_00001172_NPU_00274,NPE_00001172,NPG_00017,NPU_00274,2448.83,NPU_00293,settled
SPL_NPE_00001172_NPU_00075,NPE_00001172,NPG_00017,NPU_00075,2448.83,NPU_00293,settled
