membership_id,group_id,user_id,joined_date,role
MEM_NPG_00018_NPU_00183,NPG_00018,NPU_00183,2023-01-01,member
MEM_NPG_00018_NPU_00250,NPG_00018,NPU_00250,2023-01-01,member
MEM_NPG_00019_NPU_00134,NPG_00019,NPU_00134,2023-01-01,member
MEM_NPG_00019_NPU_00288,NPG_00019,NPU_00288,2023-01-01,member
MEM_NPG_00019_NPU_00107,NPG_00019,NPU_00107,2023-01-01,member
MEM_NPG_00019_NPU_00283,NPG_00019,NPU_00283,2023-01-01,member
MEM_NPG_00020_NPU_00202,NPG_00020,NPU_00202,2023-01-01,member
MEM_NPG_00020_NPU_00194,NPG_00020,NPU_00194,2023-01-01,member
MEM_NPG_00020_NPU_00042,NPG_00020,NPU_00042,2023-01-01,member
MEM_NPG_00020_NPU_00089,NPG_00020,NPU_00089,2023-01-01,member
MEM_NPG_00020_NPU_00237,NPG_00020,NPU_00237,2023-01-01,member
MEM_NPG_00021_NPU_00018,NPG_00021,NPU_00018,2023-01-01,member
MEM_NPG_00021_NPU_00204,NPG_00021,NPU_00204,2023-01-01,member
MEM_NPG_00021_NPU_00054,NPG_00021,NPU_00054,2023-01-01,member
MEM_NPG_00021_NPU_00295,NPG_00021,NPU_00295,2023-01-01,member
MEM_NPG_00021_NPU_00085,NPG_00021,NPU_00085,2023-01-01,member
MEM_NPG_00022_NPU_00169,NPG_00022,NPU_00169,2023-01-01,member
MEM_NPG_00022_NPU_00270,NPG_00022,NPU_00270,2023-01-01,member
MEM_NPG_00022_NPU_00198,NPG_00022,NPU_00198,2023-01-01,member
MEM_NPG_00022_NPU_00211,NPG_00022,NPU_00211,2023-01-01,member
MEM_NPG_00023_NPU_00266,NPG_00023,NPU_00266,2023-01-01,member
MEM_NPG_00023_NPU_00146,NPG_00023,NPU_00146,2023-01-01,member
MEM_NPG_00023_NPU_00119,NPG_00023,NPU_00119,2023-01-01,member
MEM_NPG_00023_NPU_00092,NPG_00023,NPU_00092,2023-01-01,member
MEM_NPG_00023_NPU_00067,NPG_00023,NPU_00067,2023-01-01,member
MEM_NPG_00023_NPU_00005,NPG_00023,NPU_00005,2023-01-01,member
MEM_NPG_00023_NPU_00030,NPG_00023,NPU_00030,2023-01-01,member
MEM_NPG_00024_NPU_00196,NPG_00024,NPU_00196,2023-01-01,member
MEM_NPG_00024_NPU_00150,NPG_00024,NPU_00150,2023-01-01,member
MEM_NPG_00024_NPU_00257,NPG_00024,NPU_00257,2023-01-01,member
MEM_NPG_00024_NPU_00051,NPG_00024,NPU_00051,2023-01-01,member
MEM_NPG_00024_NPU_00127,NPG_00024,NPU_00127,2023-01-01,member
MEM_NPG_00024_NPU_00049,NPG_00024,NPU_00049,2023-01-01,member
MEM_NPG_00024_NPU_00076,NPG_00024,NPU_00076,2023-01-01,member
MEM_NPG_00025_NPU_00191,NPG_00025,NPU_00191,2023-01-01,member
MEM_NPG_00025_NPU_00180,NPG_00025,NPU_00180,2023-01-01,member
MEM_NPG_00025_NPU_00059,NPG_00025,NPU_00059,2023-01-01,member
MEM_NPG_00025_NPU_00270,NPG_00025,NPU_00270,2023-01-01,member
MEM_NPG_00025_NPU_00030,NPG_00025,NPU_00030,2023-01-01,member
MEM_NPG_00026_NPU_00043,NPG_00026,NPU_00043,2023-01-01,member
MEM_NPG_00026_NPU_00039,NPG_00026,NPU_00039,2023-01-01,member
MEM_NPG_00026_NPU_00172,NPG_00026,NPU_00172,2023-01-01,member
MEM_NPG_00026_NPU_00169,NPG_00026,NPU_00169,2023-01-01,member
MEM_NPG_00026_NPU_00179,NPG_00026,NPU_00179,2023-01-01,member
MEM_NPG_00026_NPU_00033,NPG_00026,NPU_00033,2023-01-01,member
MEM_NPG_00026_NPU_00239,NPG_00026,NPU_00239,2023-01-01,member
MEM_NPG_00027_NPU_00155,NPG_00027,NPU_00155,2023-01-01,member
MEM_NPG_00027_NPU_00143,NPG_00027,NPU_00143,2023-01-01,member
MEM_NPG_00027_NPU_00270,NPG_00027,NPU_00270,2023-01-01,member
MEM_NPG_00027_NPU_00024,NPG_00027,NPU_00024,2023-01-01,member
MEM_NPG_00027_NPU_00120,NPG_00027,NPU_00120,2023-01-01,member
MEM_NPG_00027_NPU_00249,NPG_00027,NPU_00249,2023-01-01,member
MEM_NPG_00027_NPU_00239,NPG_00027,NPU_00239,2023-01-01,member
MEM_NPG_00028_NPU_00263,NPG_00028,NPU_00263,2023-01-01,member
MEM_NPG_00028_NPU_00193,NPG_00028,NPU_00193,2023-01-01,member
MEM_NPG_00028_NPU_00075,NPG_00028,NPU_00075,2023-01-01,member
MEM_NPG_00028_NPU_00130,NPG_00028,NPU_00130,2023-01-01,member
MEM_NPG_00028_NPU_00250,NPG_00028,NPU_00250,2023-01-01,member
MEM_NPG_00029_NPU_00165,NPG_00029,NPU_00165,2023-01-01,member
MEM_NPG_00029_NPU_00039,NPG_00029,NPU_00039,2023-01-01,member
MEM_NPG_00030_NPU_00141,NPG_00030,NPU_00141,2023-01-01,member
MEM_NPG_00030_NPU_00144,NPG_00030,NPU_00144,2023-01-01,member
MEM_NPG_00030_NPU_00031,NPG_00030,NPU_00031,2023-01-01,member
MEM_NPG_00030_NPU_00151,NPG_00030,NPU_00151,2023-01-01,member
MEM_NPG_00031_NPU_00059,NPG_00031,NPU_00059,2023-01-01,member
MEM_NPG_00031_NPU_00094,NPG_00031,NPU_00094,2023-01-01,member
MEM_NPG_00031_NPU_00294,NPG_00031,NPU_00294,2023-01-01,member
MEM_NPG_00032_NPU_00013,NPG_00032,NPU_00013,2023-01-01,member
MEM_NPG_00032_NPU_00268,NPG_00032,NPU_00268,2023-01-01,member
MEM_NPG_00032_NPU_00199,NPG_00032,NPU_00199,2023-01-01,member
MEM_NPG_00032_NPU_00014,NPG_00032,NPU_00014,2023-01-01,member
MEM_NPG_00032_NPU_00070,NPG_00032,NPU_00070,2023-01-01,member
MEM_NPG_00032_NPU_00221,NPG_00032,NPU_00221,2023-01-01,member
MEM_NPG_00033_NPU_00238,NPG_00033,NPU_00238,2023-01-01,member
MEM_NPG_00033_NPU_00253,NPG_00033,NPU_00253,2023-01-01,member
MEM_NPG_00033_NPU_00209,NPG_00033,NPU_00209,2023-01-01,member
MEM_NPG_00033_NPU_00217,NPG_00033,NPU_00217,2023-01-01,member
MEM_NPG_00034_NPU_00112,NPG_00034,NPU_00112,2023-01-01,member
MEM_NPG_00034_NPU_00216,NPG_00034,NPU_00216,2023-01-01,member
MEM_NPG_00035_NPU_00206,NPG_00035,NPU_00206,2023-01-01,member
MEM_NPG_00035_NPU_00280,NPG_00035,NPU_00280,2023-01-01,member
MEM_NPG_00035_NPU_00239,NPG_00035,NPU_00239,2023-01-01,member
MEM_NPG_00035_NPU_00130,NPG_00035,NPU_00130,2023-01-01,member
MEM_NPG_00036_NPU_00177,NPG_00036,NPU_00177,2023-01-01,member
MEM_NPG_00036_NPU_00244,NPG_00036,NPU_00244,2023-01-01,member
MEM_NPG_00036_NPU_00071,NPG_00036,NPU_00071,2023-01-01,member
MEM_NPG_00036_NPU_00265,NPG_00036,NPU_00265,2023-01-01,member
MEM_NPG_00037_NPU_00134,NPG_00037,NPU_00134,2023-01-01,member
MEM_NPG_00037_NPU_00022,NPG_00037,NPU_00022,2023-01-01,member
MEM_NPG_00037_NPU_00195,NPG_00037,NPU_00195,2023-01-01,member
MEM_NPG_00038_NPU_00019,NPG_00038,NPU_00019,2023-01-01,member
MEM_NPG_00038_NPU_00123,NPG_00038,NPU_00123,2023-01-01,member
MEM_NPG_00038_NPU_00027,NPG_00038,NPU_00027,2023-01-01,member
MEM_NPG_00038_NPU_00119,NPG_00038,NPU_00119,2023-01-01,member
MEM_NPG_00038_NPU_00077,NPG_00038,NPU_00077,2023-01-01,member
MEM_NPG_00038_NPU_00072,NPG_00038,NPU_00072,2023-01-01,member
MEM_NPG_00038_NPU_00289,NPG_00038,NPU_00289,2023-01-01,member
MEM_NPG_00038_NPU_00211,NPG_00038,NPU_00211,2023-01-01,member
MEM_NPG_00038_NPU_00101,NPG_00038,NPU_00101,2023-01-01,member
MEM_NPG_00038_NPU_00009,NPG_00038,NPU_00009,2023-01-01,member
MEM_NPG_00038_NPU_00252,NPG_00038,NPU_00252,2023-01-01,member
MEM_NPG_00038_NPU_00249,NPG_00038,NPU_00249,2023-01-01,member
MEM_NPG_00039_NPU_00258,NPG_00039,NPU_00258,2023-01-01,member
MEM_NPG_00039_NPU_00183,NPG_00039,NPU_00183,2023-01-01,member
MEM_NPG_00039_NPU_00121,NPG_00039,NPU_00121,2023-01-01,member
MEM_NPG_00040_NPU_00141,NPG_00040,NPU_00141,2023-01-01,member
MEM_NPG_00040_NPU_00106,NPG_00040,NPU_00106,2023-01-01,member
MEM_NPG_00040_NPU_00164,NPG_00040,NPU_00164,2023-01-01,member
MEM_NPG_00040_NPU_00263,NPG_00040,NPU_00263,2023-01-01,member
MEM_NPG_00041_NPU_00125,NPG_00041,NPU_00125,2023-01-01,member
MEM_NPG_00041_NPU_00144,NPG_00041,NPU_00144,2023-01-01,member
MEM_NPG_00041_NPU_00116,NPG_00041,NPU_00116,2023-01-01,member
MEM_NPG_00042_NPU_00126,NPG_00042,NPU_00126,2023-01-01,member
MEM_NPG_00042_NPU_00246,NPG_00042,NPU_00246,2023-01-01,member
MEM_NPG_00042_NPU_00173,NPG_00042,NPU_00173,2023-01-01,member
MEM_NPG_00042_NPU_00111,NPG_00042,NPU_00111,2023-01-01,member
MEM_NPG_00042_NPU_00113,NPG_00042,NPU_00113,2023-01-01,member
MEM_NPG_00042_NPU_00061,NPG_00042,NPU_00061,2023-01-01,member
MEM_NPG_00042_NPU_00285,NPG_00042,NPU_00285,2023-01-01,member
MEM_NPG_00042_NPU_00251,NPG_00042,NPU_00251,2023-01-01,member
MEM_NPG_00042_NPU_00034,NPG_00042,NPU_00034,2023-01-01,member
MEM_NPG_00043_NPU_00159,NPG_00043,NPU_00159,2023-01-01,member
MEM_NPG_00043_NPU_00246,NPG_00043,NPU_00246,2023-01-01,member
MEM_NPG_00043_NPU_00188,NPG_00043,NPU_00188,2023-01-01,member
MEM_NPG_00043_NPU_00033,NPG_00043,NPU_00033,2023-01-01,member
MEM_NPG_00043_NPU_00086,NPG_00043,NPU_00086,2023-01-01,member
MEM_NPG_00043_NPU_00161,NPG_00043,NPU_00161,2023-01-01,member
MEM_NPG_00043_NPU_00262,NPG_00043,NPU_00262,2023-01-01,member
MEM_NPG_00044_NPU_00045,NPG_00044,NPU_00045,2023-01-01,member
MEM_NPG_00044_NPU_00024,NPG_00044,NPU_00024,2023-01-01,member
MEM_NPG_00044_NPU_00293,NPG_00044,NPU_00293,2023-01-01,member
MEM_NPG_00044_NPU_00234,NPG_00044,NPU_00234,2023-01-01,member
MEM_NPG_00044_NPU_00012,NPG_00044,NPU_00012,2023-01-01,member
MEM_NPG_00044_NPU_00075,NPG_00044,NPU_00075,2023-01-01,member
MEM_NPG_00044_NPU_00148,NPG_00044,NPU_00148,2023-01-01,member
MEM_NPG_00045_NPU_00283,NPG_00045,NPU_00283,2023-01-01,member
MEM_NPG_00045_NPU_00112,NPG_00045,NPU_00112,2023-01-01,member
MEM_NPG_00045_NPU_00060,NPG_00045,NPU_00060,2023-01-01,member
MEM_NPG_00045_NPU_00091,NPG_00045,NPU_00091,2023-01-01,member
MEM_NPG_00046_NPU_00252,NPG_00046,NPU_00252,2023-01-01,member
MEM_NPG_00046_NPU_00108,NPG_00046,NPU_00108,2023-01-01,member
MEM_NPG_00046_NPU_00148,NPG_00046,NPU_00148,2023-01-01,member
MEM_NPG_00046_NPU_00253,NPG_00046,NPU_00253,2023-01-01,member
MEM_NPG_00047_NPU_00280,NPG_00047,NPU_00280,2023-01-01,member
MEM_NPG_00047_NPU_00131,NPG_00047,NPU_00131,2023-01-01,member
MEM_NPG_00047_NPU_00033,NPG_00047,NPU_00033,2023-01-01,member
MEM_NPG_00047_NPU_00050,NPG_00047,NPU_00050,2023-01-01,member
MEM_NPG_00047_NPU_00043,NPG_00047,NPU_00043,2023-01-01,member
MEM_NPG_00047_NPU_00018,NPG_00047,NPU_00018,2023-01-01,member
MEM_NPG_00048_NPU_00283,NPG_00048,NPU_00283,2023-01-01,member
MEM_NPG_00048_NPU_00102,NPG_00048,NPU_00102,2023-01-01,member
MEM_NPG_00049_NPU_00190,NPG_00049,NPU_00190,2023-01-01,member
MEM_NPG_00049_NPU_00127,NPG_00049,NPU_00127,2023-01-01,member
MEM_NPG_00049_NPU_00236,NPG_00049,NPU_00236,2023-01-01,member
MEM_NPG_00049_NPU_00100,NPG_00049,NPU_00100,2023-01-01,member
MEM_NPG_00049_NPU_00133,NPG_00049,NPU_00133,2023-01-01,member
MEM_NPG_00049_NPU_00146,NPG_00049,NPU_00146,2023-01-01,member
MEM_NPG_00049_NPU_00072,NPG_00049,NPU_00072,2023-01-01,member
MEM_NPG_00049_NPU_00187,NPG_00049,NPU_00187,2023-01-01,member
MEM_NPG_00050_NPU_00291,NPG_00050,NPU_00291,2023-01-01,member
MEM_NPG_00050_NPU_00246,NPG_00050,NPU_00246,2023-01-01,member
MEM_NPG_00050_NPU_00052,NPG_00050,NPU_00052,2023-01-01,member
MEM_NPG_00050_NPU_00231,NPG_00050,NPU_00231,2023-01-01,member
MEM_NPG_00050_NPU_00125,NPG_00050,NPU_00125,2023-01-01,member
MEM_NPG_00050_NPU_00115,NPG_00050,NPU_00115,2023-01-01,member
MEM_NPG_00050_NPU_00289,NPG_00050,NPU_00289,2023-01-01,member
MEM_NPG_00051_NPU_00096,NPG_00051,NPU_00096,2023-01-01,member
MEM_NPG_00051_NPU_00090,NPG_00051,NPU_00090,2023-01-01,member
MEM_NPG_00051_NPU_00115,NPG_00051,NPU_00115,2023-01-01,member
MEM_NPG_00051_NPU_00109,NPG_00051,NPU_00109,2023-01-01,member
MEM_NPG_00052_NPU_00066,NPG_00052,NPU_00066,2023-01-01,member
MEM_NPG_00052_NPU_00176,NPG_00052,NPU_00176,2023-01-01,member
MEM_NPG_00052_NPU_00064,NPG_00052,NPU_00064,2023-01-01,member
MEM_NPG_00053_NPU_00014,NPG_00053,NPU_00014,2023-01-01,member
MEM_NPG_00053_NPU_00055,NPG_00053,NPU_00055,2023-01-01,member
MEM_NPG_00053_NPU_00067,NPG_00053,NPU_00067,2023-01-01,member
MEM_NPG_00053_NPU_00181,NPG_00053,NPU_00181,2023-01-01,member
MEM_NPG_00053_NPU_00004,NPG_00053,NPU_00004,2023-01-01,member
MEM_NPG_00053_NPU_00238,NPG_00053,NPU_00238,2023-01-01,member
MEM_NPG_00053_NPU_00240,NPG_00053,NPU_00240,2023-01-01,member
MEM_NPG_00053_NPU_00276,NPG_00053,NPU_00276,2023-01-01,member
MEM_NPG_00053_NPU_00144,NPG_00053,NPU_00144,2023-01-01,member
MEM_NPG_00053_NPU_00078,NPG_00053,NPU_00078,2023-01-01,member
MEM_NPG_00054_NPU_00277,NPG_00054,NPU_00277,2023-01-01,member
MEM_NPG_00054_NPU_00039,NPG_00054,NPU_00039,2023-01-01,member
MEM_NPG_00054_NPU_00126,NPG_00054,NPU_00126,2023-01-01,member
MEM_NPG_00054_NPU_00289,NPG_00054,NPU_00289,2023-01-01,member
MEM_NPG_00055_NPU_00264,NPG_00055,NPU_00264,2023-01-01,member
MEM_NPG_00055_NPU_00279,NPG_00055,NPU_00279,2023-01-01,member
MEM_NPG_00056_NPU_00064,NPG_00056,NPU_00064,2023-01-01,member
MEM_NPG_00056_NPU_00029,NPG_00056,NPU_00029,2023-01-01,member
MEM_NPG_00056_NPU_00100,NPG_00056,NPU_00100,2023-01-01,member
MEM_NPG_00057_NPU_00073,NPG_00057,NPU_00073,2023-01-01,member
MEM_NPG_00057_NPU_00257,NPG_00057,NPU_00257,2023-01-01,member
MEM_NPG_00057_NPU_00165,NPG_00057,NPU_00165,2023-01-01,member
MEM_NPG_00057_NPU_00079,NPG_00057,NPU_00079,2023-01-01,member
MEM_NPG_00057_NPU_00216,NPG_00057,NPU_00216,2023-01-01,member
MEM_NPG_00057_NPU_00052,NPG_00057,NPU_00052,2023-01-01,member
MEM_NPG_00057_NPU_00206,NPG_00057,NPU_00206,2023-01-01,member
MEM_NPG_00057_NPU_00160,NPG_00057,NPU_00160,2023-01-01,member
MEM_NPG_00057_NPU_00141,NPG_00057,NPU_00141,2023-01-01,member
MEM_NPG_00058_NPU_00249,NPG_00058,NPU_00249,2023-01-01,member
MEM_NPG_00058_NPU_00148,NPG_00058,NPU_00148,2023-01-01,member
MEM_NPG_00058_NPU_00279,NPG_00058,NPU_00279,2023-01-01,member
MEM_NPG_00058_NPU_00296,NPG_00058,NPU_00296,2023-01-01,member
MEM_NPG_00058_NPU_00197,NPG_00058,NPU_00197,2023-01-01,member
MEM_NPG_00058_NPU_00055,NPG_00058,NPU_00055,2023-01-01,member
MEM_NPG_00059_NPU_00258,NPG_00059,NPU_00258,2023-01-01,member
MEM_NPG_00059_NPU_00177,NPG_00059,NPU_00177,2023-01-01,member
MEM_NPG_00059_NPU_00058,NPG_00059,NPU_00058,2023-01-01,member
MEM_NPG_00059_NPU_00113,NPG_00059,NPU_00113,2023-01-01,member
MEM_NPG_00060_NPU_00157,NPG_00060,NPU_00157,2023-01-01,member
MEM_NPG_00060_NPU_00075,NPG_00060,NPU_00075,2023-01-01,member
MEM_NPG_00060_NPU_00197,NPG_00060,NPU_00197,2023-01-01,member
MEM_NPG_00060_NPU_00249,NPG_00060,NPU_00249,2023-01-01,member
MEM_NPG_00060_NPU_00115,NPG_00060,NPU_00115,2023-01-01,member
MEM_NPG_00060_NPU_00098,NPG_00060,NPU_00098,2023-01-01,member
MEM_NPG_00060_NPU_00208,NPG_00060,NPU_00208,2023-01-01,member
MEM_NPG_00061_NPU_00136,NPG_00061,NPU_00136,2023-01-01,member
MEM_NPG_00061_NPU_00097,NPG_00061,NPU_00097,2023-01-01,member
MEM_NPG_00061_NPU_00268,NPG_00061,NPU_00268,2023-01-01,member
MEM_NPG_00061_NPU_00295,NPG_00061,NPU_00295,2023-01-01,member
MEM_NPG_00061_NPU_00150,NPG_00061,NPU_00150,2023-01-01,member
MEM_NPG_00061_NPU_00218,NPG_00061,NPU_00218,2023-01-01,member
MEM_NPG_00061_NPU_00220,NPG_00061,NPU_00220,2023-01-01,member
MEM_NPG_00062_NPU_00233,NPG_00062,NPU_00233,2023-01-01,member
MEM_NPG_00062_NPU_00299,NPG_00062,NPU_00299,2023-01-01,member
MEM_NPG_00062_NPU_00283,NPG_00062,NPU_00283,2023-01-01,member
MEM_NPG_00063_NPU_00070,NPG_00063,NPU_00070,2023-01-01,member
MEM_NPG_00063_NPU_00209,NPG_00063,NPU_00209,2023-01-01,member
MEM_NPG_00063_NPU_00241,NPG_00063,NPU_00241,2023-01-01,member
MEM_NPG_00064_NPU_00222,NPG_00064,NPU_00222,2023-01-01,member
MEM_NPG_00064_NPU_00046,NPG_00064,NPU_00046,2023-01-01,member
MEM_NPG_00065_NPU_00293,NPG_00065,NPU_00293,2023-01-01,member
MEM_NPG_00065_NPU_00176,NPG_00065,NPU_00176,2023-01-01,member
MEM_NPG_00065_NPU_00185,NPG_00065,NPU_00185,2023-01-01,member
MEM_NPG_00065_NPU_00281,NPG_00065,NPU_00281,2023-01-01,member
MEM_NPG_00065_NPU_00008,NPG_00065,NPU_00008,2023-01-01,member
MEM_NPG_00066_NPU_00168,NPG_00066,NPU_00168,2023-01-01,member
MEM_NPG_00066_NPU_00243,NPG_00066,NPU_00243,2023-01-01,member
MEM_NPG_00066_NPU_00019,NPG_00066,NPU_00019,2023-01-01,member
MEM_NPG_00066_NPU_00046,NPG_00066,NPU_00046,2023-01-01,member
MEM_NPG_00066_NPU_00016,NPG_00066,NPU_00016,2023-01-01,member
