shared_expense_id,expense_id,group_id,paid_by_user_id,split_type,participant_count,settlement_status,days_to_settle
SHR_00003255,NPE_00003255,NPG_00083,NPU_00240,equal,4,settled,9
SHR_00003256,NPE_00003256,NPG_00087,NPU_00214,equal,5,settled,11
SHR_00003257,NPE_00003257,NPG_00088,NPU_00042,equal,6,settled,12
SHR_00003258,NPE_00003258,NPG_00092,NPU_00149,equal,7,settled,11
SHR_00003259,NPE_00003259,NPG_00102,NPU_00185,equal,2,settled,10
SHR_00003260,NPE_00003260,NPG_00106,NPU_00243,equal,3,settled,8
SHR_00003261,NPE_00003261,NPG_00110,NPU_00043,equal,3,settled,3
SHR_00003262,NPE_00003262,NPG_00118,NPU_00158,equal,9,settled,20
SHR_00003529,NPE_00003529,NPG_00017,NPU_00075,equal,4,settled,7
SHR_00003530,NPE_00003530,NPG_00025,NPU_00270,equal,5,settled,6
SHR_00003531,NPE_00003531,NPG_00037,NPU_00195,percentage,3,settled,13
SHR_00003532,NPE_00003532,NPG_00041,NPU_00125,equal,3,settled,0
SHR_00003533,NPE_00003533,NPG_00042,NPU_00251,equal,9,settled,8
SHR_00003534,NPE_00003534,NPG_00043,NPU_00086,equal,7,settled,8
SHR_00003535,NPE_00003535,NPG_00048,NPU_00102,equal,2,settled,4
SHR_00003536,NPE_00003536,NPG_00053,NPU_00144,equal,10,settled,7
SHR_00003537,NPE_00003537,NPG_00067,NPU_00110,equal,6,settled,4
SHR_00003538,NPE_00003538,NPG_00077,NPU_00290,equal,7,settled,9
SHR_00003539,NPE_00003539,NPG_00084,NPU_00062,equal,8,settled,15
SHR_00003540,NPE_00003540,NPG_00088,NPU_00042,equal,6,settled,10
SHR_00003541,NPE_00003541,NPG_00090,NPU_00289,equal,4,settled,8
SHR_00003542,NPE_00003542,NPG_00094,NPU_00106,percentage,8,settled,11
SHR_00003543,NPE_00003543,NPG_00103,NPU_00148,equal,4,settled,7
SHR_00003544,NPE_00003544,NPG_00107,NPU_00165,equal,7,settled,8
SHR_00003545,NPE_00003545,NPG_00108,NPU_00273,equal,6,settled,7
SHR_00003546,NPE_00003546,NPG_00114,NPU_00019,equal,3,settled,11
SHR_00003836,NPE_00003836,NPG_00014,NPU_00035,equal,3,settled,6
SHR_00003837,NPE_00003837,NPG_00017,NPU_00274,equal,4,settled,8
SHR_00003838,NPE_00003838,NPG_00021,NPU_00018,equal,5,settled,7
SHR_00003839,NPE_00003839,NPG_00031,NPU_00294,equal,3,settled,6
SHR_00003840,NPE_00003840,NPG_00039,NPU_00121,equal,3,settled,5
SHR_00003841,NPE_00003841,NPG_00046,NPU_00108,percentage,4,settled,6
SHR_00003842,NPE_00003842,NPG_00048,NPU_00102,equal,2,settled,4
SHR_00003843,NPE_00003843,NPG_00058,NPU_00148,custom,6,settled,10
SHR_00003844,NPE_00003844,NPG_00072,NPU_00140,custom,8,settled,15
SHR_00003845,NPE_00003845,NPG_00083,NPU_00291,equal,4,settled,7
SHR_00003846,NPE_00003846,NPG_00094,NPU_00172,percentage,8,settled,8
SHR_00003847,NPE_00003847,NPG_00096,NPU_00156,custom,3,settled,6
SHR_00003848,NPE_00003848,NPG_00097,NPU_00182,equal,5,settled,8
SHR_00003849,NPE_00003849,NPG_00103,NPU_00123,equal,4,settled,15
SHR_00003850,NPE_00003850,NPG_00111,NPU_00075,equal,3,settled,1
SHR_00003851,NPE_00003851,NPG_00118,NPU_00272,equal,9,settled,9
SHR_00004113,NPE_00004113,NPG_00002,NPU_00067,equal,2,settled,6
SHR_00004114,NPE_00004114,NPG_00009,NPU_00168,equal,4,settled,14
SHR_00004115,NPE_00004115,NPG_00015,NPU_00049,percentage,6,settled,10
SHR_00004116,NPE_00004116,NPG_00016,NPU_00280,custom,4,settled,16
SHR_00004117,NPE_00004117,NPG_00017,NPU_00031,equal,4,settled,8
SHR_00004118,NPE_00004118,NPG_00025,NPU_00270,equal,5,settled,3
SHR_00004119,NPE_00004119,NPG_00048,NPU_00102,equal,2,settled,11
SHR_00004120,NPE_00004120,NPG_00049,NPU_00100,custom,8,settled,4
SHR_00004121,NPE_00004121,NPG_00053,NPU_00181,equal,10,settled,6
SHR_00004122,NPE_00004122,NPG_00064,NPU_00046,custom,2,settled,18
SHR_00004123,NPE_00004123,NPG_00066,NPU_00016,equal,5,settled,5
SHR_00004124,NPE_00004124,NPG_00082,NPU_00198,equal,7,settled,8
SHR_00004125,NPE_00004125,NPG_00092,NPU_00159,equal,7,settled,11
SHR_00004126,NPE_00004126,NPG_00104,NPU_00115,equal,6,settled,10
SHR_00004127,NPE_00004127,NPG_00106,NPU_00245,equal,3,settled,12
SHR_00004128,NPE_00004128,NPG_00111,NPU_00296,equal,3,settled,1
SHR_00004129,NPE_00004129,NPG_00115,NPU_00142,equal,8,settled,9
SHR_00004613,NPE_00004613,NPG_00001,NPU_00027,equal,4,settled,1
SHR_00004614,NPE_00004614,NPG_00005,NPU_00254,equal,4,settled,13
SHR_00004615,NPE_00004615,NPG_00007,NPU_00096,equal,3,settled,4
SHR_00004616,NPE_00004616,NPG_00017,NPU_00274,equal,4,settled,10
SHR_00004617,NPE_00004617,NPG_00019,NPU_00134,equal,4,settled,9
SHR_00004618,NPE_00004618,NPG_00025,NPU_00270,equal,5,settled,9
SHR_00004619,NPE_00004619,NPG_00032,NPU_00268,equal,6,settled,9
SHR_00004620,NPE_00004620,NPG_00034,NPU_00216,percentage,2,settled,5
SHR_00004621,NPE_00004621,NPG_00046,NPU_00252,percentage,4,settled,16
SHR_00004622,NPE_00004622,NPG_00048,NPU_00102,equal,2,settled,6
SHR_00004623,NPE_00004623,NPG_00052,NPU_00066,equal,3,settled,9
SHR_00004624,NPE_00004624,NPG_00060,NPU_00075,equal,7,settled,13
SHR_00004625,NPE_00004625,NPG_00062,NPU_00233,custom,3,settled,8
SHR_00004626,NPE_00004626,NPG_00066,NPU_00019,equal,5,settled,7
SHR_00004627,NPE_00004627,NPG_00084,NPU_00083,equal,8,settled,13
SHR_00004628,NPE_00004628,NPG_00088,NPU_00096,equal,6,settled,3
SHR_00004629,NPE_00004629,NPG_00090,NPU_00234,equal,4,settled,11
SHR_00004630,NPE_00004630,NPG_00091,NPU_00059,equal,3,settled,4
SHR_00004631,NPE_00004631,NPG_00093,NPU_00263,equal,6,settled,14
SHR_00004632,NPE_00004632,NPG_00099,NPU_00143,equal,4,settled,9
SHR_00004633,NPE_00004633,NPG_00100,NPU_00013,percentage,2,settled,10
SHR_00004634,NPE_00004634,NPG_00104,NPU_00226,equal,6,settled,14
SHR_00004635,NPE_00004635,NPG_00108,NPU_00241,equal,6,settled,7
SHR_00004636,NPE_00004636,NPG_00109,NPU_00038,equal,2,settled,2
SHR_00004637,NPE_00004637,NPG_00118,NPU_00282,equal,9,settled,4
SHR_00004893,NPE_00004893,NPG_00001,NPU_00027,equal,4,settled,11
SHR_00004894,NPE_00004894,NPG_00006,NPU_00289,equal,6,settled,9
SHR_00004895,NPE_00004895,NPG_00024,NPU_00196,percentage,7,settled,3
SHR_00004896,NPE_00004896,NPG_00034,NPU_00216,percentage,2,settled,9
SHR_00004897,NPE_00004897,NPG_00043,NPU_00188,equal,7,settled,13
SHR_00004898,NPE_00004898,NPG_00046,NPU_00253,percentage,4,settled,10
SHR_00004899,NPE_00004899,NPG_00049,NPU_00127,custom,8,settled,4
SHR_00004900,NPE_00004900,NPG_00054,NPU_00277,equal,4,settled,2
SHR_00004901,NPE_00004901,NPG_00056,NPU_00064,equal,3,settled,6
SHR_00004902,NPE_00004902,NPG_00064,NPU_00222,custom,2,settled,11
SHR_00004903,NPE_00004903,NPG_00073,NPU_00178,equal,7,settled,9
SHR_00004904,NPE_00004904,NPG_00077,NPU_00263,equal,7,settled,7
SHR_00004905,NPE_00004905,NPG_00078,NPU_00285,equal,3,settled,11
SHR_00004906,NPE_00004906,NPG_00081,NPU_00036,custom,2,settled,3
SHR_00004907,NPE_00004907,NPG_00086,NPU_00194,equal,4,settled,6
SHR_00004908,NPE_00004908,NPG_00090,NPU_00289,equal,4,settled,3
SHR_00004909,NPE_00004909,NPG_00091,NPU_00218,equal,3,settled,8
SHR_00004910,NPE_00004910,NPG_00092,NPU_00057,equal,7,settled,11
SHR_00004911,NPE_00004911,NPG_00094,NPU_00251,percentage,8,settled,9
SHR_00004912,NPE_00004912,NPG_00098,NPU_00137,equal,3,settled,8
SHR_00004913,NPE_00004913,NPG_00100,NPU_00195,percentage,2,settled,10
SHR_00004914,NPE_00004914,NPG_00106,NPU_00245,equal,3,settled,14
SHR_00005286,NPE_00005286,NPG_00006,NPU_00222,equal,6,settled,6
SHR_00005287,NPE_00005287,NPG_00007,NPU_00107,equal,3,settled,5
SHR_00005288,NPE_00005288,NPG_00014,NPU_00093,equal,3,settled,5
SHR_00005289,NPE_00005289,NPG_00017,NPU_00274,equal,4,settled,9
SHR_00005290,NPE_00005290,NPG_00028,NPU_00193,equal,5,settled,16
SHR_00005291,NPE_00005291,NPG_00041,NPU_00116,equal,3,settled,3
SHR_00005292,NPE_00005292,NPG_00043,NPU_00033,equal,7,settled,5
SHR_00005293,NPE_00005293,NPG_00046,NPU_00148,percentage,4,settled,2
SHR_00005294,NPE_00005294,NPG_00048,NPU_00102,equal,2,settled,3
SHR_00005295,NPE_00005295,NPG_00049,NPU_00127,custom,8,settled,15
SHR_00005296,NPE_00005296,NPG_00058,NPU_00296,custom,6,settled,11
SHR_00005297,NPE_00005297,NPG_00063,NPU_00209,equal,3,settled,0
SHR_00005298,NPE_00005298,NPG_00064,NPU_00046,custom,2,settled,5
SHR_00005299,NPE_00005299,NPG_00065,NPU_00008,equal,5,settled,6
SHR_00005300,NPE_00005300,NPG_00082,NPU_00198,equal,7,settled,9
SHR_00005301,NPE_00005301,NPG_00083,NPU_00291,equal,4,settled,6
SHR_00005302,NPE_00005302,NPG_00084,NPU_00083,equal,8,settled,4
SHR_00005303,NPE_00005303,NPG_00087,NPU_00214,equal,5,settled,6
SHR_00005304,NPE_00005304,NPG_00091,NPU_00218,equal,3,settled,11
SHR_00005305,NPE_00005305,NPG_00094,NPU_00251,percentage,8,settled,15
SHR_00005306,NPE_00005306,NPG_00100,NPU_00013,percentage,2,settled,11
SHR_00005307,NPE_00005307,NPG_00103,NPU_00295,equal,4,settled,6
SHR_00005308,NPE_00005308,NPG_00106,NPU_00083,equal,3,settled,9
SHR_00005309,NPE_00005309,NPG_00109,NPU_00038,equal,2,settled,12
SHR_00005310,NPE_00005310,NPG_00111,NPU_00296,equal,3,settled,4
SHR_00005742,NPE_00005742,NPG_00002,NPU_00160,equal,2,settled,5
SHR_00005743,NPE_00005743,NPG_00007,NPU_00017,equal,3,settled,1
SHR_00005744,NPE_00005744,NPG_00013,NPU_00268,equal,4,settled,3
SHR_00005745,NPE_00005745,NPG_00014,NPU_00093,equal,3,settled,8
SHR_00005746,NPE_00005746,NPG_00015,NPU_00201,percentage,6,settled,14
SHR_00005747,NPE_00005747,NPG_00016,NPU_00022,custom,4,settled,10
SHR_00005748,NPE_00005748,NPG_00021,NPU_00204,equal,5,settled,3
SHR_00005749,NPE_00005749,NPG_00025,NPU_00191,equal,5,settled,0
SHR_00005750,NPE_00005750,NPG_00032,NPU_00070,equal,6,settled,6
SHR_00005751,NPE_00005751,NPG_00037,NPU_00134,percentage,3,settled,11
SHR_00005752,NPE_00005752,NPG_00038,NPU_00019,custom,12,pending,22
SHR_00005753,NPE_00005753,NPG_00044,NPU_00024,equal,7,settled,13
SHR_00005754,NPE_00005754,NPG_00055,NPU_00264,equal,2,settled,10
SHR_00005755,NPE_00005755,NPG_00061,NPU_00097,equal,7,settled,8
SHR_00005756,NPE_00005756,NPG_00067,NPU_00259,equal,6,settled,10
SHR_00005757,NPE_00005757,NPG_00073,NPU_00048,equal,7,settled,11
SHR_00005758,NPE_00005758,NPG_00077,NPU_00050,equal,7,settled,10
SHR_00005759,NPE_00005759,NPG_00088,NPU_00161,equal,6,settled,9
SHR_00005760,NPE_00005760,NPG_00100,NPU_00195,percentage,2,settled,20
SHR_00005761,NPE_00005761,NPG_00108,NPU_00096,equal,6,settled,5
SHR_00005762,NPE_00005762,NPG_00112,NPU_00062,equal,8,settled,21
SHR_00005763,NPE_00005763,NPG_00115,NPU_00072,equal,8,settled,10
SHR_00006038,NPE_00006038,NPG_00006,NPU_00242,equal,6,settled,9
SHR_00006039,NPE_00006039,NPG_00008,NPU_00197,equal,9,settled,12
SHR_00006040,NPE_00006040,NPG_00009,NPU_00168,equal,4,settled,18
SHR_00006041,NPE_00006041,NPG_00014,NPU_00093,equal,3,settled,9
SHR_00006042,NPE_00006042,NPG_00015,NPU_00201,percentage,6,settled,13
SHR_00006043,NPE_00006043,NPG_00020,NPU_00194,custom,5,settled,16
SHR_00006044,NPE_00006044,NPG_00046,NPU_00108,percentage,4,settled,6
SHR_00006045,NPE_00006045,NPG_00054,NPU_00289,equal,4,settled,20
SHR_00006046,NPE_00006046,NPG_00055,NPU_00279,equal,2,settled,6
