goal_id,user_id,goal_type,target_amount_npr,monthly_target_npr
GOAL_NPU_00081,NPU_00081,device_purchase,992644.06,22610.0
GOAL_NPU_00082,NPU_00082,education,39046.01,320.0
GOAL_NPU_00083,NPU_00083,education,195138.79,6356.0
GOAL_NPU_00084,NPU_00084,travel,258887.97,7532.0
GOAL_NPU_00085,NPU_00085,education,652962.42,22968.0
GOAL_NPU_00086,NPU_00086,device_purchase,39762.35,828.0
GOAL_NPU_00087,NPU_00087,emergency_fund,799679.54,10990.0
GOAL_NPU_00088,NPU_00088,education,165792.55,7742.0
GOAL_NPU_00089,NPU_00089,education,292187.21,7390.0
GOAL_NPU_00090,NPU_00090,device_purchase,401860.36,2535.0
GOAL_NPU_00091,NPU_00091,education,381008.12,9730.0
GOAL_NPU_00092,NPU_00092,debt_reduction,473242.5,2975.0
GOAL_NPU_00093,NPU_00093,debt_reduction,74629.98,928.0
GOAL_NPU_00094,NPU_00094,travel,119743.75,7560.0
GOAL_NPU_00095,NPU_00095,education,248956.47,4712.0
GOAL_NPU_00096,NPU_00096,travel,300310.09,1140.0
GOAL_NPU_00097,NPU_00097,emergency_fund,581984.08,6680.0
GOAL_NPU_00098,NPU_00098,device_purchase,1101814.99,22288.0
GOAL_NPU_00099,NPU_00099,education,986854.57,3354.0
GOAL_NPU_00100,NPU_00100,debt_reduction,334075.06,5736.0
GOAL_NPU_00101,NPU_00101,travel,171583.28,1080.0
GOAL_NPU_00102,NPU_00102,education,64198.75,484.0
GOAL_NPU_00103,NPU_00103,debt_reduction,530681.04,20796.0
GOAL_NPU_00104,NPU_00104,emergency_fund,139262.75,1908.0
GOAL_NPU_00105,NPU_00105,travel,70883.62,3400.0
GOAL_NPU_00106,NPU_00106,debt_reduction,39262.08,912.0
GOAL_NPU_00107,NPU_00107,travel,462374.29,8330.0
GOAL_NPU_00108,NPU_00108,education,376946.02,10680.0
GOAL_NPU_00109,NPU_00109,education,851035.94,3080.0
GOAL_NPU_00110,NPU_00110,travel,119643.8,860.0
GOAL_NPU_00111,NPU_00111,travel,678053.89,7968.0
GOAL_NPU_00112,NPU_00112,debt_reduction,451261.78,3760.0
GOAL_NPU_00113,NPU_00113,education,836115.76,7425.0
GOAL_NPU_00114,NPU_00114,travel,509560.74,3365.0
GOAL_NPU_00115,NPU_00115,travel,144093.67,840.0
GOAL_NPU_00116,NPU_00116,debt_reduction,222723.63,11940.0
GOAL_NPU_00117,NPU_00117,device_purchase,102944.68,1688.0
GOAL_NPU_00118,NPU_00118,emergency_fund,366586.37,13872.0
GOAL_NPU_00119,NPU_00119,travel,1194219.62,22078.0
GOAL_NPU_00120,NPU_00120,travel,289783.81,6304.0
GOAL_NPU_00121,NPU_00121,education,525365.92,13370.0
GOAL_NPU_00122,NPU_00122,education,48564.24,320.0
GOAL_NPU_00123,NPU_00123,travel,1120262.72,17520.0
GOAL_NPU_00124,NPU_00124,device_purchase,416235.43,13640.0
GOAL_NPU_00125,NPU_00125,debt_reduction,275635.9,3935.0
GOAL_NPU_00126,NPU_00126,debt_reduction,195711.51,2400.0
GOAL_NPU_00127,NPU_00127,device_purchase,271290.75,14406.0
GOAL_NPU_00128,NPU_00128,emergency_fund,292832.7,8440.0
GOAL_NPU_00129,NPU_00129,travel,203561.46,1220.0
GOAL_NPU_00130,NPU_00130,device_purchase,1441811.9,22104.0
GOAL_NPU_00131,NPU_00131,device_purchase,133848.89,3904.0
GOAL_NPU_00132,NPU_00132,device_purchase,641767.81,8080.0
GOAL_NPU_00133,NPU_00133,device_purchase,36485.62,460.0
GOAL_NPU_00134,NPU_00134,education,82398.08,432.0
GOAL_NPU_00135,NPU_00135,debt_reduction,481598.18,10208.0
GOAL_NPU_00136,NPU_00136,travel,145369.57,4900.0
GOAL_NPU_00137,NPU_00137,travel,149294.79,4900.0
GOAL_NPU_00138,NPU_00138,travel,105836.04,884.0
GOAL_NPU_00139,NPU_00139,debt_reduction,38181.08,320.0
GOAL_NPU_00140,NPU_00140,debt_reduction,258045.81,2703.0
GOAL_NPU_00141,NPU_00141,emergency_fund,674996.42,4780.0
GOAL_NPU_00142,NPU_00142,device_purchase,179337.81,934.0
GOAL_NPU_00143,NPU_00143,education,356474.79,13120.0
GOAL_NPU_00144,NPU_00144,debt_reduction,91110.57,6706.0
GOAL_NPU_00145,NPU_00145,emergency_fund,389527.84,5465.0
GOAL_NPU_00146,NPU_00146,emergency_fund,510657.18,19224.0
GOAL_NPU_00147,NPU_00147,emergency_fund,70809.06,1244.0
GOAL_NPU_00148,NPU_00148,travel,261880.46,8510.0
GOAL_NPU_00149,NPU_00149,emergency_fund,157885.0,4900.0
GOAL_NPU_00150,NPU_00150,emergency_fund,54587.24,1017.0
GOAL_NPU_00151,NPU_00151,travel,829800.84,34056.0
GOAL_NPU_00152,NPU_00152,education,428107.16,6730.0
GOAL_NPU_00153,NPU_00153,debt_reduction,23423.24,608.0
GOAL_NPU_00154,NPU_00154,education,188912.3,4900.0
GOAL_NPU_00155,NPU_00155,device_purchase,326500.22,1518.0
GOAL_NPU_00156,NPU_00156,education,426385.18,7510.0
GOAL_NPU_00157,NPU_00157,debt_reduction,236722.21,2040.0
GOAL_NPU_00158,NPU_00158,education,890199.2,19992.0
GOAL_NPU_00159,NPU_00159,travel,305361.03,15760.0
GOAL_NPU_00160,NPU_00160,travel,492519.78,7056.0
GOAL_NPU_00161,NPU_00161,emergency_fund,103633.2,5306.0
GOAL_NPU_00162,NPU_00162,debt_reduction,105059.93,4900.0
GOAL_NPU_00163,NPU_00163,debt_reduction,182035.8,5222.0
GOAL_NPU_00164,NPU_00164,debt_reduction,125510.12,672.0
GOAL_NPU_00165,NPU_00165,device_purchase,260183.09,3256.0
GOAL_NPU_00166,NPU_00166,education,123787.9,4900.0
GOAL_NPU_00167,NPU_00167,education,392589.18,9450.0
GOAL_NPU_00168,NPU_00168,travel,203593.91,2040.0
GOAL_NPU_00169,NPU_00169,education,395756.13,3375.0
GOAL_NPU_00170,NPU_00170,education,160135.73,6020.0
GOAL_NPU_00171,NPU_00171,debt_reduction,277967.18,17206.0
GOAL_NPU_00172,NPU_00172,device_purchase,361061.86,7644.0
GOAL_NPU_00173,NPU_00173,device_purchase,1012123.88,12750.0
GOAL_NPU_00174,NPU_00174,debt_reduction,65331.36,972.0
GOAL_NPU_00175,NPU_00175,travel,264560.72,4900.0
GOAL_NPU_00176,NPU_00176,education,329718.04,7856.0
GOAL_NPU_00177,NPU_00177,emergency_fund,73445.55,2500.0
GOAL_NPU_00178,NPU_00178,emergency_fund,254562.74,4900.0
GOAL_NPU_00179,NPU_00179,education,167902.83,4745.0
GOAL_NPU_00180,NPU_00180,device_purchase,366139.23,6864.0
GOAL_NPU_00181,NPU_00181,education,61437.05,776.0
GOAL_NPU_00182,NPU_00182,debt_reduction,270283.24,3384.0
GOAL_NPU_00183,NPU_00183,debt_reduction,366110.15,11940.0
GOAL_NPU_00184,NPU_00184,device_purchase,168786.71,840.0
GOAL_NPU_00185,NPU_00185,education,180855.55,1188.0
GOAL_NPU_00186,NPU_00186,travel,429362.31,5765.0
GOAL_NPU_00187,NPU_00187,debt_reduction,507138.09,5808.0
GOAL_NPU_00188,NPU_00188,device_purchase,64420.43,1100.0
GOAL_NPU_00189,NPU_00189,device_purchase,228288.96,1680.0
GOAL_NPU_00190,NPU_00190,education,435991.66,15996.0
GOAL_NPU_00191,NPU_00191,debt_reduction,695044.33,23304.0
GOAL_NPU_00192,NPU_00192,emergency_fund,231920.31,9230.0
GOAL_NPU_00193,NPU_00193,device_purchase,322938.16,9144.0
GOAL_NPU_00194,NPU_00194,debt_reduction,513634.45,10160.0
GOAL_NPU_00195,NPU_00195,debt_reduction,126671.31,4600.0
GOAL_NPU_00196,NPU_00196,travel,69241.82,840.0
GOAL_NPU_00197,NPU_00197,emergency_fund,1567899.11,15728.0
GOAL_NPU_00198,NPU_00198,debt_reduction,1625964.66,20580.0
GOAL_NPU_00199,NPU_00199,device_purchase,258119.33,5040.0
GOAL_NPU_00200,NPU_00200,education,181275.92,4185.0
GOAL_NPU_00201,NPU_00201,travel,1217427.88,22610.0
GOAL_NPU_00202,NPU_00202,debt_reduction,127925.82,788.0
GOAL_NPU_00203,NPU_00203,travel,199741.68,1088.0
GOAL_NPU_00204,NPU_00204,education,633302.54,12972.0
GOAL_NPU_00205,NPU_00205,education,50631.66,1300.0
GOAL_NPU_00206,NPU_00206,device_purchase,77698.82,416.0
GOAL_NPU_00207,NPU_00207,debt_reduction,164901.89,2571.0
GOAL_NPU_00208,NPU_00208,travel,434121.84,1692.0
GOAL_NPU_00209,NPU_00209,emergency_fund,347206.07,11850.0
GOAL_NPU_00210,NPU_00210,debt_reduction,258625.48,2012.0
GOAL_NPU_00211,NPU_00211,debt_reduction,169857.24,1401.0
GOAL_NPU_00212,NPU_00212,education,170723.51,4850.0
GOAL_NPU_00213,NPU_00213,education,68911.84,3600.0
GOAL_NPU_00214,NPU_00214,travel,60980.5,1332.0
GOAL_NPU_00215,NPU_00215,travel,395578.24,1138.0
GOAL_NPU_00216,NPU_00216,device_purchase,182832.42,710.0
GOAL_NPU_00217,NPU_00217,debt_reduction,78089.67,5292.0
GOAL_NPU_00218,NPU_00218,travel,16770.53,404.0
GOAL_NPU_00219,NPU_00219,travel,257651.18,3600.0
GOAL_NPU_00220,NPU_00220,travel,647961.9,14800.0
GOAL_NPU_00221,NPU_00221,emergency_fund,93885.1,640.0
GOAL_NPU_00222,NPU_00222,device_purchase,532548.23,6080.0
GOAL_NPU_00223,NPU_00223,device_purchase,122486.05,5560.0
GOAL_NPU_00224,NPU_00224,education,466430.21,6616.0
GOAL_NPU_00225,NPU_00225,debt_reduction,1146696.75,17680.0
GOAL_NPU_00226,NPU_00226,device_purchase,139628.78,840.0
GOAL_NPU_00227,NPU_00227,device_purchase,838266.16,19170.0
GOAL_NPU_00228,NPU_00228,travel,523449.9,2068.0
GOAL_NPU_00229,NPU_00229,emergency_fund,194935.87,6840.0
GOAL_NPU_00230,NPU_00230,device_purchase,586468.1,1856.0
GOAL_NPU_00231,NPU_00231,education,694046.69,21364.0
GOAL_NPU_00232,NPU_00232,debt_reduction,355022.69,7264.0
GOAL_NPU_00233,NPU_00233,debt_reduction,640368.44,11920.0
GOAL_NPU_00234,NPU_00234,travel,1102025.24,14160.0
GOAL_NPU_00235,NPU_00235,debt_reduction,291761.49,9604.0
GOAL_NPU_00236,NPU_00236,emergency_fund,574308.8,13104.0
GOAL_NPU_00237,NPU_00237,travel,122707.9,620.0
GOAL_NPU_00238,NPU_00238,debt_reduction,66300.63,928.0
GOAL_NPU_00239,NPU_00239,travel,227023.33,2511.0
GOAL_NPU_00240,NPU_00240,debt_reduction,354984.01,2550.0
GOAL_NPU_00241,NPU_00241,travel,797826.39,5475.0
GOAL_NPU_00242,NPU_00242,debt_reduction,338106.38,9366.0
GOAL_NPU_00243,NPU_00243,travel,290207.54,4135.0
GOAL_NPU_00244,NPU_00244,education,233376.8,3656.0
GOAL_NPU_00245,NPU_00245,travel,438794.56,22610.0
GOAL_NPU_00246,NPU_00246,device_purchase,664678.96,13668.0
GOAL_NPU_00247,NPU_00247,debt_reduction,37465.02,892.0
GOAL_NPU_00248,NPU_00248,education,352187.88,14742.0
GOAL_NPU_00249,NPU_00249,travel,813561.34,2226.0
GOAL_NPU_00250,NPU_00250,device_purchase,411191.39,5240.0
GOAL_NPU_00251,NPU_00251,emergency_fund,153727.03,1256.0
GOAL_NPU_00252,NPU_00252,travel,600935.36,2409.0
GOAL_NPU_00253,NPU_00253,debt_reduction,452702.25,7380.0
GOAL_NPU_00254,NPU_00254,emergency_fund,198566.56,1258.0
GOAL_NPU_00255,NPU_00255,education,81626.38,1288.0
GOAL_NPU_00256,NPU_00256,debt_reduction,564393.92,7336.0
GOAL_NPU_00257,NPU_00257,emergency_fund,473213.49,3180.0
GOAL_NPU_00258,NPU_00258,device_purchase,351728.33,13912.0
GOAL_NPU_00259,NPU_00259,emergency_fund,539442.9,15776.0
GOAL_NPU_00260,NPU_00260,device_purchase,466533.86,1402.0
GOAL_NPU_00261,NPU_00261,debt_reduction,408323.93,8134.0
GOAL_NPU_00262,NPU_00262,travel,559843.51,5968.0
GOAL_NPU_00263,NPU_00263,travel,1453389.89,18510.0
GOAL_NPU_00264,NPU_00264,device_purchase,382374.57,7112.0
GOAL_NPU_00265,NPU_00265,debt_reduction,182150.86,10052.0
GOAL_NPU_00266,NPU_00266,device_purchase,546959.28,4090.0
GOAL_NPU_00267,NPU_00267,emergency_fund,429707.0,6688.0
GOAL_NPU_00268,NPU_00268,debt_reduction,258208.98,8536.0
GOAL_NPU_00269,NPU_00269,device_purchase,3135220.61,51000.0
GOAL_NPU_00270,NPU_00270,travel,101488.88,716.0
GOAL_NPU_00271,NPU_00271,education,254873.19,19548.0
GOAL_NPU_00272,NPU_00272,debt_reduction,224525.42,1996.0
GOAL_NPU_00273,NPU_00273,device_purchase,334179.31,2165.0
GOAL_NPU_00274,NPU_00274,debt_reduction,302296.94,16752.0
GOAL_NPU_00275,NPU_00275,education,443751.78,15336.0
GOAL_NPU_00276,NPU_00276,education,168344.88,3045.0
GOAL_NPU_00277,NPU_00277,emergency_fund,107620.2,6482.0
GOAL_NPU_00278,NPU_00278,debt_reduction,110113.25,908.0
GOAL_NPU_00279,NPU_00279,device_purchase,286968.2,4968.0
GOAL_NPU_00280,NPU_00280,travel,249747.91,6832.0
GOAL_NPU_00281,NPU_00281,device_purchase,53845.86,1244.0
GOAL_NPU_00282,NPU_00282,debt_reduction,210948.78,5048.0
GOAL_NPU_00283,NPU_00283,emergency_fund,660360.01,8340.0
GOAL_NPU_00284,NPU_00284,emergency_fund,132670.86,1068.0
GOAL_NPU_00285,NPU_00285,debt_reduction,1735280.36,27200.0
GOAL_NPU_00286,NPU_00286,emergency_fund,524823.65,1342.0
GOAL_NPU_00287,NPU_00287,emergency_fund,349961.15,7994.0
GOAL_NPU_00288,NPU_00288,emergency_fund,83473.31,6104.0
GOAL_NPU_00289,NPU_00289,education,251388.63,1086.0
GOAL_NPU_00290,NPU_00290,emergency_fund,270145.68,3832.0
GOAL_NPU_00291,NPU_00291,device_purchase,398539.44,9954.0
GOAL_NPU_00292,NPU_00292,debt_reduction,454610.66,4715.0
GOAL_NPU_00293,NPU_00293,travel,43417.62,320.0
GOAL_NPU_00294,NPU_00294,education,650605.43,4450.0
GOAL_NPU_00295,NPU_00295,emergency_fund,305913.82,7084.0
GOAL_NPU_00296,NPU_00296,education,1137327.94,23856.0
GOAL_NPU_00297,NPU_00297,travel,472085.24,8834.0
GOAL_NPU_00298,NPU_00298,travel,406546.94,12040.0
GOAL_NPU_00299,NPU_00299,debt_reduction,198596.88,4135.0
GOAL_NPU_00300,NPU_00300,education,332654.58,3600.0
