income_id,user_id,income_date,income_amount_npr,income_source,is_expected
INC_NPU_00002_202505,NPU_00002,2025-05-01,94690.61,salary,True
INC_NPU_00002_202506,NPU_00002,2025-06-03,95780.35,salary,True
INC_NPU_00002_202507,NPU_00002,2025-07-01,92935.14,salary,True
INC_NPU_00002_202508,NPU_00002,2025-08-01,93035.47,salary,True
INC_NPU_00002_202509,NPU_00002,2025-09-02,95283.39,salary,True
INC_NPU_00002_202510,NPU_00002,2025-10-02,98367.71,salary,True
INC_NPU_00002_202511,NPU_00002,2025-11-03,94232.53,salary,True
INC_NPU_00002_202512,NPU_00002,2025-12-03,92636.55,salary,True
INC_NPU_00003_202301,NPU_00003,2023-01-02,136452.65,salary,True
INC_NPU_00003_202302,NPU_00003,2023-02-01,138997.74,salary,True
INC_NPU_00003_202303,NPU_00003,2023-03-02,141747.85,salary,True
INC_NPU_00003_202304,NPU_00003,2023-04-01,147233.08,salary,True
INC_NPU_00003_202305,NPU_00003,2023-05-02,138532.96,salary,True
INC_NPU_00003_202306,NPU_00003,2023-06-02,139600.79,salary,True
INC_NPU_00003_202307,NPU_00003,2023-07-02,144156.58,salary,True
INC_NPU_00003_202308,NPU_00003,2023-08-02,140227.8,salary,True
INC_NPU_00003_202309,NPU_00003,2023-09-02,139987.34,salary,True
INC_NPU_00003_202310,NPU_00003,2023-10-01,143477.05,salary,True
INC_NPU_00003_202311,NPU_00003,2023-11-02,139666.08,salary,True
INC_NPU_00003_202312,NPU_00003,2023-12-02,136658.24,salary,True
INC_NPU_00003_202401,NPU_00003,2024-01-05,142781.52,salary,True
INC_NPU_00003_202402,NPU_00003,2024-02-01,134961.47,salary,True
INC_NPU_00003_202403,NPU_00003,2024-03-01,142231.26,salary,True
INC_NPU_00003_202404,NPU_00003,2024-04-02,139377.96,salary,True
INC_NPU_00003_202405,NPU_00003,2024-05-03,138561.47,salary,True
INC_NPU_00003_202406,NPU_00003,2024-06-02,138491.95,salary,True
INC_NPU_00003_202407,NPU_00003,2024-07-05,138987.17,salary,True
INC_NPU_00003_202408,NPU_00003,2024-08-02,138164.88,salary,True
INC_NPU_00003_202409,NPU_00003,2024-09-03,140633.56,salary,True
INC_NPU_00003_202410,NPU_00003,2024-10-03,138257.9,salary,True
INC_NPU_00003_202411,NPU_00003,2024-11-04,134044.49,salary,True
INC_NPU_00003_202412,NPU_00003,2024-12-03,139398.43,salary,True
INC_NPU_00003_202501,NPU_00003,2025-01-05,142078.53,salary,True
INC_NPU_00003_202502,NPU_00003,2025-02-01,133896.95,salary,True
INC_NPU_00003_202503,NPU_00003,2025-03-01,139380.16,salary,True
INC_NPU_00003_202504,NPU_00003,2025-04-05,138111.59,salary,True
INC_NPU_00003_202505,NPU_00003,2025-05-02,142000.2,salary,True
INC_NPU_00003_202506,NPU_00003,2025-06-04,138672.81,salary,True
INC_NPU_00003_202507,NPU_00003,2025-07-01,141544.63,salary,True
INC_NPU_00003_202508,NPU_00003,2025-08-04,141197.03,salary,True
INC_NPU_00003_202509,NPU_00003,2025-09-02,141278.54,salary,True
INC_NPU_00003_202510,NPU_00003,2025-10-05,143745.98,salary,True
INC_NPU_00003_202511,NPU_00003,2025-11-03,138768.64,salary,True
INC_NPU_00003_202512,NPU_00003,2025-12-01,139560.06,salary,True
INC_NPU_00004_202301,NPU_00004,2023-01-02,18653.41,salary,True
INC_NPU_00004_202302,NPU_00004,2023-02-02,18532.55,salary,True
INC_NPU_00004_202303,NPU_00004,2023-03-03,18404.28,salary,True
INC_NPU_00004_202304,NPU_00004,2023-04-01,18166.74,salary,True
INC_NPU_00004_202305,NPU_00004,2023-05-01,18504.06,salary,True
INC_NPU_00004_202306,NPU_00004,2023-06-02,17945.97,salary,True
INC_NPU_00004_202307,NPU_00004,2023-07-03,17746.04,salary,True
INC_NPU_00004_202308,NPU_00004,2023-08-01,18086.23,salary,True
INC_NPU_00004_202309,NPU_00004,2023-09-01,18744.71,salary,True
INC_NPU_00004_202310,NPU_00004,2023-10-01,18585.57,salary,True
INC_NPU_00004_202311,NPU_00004,2023-11-01,18748.68,salary,True
INC_NPU_00004_202312,NPU_00004,2023-12-01,18243.98,salary,True
INC_NPU_00004_202401,NPU_00004,2024-01-01,18886.19,salary,True
INC_NPU_00004_202402,NPU_00004,2024-02-02,17983.12,salary,True
INC_NPU_00004_202403,NPU_00004,2024-03-01,18098.69,salary,True
INC_NPU_00004_202404,NPU_00004,2024-04-04,18878.92,salary,True
INC_NPU_00004_202405,NPU_00004,2024-05-01,18558.18,salary,True
INC_NPU_00004_202406,NPU_00004,2024-06-02,18751.05,salary,True
INC_NPU_00004_202407,NPU_00004,2024-07-01,18587.16,salary,True
INC_NPU_00004_202408,NPU_00004,2024-08-03,18292.13,salary,True
INC_NPU_00004_202409,NPU_00004,2024-09-05,18058.08,salary,True
INC_NPU_00004_202410,NPU_00004,2024-10-01,17823.49,salary,True
INC_NPU_00004_202411,NPU_00004,2024-11-01,19169.3,salary,True
INC_NPU_00004_202412,NPU_00004,2024-12-01,17898.35,salary,True
INC_NPU_00004_202501,NPU_00004,2025-01-03,19026.18,salary,True
INC_NPU_00004_202502,NPU_00004,2025-02-02,18537.54,salary,True
INC_NPU_00004_202503,NPU_00004,2025-03-02,18598.69,salary,True
INC_NPU_00004_202504,NPU_00004,2025-04-04,18573.86,salary,True
INC_NPU_00004_202505,NPU_00004,2025-05-01,18700.86,salary,True
INC_NPU_00004_202506,NPU_00004,2025-06-02,18210.22,salary,True
INC_NPU_00004_202507,NPU_00004,2025-07-01,17702.27,salary,True
INC_NPU_00004_202508,NPU_00004,2025-08-02,18284.81,salary,True
INC_NPU_00004_202509,NPU_00004,2025-09-01,18667.62,salary,True
INC_NPU_00004_202510,NPU_00004,2025-10-05,18101.98,salary,True
INC_NPU_00004_202511,NPU_00004,2025-11-05,18896.38,salary,True
INC_NPU_00004_202512,NPU_00004,2025-12-05,18451.89,salary,True
INC_NPU_00005_202301,NPU_00005,2023-01-01,59779.04,salary,True
INC_NPU_00005_202302,NPU_00005,2023-02-05,61380.32,salary,True
INC_NPU_00005_202303,NPU_00005,2023-03-05,61733.0,salary,True
INC_NPU_00005_202304,NPU_00005,2023-04-01,61824.02,salary,True
INC_NPU_00005_202305,NPU_00005,2023-05-02,57629.4,salary,True
INC_NPU_00005_202306,NPU_00005,2023-06-02,57469.7,salary,True
INC_NPU_00005_202307,NPU_00005,2023-07-01,62455.03,salary,True
INC_NPU_00005_202308,NPU_00005,2023-08-01,59405.39,salary,True
INC_NPU_00005_202309,NPU_00005,2023-09-04,62456.93,salary,True
INC_NPU_00005_202310,NPU_00005,2023-10-02,62581.89,salary,True
INC_NPU_00005_202311,NPU_00005,2023-11-05,59740.51,salary,True
INC_NPU_00005_202312,NPU_00005,2023-12-01,59954.92,salary,True
INC_NPU_00005_202401,NPU_00005,2024-01-01,62096.49,salary,True
INC_NPU_00005_202402,NPU_00005,2024-02-05,60706.0,salary,True
INC_NPU_00005_202403,NPU_00005,2024-03-01,62783.26,salary,True
INC_NPU_00005_202404,NPU_00005,2024-04-01,63163.58,salary,True
INC_NPU_00005_202405,NPU_00005,2024-05-01,59777.79,salary,True
INC_NPU_00005_202406,NPU_00005,2024-06-05,60218.82,salary,True
INC_NPU_00005_202407,NPU_00005,2024-07-03,61316.07,salary,True
INC_NPU_00005_202408,NPU_00005,2024-08-01,58531.23,salary,True
INC_NPU_00005_202409,NPU_00005,2024-09-03,58993.3,salary,True
INC_NPU_00005_202410,NPU_00005,2024-10-01,60087.26,salary,True
INC_NPU_00005_202411,NPU_00005,2024-11-03,63649.18,salary,True
INC_NPU_00005_202412,NPU_00005,2024-12-01,61500.33,salary,True
INC_NPU_00005_202501,NPU_00005,2025-01-02,60399.55,salary,True
INC_NPU_00005_202502,NPU_00005,2025-02-02,59945.98,salary,True
INC_NPU_00005_202503,NPU_00005,2025-03-03,59727.9,salary,True
INC_NPU_00005_202504,NPU_00005,2025-04-04,60482.67,salary,True
INC_NPU_00005_202505,NPU_00005,2025-05-01,60416.04,salary,True
INC_NPU_00005_202506,NPU_00005,2025-06-03,60910.98,salary,True
INC_NPU_00005_202507,NPU_00005,2025-07-01,61793.75,salary,True
INC_NPU_00005_202508,NPU_00005,2025-08-02,61091.54,salary,True
INC_NPU_00005_202509,NPU_00005,2025-09-02,62174.97,salary,True
INC_NPU_00005_202510,NPU_00005,2025-10-01,60824.6,salary,True
INC_NPU_00005_202511,NPU_00005,2025-11-01,63276.62,salary,True
INC_NPU_00005_202512,NPU_00005,2025-12-01,62142.3,salary,True
INC_NPU_00006_202301,NPU_00006,2023-01-01,162201.79,salary,True
INC_NPU_00006_202302,NPU_00006,2023-02-01,163078.4,salary,True
INC_NPU_00006_202303,NPU_00006,2023-03-01,159689.75,salary,True
INC_NPU_00006_202304,NPU_00006,2023-04-02,160685.84,salary,True
INC_NPU_00006_202305,NPU_00006,2023-05-02,160563.7,salary,True
INC_NPU_00006_202306,NPU_00006,2023-06-02,159021.89,salary,True
INC_NPU_00006_202307,NPU_00006,2023-07-03,157106.41,salary,True
INC_NPU_00006_202308,NPU_00006,2023-08-01,163261.39,salary,True
INC_NPU_00006_202309,NPU_00006,2023-09-03,164617.5,salary,True
INC_NPU_00006_202310,NPU_00006,2023-10-03,162766.2,salary,True
INC_NPU_00006_202311,NPU_00006,2023-11-05,161204.33,salary,True
INC_NPU_00006_202312,NPU_00006,2023-12-01,168651.71,salary,True
INC_NPU_00006_202401,NPU_00006,2024-01-02,159349.21,salary,True
INC_NPU_00006_202402,NPU_00006,2024-02-01,162313.49,salary,True
INC_NPU_00006_202403,NPU_00006,2024-03-01,165126.25,salary,True
INC_NPU_00006_202404,NPU_00006,2024-04-04,157911.69,salary,True
INC_NPU_00006_202405,NPU_00006,2024-05-02,163520.93,salary,True
INC_NPU_00006_202406,NPU_00006,2024-06-02,167240.3,salary,True
INC_NPU_00006_202407,NPU_00006,2024-07-05,161467.07,salary,True
INC_NPU_00006_202408,NPU_00006,2024-08-02,162014.53,salary,True
INC_NPU_00006_202409,NPU_00006,2024-09-02,159367.23,salary,True
INC_NPU_00006_202410,NPU_00006,2024-10-02,163039.43,salary,True
INC_NPU_00006_202411,NPU_00006,2024-11-01,158948.34,salary,True
INC_NPU_00006_202412,NPU_00006,2024-12-04,161274.55,salary,True
INC_NPU_00006_202501,NPU_00006,2025-01-01,156746.05,salary,True
INC_NPU_00006_202502,NPU_00006,2025-02-01,153095.9,salary,True
INC_NPU_00006_202503,NPU_00006,2025-03-05,159955.79,salary,True
INC_NPU_00006_202504,NPU_00006,2025-04-01,159906.1,salary,True
INC_NPU_00006_202505,NPU_00006,2025-05-01,160217.97,salary,True
INC_NPU_00006_202506,NPU_00006,2025-06-03,163879.98,salary,True
INC_NPU_00006_202507,NPU_00006,2025-07-03,164718.87,salary,True
INC_NPU_00006_202508,NPU_00006,2025-08-01,162451.53,salary,True
INC_NPU_00006_202509,NPU_00006,2025-09-03,163631.92,salary,True
INC_NPU_00006_202510,NPU_00006,2025-10-01,159034.09,salary,True
INC_NPU_00006_202511,NPU_00006,2025-11-02,158288.3,salary,True
INC_NPU_00006_202512,NPU_00006,2025-12-04,163108.29,salary,True
INC_NPU_00007_202301,NPU_00007,2023-01-01,159143.65,salary,True
INC_NPU_00007_202302,NPU_00007,2023-02-01,158812.36,salary,True
INC_NPU_00007_202303,NPU_00007,2023-03-03,172103.82,salary,True
INC_NPU_00007_202304,NPU_00007,2023-04-04,162975.13,salary,True
INC_NPU_00007_202305,NPU_00007,2023-05-02,161195.25,salary,True
INC_NPU_00007_202306,NPU_00007,2023-06-03,160837.55,salary,True
INC_NPU_00007_202307,NPU_00007,2023-07-01,158088.55,salary,True
INC_NPU_00007_202308,NPU_00007,2023-08-02,163688.44,salary,True
INC_NPU_00007_202309,NPU_00007,2023-09-01,161793.82,salary,True
INC_NPU_00007_202310,NPU_00007,2023-10-01,165940.58,salary,True
INC_NPU_00007_202311,NPU_00007,2023-11-01,164527.94,salary,True
INC_NPU_00007_202312,NPU_00007,2023-12-01,161685.95,salary,True
INC_NPU_00007_202401,NPU_00007,2024-01-01,156360.45,salary,True
INC_NPU_00007_202402,NPU_00007,2024-02-01,162983.95,salary,True
INC_NPU_00007_202403,NPU_00007,2024-03-01,162687.75,salary,True
INC_NPU_00007_202404,NPU_00007,2024-04-01,155780.04,salary,True
INC_NPU_00007_202405,NPU_00007,2024-05-01,164126.05,salary,True
INC_NPU_00007_202406,NPU_00007,2024-06-03,159043.63,salary,True
INC_NPU_00007_202407,NPU_00007,2024-07-05,166128.96,salary,True
INC_NPU_00007_202408,NPU_00007,2024-08-02,162489.75,salary,True
INC_NPU_00007_202409,NPU_00007,2024-09-03,160750.85,salary,True
INC_NPU_00007_202410,NPU_00007,2024-10-04,163435.26,salary,True
INC_NPU_00007_202411,NPU_00007,2024-11-02,163229.38,salary,True
INC_NPU_00007_202412,NPU_00007,2024-12-04,163107.99,salary,True
INC_NPU_00007_202501,NPU_00007,2025-01-05,165635.4,salary,True
INC_NPU_00007_202502,NPU_00007,2025-02-05,156912.68,salary,True
INC_NPU_00007_202503,NPU_00007,2025-03-01,163635.68,salary,True
INC_NPU_00007_202504,NPU_00007,2025-04-01,160475.8,salary,True
INC_NPU_00007_202505,NPU_00007,2025-05-03,161889.37,salary,True
INC_NPU_00007_202506,NPU_00007,2025-06-04,167361.27,salary,True
INC_NPU_00007_202507,NPU_00007,2025-07-01,160201.21,salary,True
INC_NPU_00007_202508,NPU_00007,2025-08-01,164071.32,salary,True
INC_NPU_00007_202509,NPU_00007,2025-09-01,165766.99,salary,True
INC_NPU_00007_202510,NPU_00007,2025-10-02,164393.43,salary,True
INC_NPU_00007_202511,NPU_00007,2025-11-01,163004.15,salary,True
INC_NPU_00007_202512,NPU_00007,2025-12-02,163500.36,salary,True
INC_NPU_00008_202301,NPU_00008,2023-01-16,246873.97,business,True
INC_NPU_00008_202302,NPU_00008,2023-02-11,163955.73,business,True
INC_NPU_00008_202303,NPU_00008,2023-03-06,213286.35,business,True
INC_NPU_00008_202304,NPU_00008,2023-04-11,221470.35,business,True
INC_NPU_00008_202305,NPU_00008,2023-05-16,405163.97,business,True
INC_NPU_00008_202306,NPU_00008,2023-06-11,237227.82,business,True
INC_NPU_00008_202307,NPU_00008,2023-07-21,287974.77,business,True
INC_NPU_00008_202308,NPU_00008,2023-08-06,421444.37,business,True
INC_NPU_00008_202309,NPU_00008,2023-09-11,186591.64,business,True
INC_NPU_00008_202310,NPU_00008,2023-10-21,164464.14,business,True
INC_NPU_00008_202311,NPU_00008,2023-11-21,188081.77,business,True
INC_NPU_00008_202312,NPU_00008,2023-12-11,269407.6,business,True
INC_NPU_00008_202401,NPU_00008,2024-01-06,229996.18,business,True
INC_NPU_00008_202402,NPU_00008,2024-02-11,203129.69,business,True
INC_NPU_00008_202403,NPU_00008,2024-03-21,189177.12,business,True
INC_NPU_00008_202404,NPU_00008,2024-04-01,235239.83,business,True
INC_NPU_00008_202405,NPU_00008,2024-05-06,168424.87,business,True
INC_NPU_00008_202406,NPU_00008,2024-06-01,157516.51,business,True
INC_NPU_00008_202407,NPU_00008,2024-07-01,276802.72,business,True
INC_NPU_00008_202408,NPU_00008,2024-08-01,217140.15,business,True
INC_NPU_00008_202409,NPU_00008,2024-09-01,205055.7,business,True
INC_NPU_00008_202410,NPU_00008,2024-10-16,162115.82,business,True
INC_NPU_00008_202411,NPU_00008,2024-11-06,151360.22,business,True
INC_NPU_00008_202412,NPU_00008,2024-12-21,250290.45,business,True
INC_NPU_00008_202501,NPU_00008,2025-01-01,230925.22,business,True
INC_NPU_00008_202502,NPU_00008,2025-02-11,256103.0,business,True
INC_NPU_00008_202503,NPU_00008,2025-03-11,167197.54,business,True
INC_NPU_00008_202504,NPU_00008,2025-04-01,157456.34,business,True
INC_NPU_00008_202505,NPU_00008,2025-05-06,308796.28,business,True
INC_NPU_00008_202506,NPU_00008,2025-06-11,250593.54,business,True
INC_NPU_00008_202507,NPU_00008,2025-07-21,303838.92,business,True
INC_NPU_00008_202508,NPU_00008,2025-08-01,125156.68,business,True
INC_NPU_00008_202509,NPU_00008,2025-09-06,167472.85,business,True
INC_NPU_00008_202510,NPU_00008,2025-10-06,161917.73,business,True
INC_NPU_00008_202511,NPU_00008,2025-11-16,151268.93,business,True
INC_NPU_00008_202512,NPU_00008,2025-12-11,145089.84,business,True
INC_NPU_00009_202301,NPU_00009,2023-01-01,142246.83,salary,True
INC_NPU_00009_202302,NPU_00009,2023-02-01,142659.39,salary,True
INC_NPU_00009_202303,NPU_00009,2023-03-03,143004.1,salary,True
INC_NPU_00009_202304,NPU_00009,2023-04-03,147294.35,salary,True
INC_NPU_00009_202305,NPU_00009,2023-05-05,136036.62,salary,True
INC_NPU_00009_202306,NPU_00009,2023-06-04,136381.34,salary,True
INC_NPU_00009_202307,NPU_00009,2023-07-01,140955.78,salary,True
INC_NPU_00009_202308,NPU_00009,2023-08-02,146982.88,salary,True
INC_NPU_00009_202309,NPU_00009,2023-09-01,143351.95,salary,True
INC_NPU_00009_202310,NPU_00009,2023-10-01,138476.42,salary,True
INC_NPU_00009_202311,NPU_00009,2023-11-01,141788.92,salary,True
INC_NPU_00009_202312,NPU_00009,2023-12-02,140790.45,salary,True
INC_NPU_00009_202401,NPU_00009,2024-01-01,140691.99,salary,True
INC_NPU_00009_202402,NPU_00009,2024-02-03,139775.27,salary,True
INC_NPU_00009_202403,NPU_00009,2024-03-02,141556.6,salary,True
INC_NPU_00009_202404,NPU_00009,2024-04-02,144354.5,salary,True
INC_NPU_00009_202405,NPU_00009,2024-05-03,140010.9,salary,True
INC_NPU_00009_202406,NPU_00009,2024-06-02,143026.25,salary,True
INC_NPU_00009_202407,NPU_00009,2024-07-05,143533.65,salary,True
INC_NPU_00009_202408,NPU_00009,2024-08-01,144950.31,salary,True
INC_NPU_00009_202409,NPU_00009,2024-09-01,138851.51,salary,True
INC_NPU_00009_202410,NPU_00009,2024-10-02,141331.87,salary,True
INC_NPU_00009_202411,NPU_00009,2024-11-04,139465.18,salary,True
INC_NPU_00009_202412,NPU_00009,2024-12-02,141561.91,salary,True
INC_NPU_00009_202501,NPU_00009,2025-01-04,141543.02,salary,True
INC_NPU_00009_202502,NPU_00009,2025-02-01,138192.37,salary,True
INC_NPU_00009_202503,NPU_00009,2025-03-01,141726.5,salary,True
INC_NPU_00009_202504,NPU_00009,2025-04-03,147477.25,salary,True
INC_NPU_00009_202505,NPU_00009,2025-05-01,142670.84,salary,True
INC_NPU_00009_202506,NPU_00009,2025-06-03,137663.2,salary,True
INC_NPU_00009_202507,NPU_00009,2025-07-01,138690.25,salary,True
INC_NPU_00009_202508,NPU_00009,2025-08-03,141189.51,salary,True
INC_NPU_00009_202509,NPU_00009,2025-09-01,138749.52,salary,True
INC_NPU_00009_202510,NPU_00009,2025-10-03,144774.22,salary,True
INC_NPU_00009_202511,NPU_00009,2025-11-01,137361.48,salary,True
INC_NPU_00009_202512,NPU_00009,2025-12-01,142691.23,salary,True
INC_NPU_00010_202301,NPU_00010,2023-01-01,41251.99,salary,True
INC_NPU_00010_202302,NPU_00010,2023-02-03,42553.39,salary,True
INC_NPU_00010_202303,NPU_00010,2023-03-03,41716.83,salary,True
INC_NPU_00010_202304,NPU_00010,2023-04-02,43175.22,salary,True
INC_NPU_00010_202305,NPU_00010,2023-05-01,43480.79,salary,True
INC_NPU_00010_202306,NPU_00010,2023-06-02,42882.86,salary,True
INC_NPU_00010_202307,NPU_00010,2023-07-04,43524.07,salary,True
INC_NPU_00010_202308,NPU_00010,2023-08-01,40574.55,salary,True
INC_NPU_00010_202309,NPU_00010,2023-09-01,42717.75,salary,True
INC_NPU_00010_202310,NPU_00010,2023-10-01,43006.92,salary,True
INC_NPU_00010_202311,NPU_00010,2023-11-03,43118.4,salary,True
INC_NPU_00010_202312,NPU_00010,2023-12-04,41026.92,salary,True
INC_NPU_00010_202401,NPU_00010,2024-01-01,42954.75,salary,True
INC_NPU_00010_202402,NPU_00010,2024-02-01,43137.85,salary,True
INC_NPU_00010_202403,NPU_00010,2024-03-05,42708.09,salary,True
INC_NPU_00010_202404,NPU_00010,2024-04-01,41511.07,salary,True
INC_NPU_00010_202405,NPU_00010,2024-05-02,42134.35,salary,True
INC_NPU_00010_202406,NPU_00010,2024-06-01,43652.43,salary,True
INC_NPU_00010_202407,NPU_00010,2024-07-01,43541.41,salary,True
INC_NPU_00010_202408,NPU_00010,2024-08-03,42990.69,salary,True
INC_NPU_00010_202409,NPU_00010,2024-09-01,43194.26,salary,True
INC_NPU_00010_202410,NPU_00010,2024-10-01,43427.3,salary,True
INC_NPU_00010_202411,NPU_00010,2024-11-01,42980.56,salary,True
INC_NPU_00010_202412,NPU_00010,2024-12-01,43624.7,salary,True
INC_NPU_00010_202501,NPU_00010,2025-01-01,43592.53,salary,True
INC_NPU_00010_202502,NPU_00010,2025-02-04,44791.78,salary,True
INC_NPU_00010_202503,NPU_00010,2025-03-01,42167.69,salary,True
INC_NPU_00010_202504,NPU_00010,2025-04-04,42182.33,salary,True
INC_NPU_00010_202505,NPU_00010,2025-05-02,40246.2,salary,True
INC_NPU_00010_202506,NPU_00010,2025-06-03,42914.69,salary,True
INC_NPU_00010_202507,NPU_00010,2025-07-02,44248.94,salary,True
INC_NPU_00010_202508,NPU_00010,2025-08-01,43699.96,salary,True
INC_NPU_00010_202509,NPU_00010,2025-09-01,43304.1,salary,True
INC_NPU_00010_202510,NPU_00010,2025-10-04,43766.2,salary,True
INC_NPU_00010_202511,NPU_00010,2025-11-03,43022.69,salary,True
INC_NPU_00010_202512,NPU_00010,2025-12-02,42354.38,salary,True
INC_NPU_00011_202301,NPU_00011,2023-01-09,575339.02,freelance,True
INC_NPU_00011_202302,NPU_00011,2023-02-13,370734.5,freelance,True
INC_NPU_00011_202303,NPU_00011,2023-03-21,74064.47,freelance,True
INC_NPU_00011_202304,NPU_00011,2023-04-09,77534.44,freelance,True
INC_NPU_00011_202305,NPU_00011,2023-05-11,227181.42,freelance,True
INC_NPU_00011_202306,NPU_00011,2023-06-17,36636.14,freelance,True
INC_NPU_00011_202307,NPU_00011,2023-07-03,207340.86,freelance,True
INC_NPU_00011_202308,NPU_00011,2023-08-02,255957.06,freelance,True
INC_NPU_00011_202309,NPU_00011,2023-09-03,337565.66,freelance,True
INC_NPU_00011_202310,NPU_00011,2023-10-02,193243.95,freelance,True
INC_NPU_00011_202311,NPU_00011,2023-11-08,193373.18,freelance,True
INC_NPU_00011_202312,NPU_00011,2023-12-15,194439.48,freelance,True
INC_NPU_00011_202401,NPU_00011,2024-01-10,413806.64,freelance,True
INC_NPU_00011_202402,NPU_00011,2024-02-14,278441.02,freelance,True
INC_NPU_00011_202403,NPU_00011,2024-03-10,230070.55,freelance,True
INC_NPU_00011_202404,NPU_00011,2024-04-20,225207.49,freelance,True
INC_NPU_00011_202405,NPU_00011,2024-05-13,362728.53,freelance,True
