budget_id,user_id,category,monthly_budget_npr
BUD_NPU_00004_savings_investment,NPU_00004,savings_investment,102.72
BUD_NPU_00004_entertainment,NPU_00004,entertainment,1412.43
BUD_NPU_00004_miscellaneous,NPU_00004,miscellaneous,1284.02
BUD_NPU_00005_rent,NPU_00005,rent,186.5
BUD_NPU_00005_groceries,NPU_00005,groceries,15106.9
BUD_NPU_00005_restaurants_cafes,NPU_00005,restaurants_cafes,10724.04
BUD_NPU_00005_transport_public,NPU_00005,transport_public,11656.56
BUD_NPU_00005_transport_ride_hailing,NPU_00005,transport_ride_hailing,6527.67
BUD_NPU_00005_fuel,NPU_00005,fuel,4196.36
BUD_NPU_00005_internet_mobile,NPU_00005,internet_mobile,1119.03
BUD_NPU_00005_utilities,NPU_00005,utilities,932.52
BUD_NPU_00005_education,NPU_00005,education,652.77
BUD_NPU_00005_health,NPU_00005,health,1678.54
BUD_NPU_00005_family_support,NPU_00005,family_support,466.26
BUD_NPU_00005_loan_emi,NPU_00005,loan_emi,783.32
BUD_NPU_00005_festivals_gifts,NPU_00005,festivals_gifts,652.77
BUD_NPU_00005_clothing,NPU_00005,clothing,2611.07
BUD_NPU_00005_travel,NPU_00005,travel,326.38
BUD_NPU_00005_subscriptions,NPU_00005,subscriptions,746.02
BUD_NPU_00005_savings_investment,NPU_00005,savings_investment,373.01
BUD_NPU_00005_entertainment,NPU_00005,entertainment,5128.89
BUD_NPU_00005_miscellaneous,NPU_00005,miscellaneous,4662.62
BUD_NPU_00006_rent,NPU_00006,rent,425.18
BUD_NPU_00006_groceries,NPU_00006,groceries,37309.36
BUD_NPU_00006_restaurants_cafes,NPU_00006,restaurants_cafes,24447.73
BUD_NPU_00006_transport_public,NPU_00006,transport_public,31888.34
BUD_NPU_00006_transport_ride_hailing,NPU_00006,transport_ride_hailing,14881.23
BUD_NPU_00006_fuel,NPU_00006,fuel,9566.5
BUD_NPU_00006_internet_mobile,NPU_00006,internet_mobile,3061.28
BUD_NPU_00006_utilities,NPU_00006,utilities,2125.89
BUD_NPU_00006_education,NPU_00006,education,1488.12
BUD_NPU_00006_health,NPU_00006,health,3826.6
BUD_NPU_00006_family_support,NPU_00006,family_support,1062.94
BUD_NPU_00006_loan_emi,NPU_00006,loan_emi,637.77
BUD_NPU_00006_festivals_gifts,NPU_00006,festivals_gifts,1488.12
BUD_NPU_00006_clothing,NPU_00006,clothing,5952.49
BUD_NPU_00006_travel,NPU_00006,travel,744.06
BUD_NPU_00006_subscriptions,NPU_00006,subscriptions,1700.71
BUD_NPU_00006_savings_investment,NPU_00006,savings_investment,850.36
BUD_NPU_00006_entertainment,NPU_00006,entertainment,11692.39
BUD_NPU_00006_miscellaneous,NPU_00006,miscellaneous,10629.45
BUD_NPU_00007_rent,NPU_00007,rent,432.2
BUD_NPU_00007_groceries,NPU_00007,groceries,29173.4
BUD_NPU_00007_restaurants_cafes,NPU_00007,restaurants_cafes,24851.41
BUD_NPU_00007_transport_public,NPU_00007,transport_public,27012.41
BUD_NPU_00007_transport_ride_hailing,NPU_00007,transport_ride_hailing,15126.95
BUD_NPU_00007_fuel,NPU_00007,fuel,9724.47
BUD_NPU_00007_internet_mobile,NPU_00007,internet_mobile,2593.19
BUD_NPU_00007_utilities,NPU_00007,utilities,2160.99
BUD_NPU_00007_education,NPU_00007,education,2117.77
BUD_NPU_00007_health,NPU_00007,health,4667.74
BUD_NPU_00007_family_support,NPU_00007,family_support,3025.39
BUD_NPU_00007_loan_emi,NPU_00007,loan_emi,648.3
BUD_NPU_00007_festivals_gifts,NPU_00007,festivals_gifts,1512.69
BUD_NPU_00007_clothing,NPU_00007,clothing,6050.78
BUD_NPU_00007_travel,NPU_00007,travel,756.35
BUD_NPU_00007_subscriptions,NPU_00007,subscriptions,1728.79
BUD_NPU_00007_savings_investment,NPU_00007,savings_investment,864.4
BUD_NPU_00007_entertainment,NPU_00007,entertainment,11885.46
BUD_NPU_00007_miscellaneous,NPU_00007,miscellaneous,10804.96
BUD_NPU_00008_rent,NPU_00008,rent,453.85
BUD_NPU_00008_groceries,NPU_00008,groceries,30635.17
BUD_NPU_00008_restaurants_cafes,NPU_00008,restaurants_cafes,36535.28
BUD_NPU_00008_transport_public,NPU_00008,transport_public,28365.9
BUD_NPU_00008_transport_ride_hailing,NPU_00008,transport_ride_hailing,15884.9
BUD_NPU_00008_fuel,NPU_00008,fuel,19402.27
BUD_NPU_00008_internet_mobile,NPU_00008,internet_mobile,2723.13
BUD_NPU_00008_utilities,NPU_00008,utilities,2269.27
BUD_NPU_00008_education,NPU_00008,education,1588.49
BUD_NPU_00008_health,NPU_00008,health,4084.69
BUD_NPU_00008_family_support,NPU_00008,family_support,1134.64
BUD_NPU_00008_loan_emi,NPU_00008,loan_emi,680.78
BUD_NPU_00008_festivals_gifts,NPU_00008,festivals_gifts,1588.49
BUD_NPU_00008_clothing,NPU_00008,clothing,6353.96
BUD_NPU_00008_travel,NPU_00008,travel,794.25
BUD_NPU_00008_subscriptions,NPU_00008,subscriptions,1815.42
BUD_NPU_00008_savings_investment,NPU_00008,savings_investment,907.71
BUD_NPU_00008_entertainment,NPU_00008,entertainment,12481.0
BUD_NPU_00008_miscellaneous,NPU_00008,miscellaneous,17019.54
BUD_NPU_00009_rent,NPU_00009,rent,366.42
BUD_NPU_00009_groceries,NPU_00009,groceries,24733.58
BUD_NPU_00009_restaurants_cafes,NPU_00009,restaurants_cafes,21069.35
BUD_NPU_00009_transport_public,NPU_00009,transport_public,22901.47
BUD_NPU_00009_transport_ride_hailing,NPU_00009,transport_ride_hailing,12824.82
BUD_NPU_00009_fuel,NPU_00009,fuel,8244.53
BUD_NPU_00009_internet_mobile,NPU_00009,internet_mobile,2198.54
BUD_NPU_00009_utilities,NPU_00009,utilities,1832.12
BUD_NPU_00009_education,NPU_00009,education,1795.48
BUD_NPU_00009_health,NPU_00009,health,3957.37
BUD_NPU_00009_family_support,NPU_00009,family_support,2564.96
BUD_NPU_00009_loan_emi,NPU_00009,loan_emi,549.64
BUD_NPU_00009_festivals_gifts,NPU_00009,festivals_gifts,1282.48
BUD_NPU_00009_clothing,NPU_00009,clothing,5129.93
BUD_NPU_00009_travel,NPU_00009,travel,641.24
BUD_NPU_00009_subscriptions,NPU_00009,subscriptions,1465.69
BUD_NPU_00009_savings_investment,NPU_00009,savings_investment,732.85
BUD_NPU_00009_entertainment,NPU_00009,entertainment,10076.65
BUD_NPU_00009_miscellaneous,NPU_00009,miscellaneous,9160.59
BUD_NPU_00010_rent,NPU_00010,rent,111.04
BUD_NPU_00010_groceries,NPU_00010,groceries,7494.86
BUD_NPU_00010_restaurants_cafes,NPU_00010,restaurants_cafes,15322.83
BUD_NPU_00010_transport_public,NPU_00010,transport_public,6939.69
BUD_NPU_00010_transport_ride_hailing,NPU_00010,transport_ride_hailing,3886.23
BUD_NPU_00010_fuel,NPU_00010,fuel,2498.29
BUD_NPU_00010_internet_mobile,NPU_00010,internet_mobile,666.21
BUD_NPU_00010_utilities,NPU_00010,utilities,555.18
BUD_NPU_00010_education,NPU_00010,education,388.62
BUD_NPU_00010_health,NPU_00010,health,999.32
BUD_NPU_00010_family_support,NPU_00010,family_support,277.59
BUD_NPU_00010_loan_emi,NPU_00010,loan_emi,166.55
BUD_NPU_00010_festivals_gifts,NPU_00010,festivals_gifts,388.62
BUD_NPU_00010_clothing,NPU_00010,clothing,1554.49
BUD_NPU_00010_travel,NPU_00010,travel,291.47
BUD_NPU_00010_subscriptions,NPU_00010,subscriptions,444.14
BUD_NPU_00010_savings_investment,NPU_00010,savings_investment,222.07
BUD_NPU_00010_entertainment,NPU_00010,entertainment,5801.58
BUD_NPU_00010_miscellaneous,NPU_00010,miscellaneous,2775.88
BUD_NPU_00011_rent,NPU_00011,rent,575.03
BUD_NPU_00011_groceries,NPU_00011,groceries,38814.65
BUD_NPU_00011_restaurants_cafes,NPU_00011,restaurants_cafes,39677.2
BUD_NPU_00011_transport_public,NPU_00011,transport_public,35939.49
BUD_NPU_00011_transport_ride_hailing,NPU_00011,transport_ride_hailing,20126.11
BUD_NPU_00011_fuel,NPU_00011,fuel,12938.22
BUD_NPU_00011_internet_mobile,NPU_00011,internet_mobile,5175.29
BUD_NPU_00011_utilities,NPU_00011,utilities,2875.16
BUD_NPU_00011_education,NPU_00011,education,2012.61
BUD_NPU_00011_health,NPU_00011,health,5175.29
BUD_NPU_00011_family_support,NPU_00011,family_support,1437.58
BUD_NPU_00011_loan_emi,NPU_00011,loan_emi,862.55
BUD_NPU_00011_festivals_gifts,NPU_00011,festivals_gifts,2012.61
BUD_NPU_00011_clothing,NPU_00011,clothing,8050.45
BUD_NPU_00011_travel,NPU_00011,travel,1006.31
BUD_NPU_00011_subscriptions,NPU_00011,subscriptions,3680.2
BUD_NPU_00011_savings_investment,NPU_00011,savings_investment,1150.06
BUD_NPU_00011_entertainment,NPU_00011,entertainment,15813.38
BUD_NPU_00011_miscellaneous,NPU_00011,miscellaneous,14375.8
BUD_NPU_00012_rent,NPU_00012,rent,277.99
BUD_NPU_00012_groceries,NPU_00012,groceries,18764.17
BUD_NPU_00012_restaurants_cafes,NPU_00012,restaurants_cafes,38362.31
BUD_NPU_00012_transport_public,NPU_00012,transport_public,17374.24
BUD_NPU_00012_transport_ride_hailing,NPU_00012,transport_ride_hailing,9729.57
BUD_NPU_00012_fuel,NPU_00012,fuel,6254.72
BUD_NPU_00012_internet_mobile,NPU_00012,internet_mobile,1667.93
BUD_NPU_00012_utilities,NPU_00012,utilities,1389.94
BUD_NPU_00012_education,NPU_00012,education,972.96
BUD_NPU_00012_health,NPU_00012,health,2501.89
BUD_NPU_00012_family_support,NPU_00012,family_support,694.97
BUD_NPU_00012_loan_emi,NPU_00012,loan_emi,416.98
BUD_NPU_00012_festivals_gifts,NPU_00012,festivals_gifts,972.96
BUD_NPU_00012_clothing,NPU_00012,clothing,3891.83
BUD_NPU_00012_travel,NPU_00012,travel,729.72
BUD_NPU_00012_subscriptions,NPU_00012,subscriptions,1111.95
BUD_NPU_00012_savings_investment,NPU_00012,savings_investment,555.98
BUD_NPU_00012_entertainment,NPU_00012,entertainment,14524.86
BUD_NPU_00012_miscellaneous,NPU_00012,miscellaneous,6949.69
BUD_NPU_00013_rent,NPU_00013,rent,64.61
BUD_NPU_00013_groceries,NPU_00013,groceries,4361.12
BUD_NPU_00013_restaurants_cafes,NPU_00013,restaurants_cafes,4458.03
BUD_NPU_00013_transport_public,NPU_00013,transport_public,8076.14
BUD_NPU_00013_transport_ride_hailing,NPU_00013,transport_ride_hailing,2261.32
BUD_NPU_00013_fuel,NPU_00013,fuel,1453.71
BUD_NPU_00013_internet_mobile,NPU_00013,internet_mobile,503.95
BUD_NPU_00013_utilities,NPU_00013,utilities,323.05
BUD_NPU_00013_education,NPU_00013,education,407.04
BUD_NPU_00013_health,NPU_00013,health,581.48
BUD_NPU_00013_family_support,NPU_00013,family_support,161.52
BUD_NPU_00013_loan_emi,NPU_00013,loan_emi,96.91
BUD_NPU_00013_festivals_gifts,NPU_00013,festivals_gifts,226.13
BUD_NPU_00013_clothing,NPU_00013,clothing,904.53
BUD_NPU_00013_travel,NPU_00013,travel,113.07
BUD_NPU_00013_subscriptions,NPU_00013,subscriptions,258.44
BUD_NPU_00013_savings_investment,NPU_00013,savings_investment,129.22
BUD_NPU_00013_entertainment,NPU_00013,entertainment,1776.75
BUD_NPU_00013_miscellaneous,NPU_00013,miscellaneous,1615.23
BUD_NPU_00014_rent,NPU_00014,rent,51.52
BUD_NPU_00014_groceries,NPU_00014,groceries,3477.85
BUD_NPU_00014_restaurants_cafes,NPU_00014,restaurants_cafes,3555.14
BUD_NPU_00014_transport_public,NPU_00014,transport_public,6440.46
BUD_NPU_00014_transport_ride_hailing,NPU_00014,transport_ride_hailing,1803.33
BUD_NPU_00014_fuel,NPU_00014,fuel,1159.28
BUD_NPU_00014_internet_mobile,NPU_00014,internet_mobile,401.88
BUD_NPU_00014_utilities,NPU_00014,utilities,257.62
BUD_NPU_00014_education,NPU_00014,education,324.6
BUD_NPU_00014_health,NPU_00014,health,463.71
BUD_NPU_00014_family_support,NPU_00014,family_support,128.81
BUD_NPU_00014_loan_emi,NPU_00014,loan_emi,77.29
BUD_NPU_00014_festivals_gifts,NPU_00014,festivals_gifts,180.33
BUD_NPU_00014_clothing,NPU_00014,clothing,721.33
BUD_NPU_00014_travel,NPU_00014,travel,90.17
BUD_NPU_00014_subscriptions,NPU_00014,subscriptions,206.09
BUD_NPU_00014_savings_investment,NPU_00014,savings_investment,103.05
BUD_NPU_00014_entertainment,NPU_00014,entertainment,1416.9
BUD_NPU_00014_miscellaneous,NPU_00014,miscellaneous,1288.09
BUD_NPU_00015_rent,NPU_00015,rent,232.71
BUD_NPU_00015_groceries,NPU_00015,groceries,15708.18
BUD_NPU_00015_restaurants_cafes,NPU_00015,restaurants_cafes,32114.5
BUD_NPU_00015_transport_public,NPU_00015,transport_public,14544.61
BUD_NPU_00015_transport_ride_hailing,NPU_00015,transport_ride_hailing,8144.98
BUD_NPU_00015_fuel,NPU_00015,fuel,5236.06
BUD_NPU_00015_internet_mobile,NPU_00015,internet_mobile,1396.28
BUD_NPU_00015_utilities,NPU_00015,utilities,1163.57
BUD_NPU_00015_education,NPU_00015,education,814.5
BUD_NPU_00015_health,NPU_00015,health,2094.42
BUD_NPU_00015_family_support,NPU_00015,family_support,581.78
BUD_NPU_00015_loan_emi,NPU_00015,loan_emi,349.07
BUD_NPU_00015_festivals_gifts,NPU_00015,festivals_gifts,814.5
BUD_NPU_00015_clothing,NPU_00015,clothing,3257.99
BUD_NPU_00015_travel,NPU_00015,travel,610.87
BUD_NPU_00015_subscriptions,NPU_00015,subscriptions,930.86
BUD_NPU_00015_savings_investment,NPU_00015,savings_investment,465.43
BUD_NPU_00015_entertainment,NPU_00015,entertainment,12159.29
BUD_NPU_00015_miscellaneous,NPU_00015,miscellaneous,5817.84
BUD_NPU_00016_rent,NPU_00016,rent,76.61
BUD_NPU_00016_groceries,NPU_00016,groceries,5170.98
BUD_NPU_00016_restaurants_cafes,NPU_00016,restaurants_cafes,5285.89
BUD_NPU_00016_transport_public,NPU_00016,transport_public,9575.89
BUD_NPU_00016_transport_ride_hailing,NPU_00016,transport_ride_hailing,2681.25
BUD_NPU_00016_fuel,NPU_00016,fuel,1723.66
BUD_NPU_00016_internet_mobile,NPU_00016,internet_mobile,597.54
BUD_NPU_00016_utilities,NPU_00016,utilities,383.04
BUD_NPU_00016_education,NPU_00016,education,482.63
BUD_NPU_00016_health,NPU_00016,health,689.46
BUD_NPU_00016_family_support,NPU_00016,family_support,191.52
BUD_NPU_00016_loan_emi,NPU_00016,loan_emi,114.91
BUD_NPU_00016_festivals_gifts,NPU_00016,festivals_gifts,268.13
BUD_NPU_00016_clothing,NPU_00016,clothing,1072.5
BUD_NPU_00016_travel,NPU_00016,travel,134.06
BUD_NPU_00016_subscriptions,NPU_00016,subscriptions,306.43
BUD_NPU_00016_savings_investment,NPU_00016,savings_investment,153.21
BUD_NPU_00016_entertainment,NPU_00016,entertainment,2106.7
BUD_NPU_00016_miscellaneous,NPU_00016,miscellaneous,1915.18
BUD_NPU_00017_rent,NPU_00017,rent,276.55
BUD_NPU_00017_groceries,NPU_00017,groceries,24266.93
BUD_NPU_00017_restaurants_cafes,NPU_00017,restaurants_cafes,15901.4
BUD_NPU_00017_transport_public,NPU_00017,transport_public,20740.96
BUD_NPU_00017_transport_ride_hailing,NPU_00017,transport_ride_hailing,9679.12
BUD_NPU_00017_fuel,NPU_00017,fuel,6222.29
BUD_NPU_00017_internet_mobile,NPU_00017,internet_mobile,1991.13
BUD_NPU_00017_utilities,NPU_00017,utilities,1382.73
BUD_NPU_00017_education,NPU_00017,education,967.91
BUD_NPU_00017_health,NPU_00017,health,2488.92
BUD_NPU_00017_family_support,NPU_00017,family_support,691.37
BUD_NPU_00017_loan_emi,NPU_00017,loan_emi,414.82
BUD_NPU_00017_festivals_gifts,NPU_00017,festivals_gifts,967.91
BUD_NPU_00017_clothing,NPU_00017,clothing,3871.65
BUD_NPU_00017_travel,NPU_00017,travel,483.96
BUD_NPU_00017_subscriptions,NPU_00017,subscriptions,1106.18
BUD_NPU_00017_savings_investment,NPU_00017,savings_investment,553.09
BUD_NPU_00017_entertainment,NPU_00017,entertainment,7605.02
BUD_NPU_00017_miscellaneous,NPU_00017,miscellaneous,6913.65
BUD_NPU_00018_rent,NPU_00018,rent,107.4
BUD_NPU_00018_groceries,NPU_00018,groceries,7249.41
BUD_NPU_00018_restaurants_cafes,NPU_00018,restaurants_cafes,6175.43
BUD_NPU_00018_transport_public,NPU_00018,transport_public,6712.42
BUD_NPU_00018_transport_ride_hailing,NPU_00018,transport_ride_hailing,3758.96
BUD_NPU_00018_fuel,NPU_00018,fuel,2416.47
BUD_NPU_00018_internet_mobile,NPU_00018,internet_mobile,644.39
BUD_NPU_00018_utilities,NPU_00018,utilities,536.99
BUD_NPU_00018_education,NPU_00018,education,526.25
BUD_NPU_00018_health,NPU_00018,health,1159.91
BUD_NPU_00018_family_support,NPU_00018,family_support,751.79
BUD_NPU_00018_loan_emi,NPU_00018,loan_emi,161.1
BUD_NPU_00018_festivals_gifts,NPU_00018,festivals_gifts,375.9
BUD_NPU_00018_clothing,NPU_00018,clothing,1503.58
BUD_NPU_00018_travel,NPU_00018,travel,187.95
BUD_NPU_00018_subscriptions,NPU_00018,subscriptions,429.59
BUD_NPU_00018_savings_investment,NPU_00018,savings_investment,214.8
BUD_NPU_00018_entertainment,NPU_00018,entertainment,2953.47
BUD_NPU_00018_miscellaneous,NPU_00018,miscellaneous,2684.97
BUD_NPU_00019_rent,NPU_00019,rent,723.2
BUD_NPU_00019_groceries,NPU_00019,groceries,48816.29
BUD_NPU_00019_restaurants_cafes,NPU_00019,restaurants_cafes,58217.94
BUD_NPU_00019_transport_public,NPU_00019,transport_public,45200.26
BUD_NPU_00019_transport_ride_hailing,NPU_00019,transport_ride_hailing,25312.15
BUD_NPU_00019_fuel,NPU_00019,fuel,30916.98
BUD_NPU_00019_internet_mobile,NPU_00019,internet_mobile,4339.23
BUD_NPU_00019_utilities,NPU_00019,utilities,3616.02
BUD_NPU_00019_education,NPU_00019,education,2531.21
BUD_NPU_00019_health,NPU_00019,health,6508.84
BUD_NPU_00019_family_support,NPU_00019,family_support,1808.01
BUD_NPU_00019_loan_emi,NPU_00019,loan_emi,1084.81
BUD_NPU_00019_festivals_gifts,NPU_00019,festivals_gifts,2531.21
BUD_NPU_00019_clothing,NPU_00019,clothing,10124.86
BUD_NPU_00019_travel,NPU_00019,travel,1265.61
BUD_NPU_00019_subscriptions,NPU_00019,subscriptions,2892.82
BUD_NPU_00019_savings_investment,NPU_00019,savings_investment,1446.41
BUD_NPU_00019_entertainment,NPU_00019,entertainment,19888.12
BUD_NPU_00019_miscellaneous,NPU_00019,miscellaneous,27120.16
BUD_NPU_00020_rent,NPU_00020,rent,144.78
BUD_NPU_00020_groceries,NPU_00020,groceries,12704.08
BUD_NPU_00020_restaurants_cafes,NPU_00020,restaurants_cafes,8324.61
BUD_NPU_00020_transport_public,NPU_00020,transport_public,10858.19
BUD_NPU_00020_transport_ride_hailing,NPU_00020,transport_ride_hailing,5067.15
BUD_NPU_00020_fuel,NPU_00020,fuel,3257.46
BUD_NPU_00020_internet_mobile,NPU_00020,internet_mobile,1042.39
BUD_NPU_00020_utilities,NPU_00020,utilities,723.88
BUD_NPU_00020_education,NPU_00020,education,506.72
BUD_NPU_00020_health,NPU_00020,health,1302.98
BUD_NPU_00020_family_support,NPU_00020,family_support,361.94
BUD_NPU_00020_loan_emi,NPU_00020,loan_emi,217.16
BUD_NPU_00020_festivals_gifts,NPU_00020,festivals_gifts,506.72
BUD_NPU_00020_clothing,NPU_00020,clothing,2026.86
BUD_NPU_00020_travel,NPU_00020,travel,253.36
BUD_NPU_00020_subscriptions,NPU_00020,subscriptions,579.1
BUD_NPU_00020_savings_investment,NPU_00020,savings_investment,289.55
BUD_NPU_00020_entertainment,NPU_00020,entertainment,3981.33
BUD_NPU_00020_miscellaneous,NPU_00020,miscellaneous,3619.4
BUD_NPU_00021_rent,NPU_00021,rent,160.96
BUD_NPU_00021_groceries,NPU_00021,groceries,14124.41
BUD_NPU_00021_restaurants_cafes,NPU_00021,restaurants_cafes,9255.31
BUD_NPU_00021_transport_public,NPU_00021,transport_public,12072.14
BUD_NPU_00021_transport_ride_hailing,NPU_00021,transport_ride_hailing,5633.67
BUD_NPU_00021_fuel,NPU_00021,fuel,3621.64
BUD_NPU_00021_internet_mobile,NPU_00021,internet_mobile,1158.93
BUD_NPU_00021_utilities,NPU_00021,utilities,804.81
BUD_NPU_00021_education,NPU_00021,education,563.37
BUD_NPU_00021_health,NPU_00021,health,1448.66
BUD_NPU_00021_family_support,NPU_00021,family_support,402.4
BUD_NPU_00021_loan_emi,NPU_00021,loan_emi,241.44
BUD_NPU_00021_festivals_gifts,NPU_00021,festivals_gifts,563.37
BUD_NPU_00021_clothing,NPU_00021,clothing,2253.47
BUD_NPU_00021_travel,NPU_00021,travel,281.68
BUD_NPU_00021_subscriptions,NPU_00021,subscriptions,643.85
BUD_NPU_00021_savings_investment,NPU_00021,savings_investment,321.92
BUD_NPU_00021_entertainment,NPU_00021,entertainment,4426.45
BUD_NPU_00021_miscellaneous,NPU_00021,miscellaneous,4024.05
BUD_NPU_00022_rent,NPU_00022,rent,516.71
BUD_NPU_00022_groceries,NPU_00022,groceries,34877.79
BUD_NPU_00022_restaurants_cafes,NPU_00022,restaurants_cafes,29710.71
BUD_NPU_00022_transport_public,NPU_00022,transport_public,32294.25
BUD_NPU_00022_transport_ride_hailing,NPU_00022,transport_ride_hailing,18084.78
BUD_NPU_00022_fuel,NPU_00022,fuel,11625.93
BUD_NPU_00022_internet_mobile,NPU_00022,internet_mobile,3100.25
BUD_NPU_00022_utilities,NPU_00022,utilities,2583.54
BUD_NPU_00022_education,NPU_00022,education,2531.87
BUD_NPU_00022_health,NPU_00022,health,5580.45
BUD_NPU_00022_family_support,NPU_00022,family_support,3616.96
BUD_NPU_00022_loan_emi,NPU_00022,loan_emi,775.06
BUD_NPU_00022_festivals_gifts,NPU_00022,festivals_gifts,1808.48
BUD_NPU_00022_clothing,NPU_00022,clothing,7233.91
BUD_NPU_00022_travel,NPU_00022,travel,904.24
BUD_NPU_00022_subscriptions,NPU_00022,subscriptions,2066.83
BUD_NPU_00022_savings_investment,NPU_00022,savings_investment,1033.42
BUD_NPU_00022_entertainment,NPU_00022,entertainment,14209.47
BUD_NPU_00022_miscellaneous,NPU_00022,miscellaneous,12917.7
BUD_NPU_00023_rent,NPU_00023,rent,652.97
BUD_NPU_00023_groceries,NPU_00023,groceries,44075.26
BUD_NPU_00023_restaurants_cafes,NPU_00023,restaurants_cafes,37545.59
BUD_NPU_00023_transport_public,NPU_00023,transport_public,40810.42
