recurring_id,user_id,category,expected_amount_npr,frequency,payment_method
REC_NPE_00000226,NPU_00157,rent,60562.17,monthly,cash
REC_NPE_00000230,NPU_00159,rent,24568.0,monthly,bank_transfer
REC_NPE_00000237,NPU_00162,rent,21768.55,monthly,cash
REC_NPE_00000243,NPU_00165,rent,5760.0,monthly,cash
REC_NPE_00000249,NPU_00169,rent,26786.91,monthly,bank_transfer
REC_NPE_00000251,NPU_00170,rent,18969.36,monthly,esewa
REC_NPE_00000256,NPU_00173,rent,13126.68,monthly,cash
REC_NPE_00000260,NPU_00176,rent,22174.74,monthly,cash
REC_NPE_00000264,NPU_00178,rent,42840.0,monthly,fonepay_qr
REC_NPE_00000266,NPU_00179,rent,10591.49,monthly,cash
REC_NPE_00000268,NPU_00180,rent,23572.91,monthly,esewa
REC_NPE_00000273,NPU_00185,rent,61073.09,monthly,cash
REC_NPE_00000279,NPU_00187,rent,39754.17,monthly,cash
REC_NPE_00000280,NPU_00189,rent,50628.46,monthly,cash
REC_NPE_00000281,NPU_00190,rent,46843.75,monthly,debit_card
REC_NPE_00000286,NPU_00195,rent,19540.44,monthly,cash
REC_NPE_00000290,NPU_00197,rent,21631.03,monthly,cash
REC_NPE_00000297,NPU_00199,rent,36015.44,monthly,cash
REC_NPE_00000300,NPU_00200,rent,44569.72,monthly,cash
REC_NPE_00000307,NPU_00205,rent,24787.47,monthly,khalti
REC_NPE_00000310,NPU_00206,rent,32462.82,monthly,bank_transfer
REC_NPE_00000314,NPU_00208,rent,45169.55,monthly,esewa
REC_NPE_00000316,NPU_00210,rent,25671.57,monthly,cash
REC_NPE_00000317,NPU_00211,rent,18888.66,monthly,credit_card
REC_NPE_00000320,NPU_00213,rent,23630.74,monthly,esewa
REC_NPE_00000322,NPU_00214,rent,10000.0,monthly,cash
REC_NPE_00000326,NPU_00218,rent,30919.55,monthly,cash
REC_NPE_00000327,NPU_00219,rent,21084.16,monthly,bank_transfer
REC_NPE_00000331,NPU_00223,rent,31868.57,monthly,cash
REC_NPE_00000332,NPU_00224,rent,29311.2,monthly,cash
REC_NPE_00000334,NPU_00225,rent,17004.68,monthly,bank_transfer
REC_NPE_00000337,NPU_00226,rent,20859.99,monthly,esewa
REC_NPE_00000340,NPU_00230,rent,17495.2,monthly,cash
REC_NPE_00000342,NPU_00231,rent,10393.33,monthly,credit_card
REC_NPE_00000344,NPU_00232,rent,28290.92,monthly,credit_card
REC_NPE_00000347,NPU_00234,rent,12399.54,monthly,debit_card
REC_NPE_00000351,NPU_00237,rent,29266.15,monthly,cash
REC_NPE_00000353,NPU_00239,rent,19263.62,monthly,cash
REC_NPE_00000359,NPU_00243,rent,26610.44,monthly,cash
REC_NPE_00000364,NPU_00245,rent,74375.0,monthly,cash
REC_NPE_00000368,NPU_00247,rent,48545.44,monthly,cash
REC_NPE_00000370,NPU_00248,rent,21758.97,monthly,cash
REC_NPE_00000373,NPU_00249,rent,11498.91,monthly,bank_transfer
REC_NPE_00000378,NPU_00252,rent,20153.3,monthly,khalti
REC_NPE_00000380,NPU_00253,rent,6769.16,monthly,esewa
REC_NPE_00000382,NPU_00257,rent,15115.27,monthly,cash
REC_NPE_00000384,NPU_00259,rent,42840.0,monthly,cash
REC_NPE_00000387,NPU_00263,rent,45731.34,monthly,cash
REC_NPE_00000389,NPU_00265,rent,27912.94,monthly,esewa
REC_NPE_00000397,NPU_00268,rent,20958.67,monthly,esewa
REC_NPE_00000399,NPU_00269,rent,14505.53,monthly,cash
REC_NPE_00000402,NPU_00270,rent,32394.83,monthly,cash
REC_NPE_00000406,NPU_00273,rent,11722.84,monthly,cash
REC_NPE_00000417,NPU_00279,rent,13203.4,monthly,cash
REC_NPE_00000419,NPU_00280,rent,22775.64,monthly,cash
REC_NPE_00000424,NPU_00283,rent,16436.66,monthly,cash
REC_NPE_00000427,NPU_00286,rent,23591.48,monthly,cash
REC_NPE_00000432,NPU_00288,rent,14120.28,monthly,cash
REC_NPE_00000436,NPU_00290,rent,25012.23,monthly,cash
REC_NPE_00000439,NPU_00292,rent,21850.31,monthly,fonepay_qr
REC_NPE_00000443,NPU_00294,rent,29607.85,monthly,esewa
REC_NPE_00000455,NPU_00300,rent,18356.88,monthly,cash
REC_NPE_00000776,NPU_00006,savings_investment,19989.27,monthly,bank_transfer
REC_NPE_00000778,NPU_00008,savings_investment,17622.81,monthly,cash
REC_NPE_00000783,NPU_00011,savings_investment,21586.63,monthly,credit_card
REC_NPE_00000784,NPU_00012,savings_investment,5085.01,monthly,debit_card
REC_NPE_00000787,NPU_00014,savings_investment,661.69,monthly,esewa
REC_NPE_00000788,NPU_00017,savings_investment,14018.35,monthly,esewa
REC_NPE_00000790,NPU_00019,savings_investment,44164.68,monthly,cash
REC_NPE_00000794,NPU_00020,savings_investment,8154.81,monthly,esewa
REC_NPE_00000798,NPU_00022,savings_investment,18548.44,monthly,cash
REC_NPE_00000803,NPU_00026,savings_investment,10488.33,monthly,bank_transfer
REC_NPE_00000807,NPU_00027,savings_investment,5414.69,monthly,fonepay_qr
REC_NPE_00000808,NPU_00028,savings_investment,919.41,monthly,cash
REC_NPE_00000813,NPU_00030,savings_investment,6422.44,monthly,bank_transfer
REC_NPE_00000820,NPU_00035,savings_investment,3982.0,monthly,esewa
REC_NPE_00000822,NPU_00036,savings_investment,5259.58,monthly,debit_card
REC_NPE_00000824,NPU_00039,savings_investment,11048.59,monthly,bank_transfer
REC_NPE_00000825,NPU_00040,savings_investment,4484.15,monthly,khalti
REC_NPE_00000830,NPU_00048,savings_investment,15561.41,monthly,cash
REC_NPE_00000832,NPU_00049,savings_investment,7003.23,monthly,esewa
REC_NPE_00000836,NPU_00052,savings_investment,4861.02,monthly,cash
REC_NPE_00000838,NPU_00053,savings_investment,1045.64,monthly,cash
REC_NPE_00000840,NPU_00055,savings_investment,4200.59,monthly,cash
REC_NPE_00000847,NPU_00058,savings_investment,35779.18,monthly,credit_card
REC_NPE_00000849,NPU_00059,savings_investment,20825.49,monthly,fonepay_qr
REC_NPE_00000853,NPU_00063,savings_investment,3381.33,monthly,fonepay_qr
REC_NPE_00000859,NPU_00067,savings_investment,7806.49,monthly,esewa
REC_NPE_00000861,NPU_00068,savings_investment,4672.43,monthly,bank_transfer
REC_NPE_00000864,NPU_00069,savings_investment,11116.28,monthly,bank_transfer
REC_NPE_00000868,NPU_00071,savings_investment,817.24,monthly,esewa
REC_NPE_00000869,NPU_00073,savings_investment,9689.32,monthly,cash
REC_NPE_00000870,NPU_00074,savings_investment,1626.6,monthly,cash
REC_NPE_00000875,NPU_00076,savings_investment,15541.3,monthly,esewa
REC_NPE_00000878,NPU_00079,savings_investment,15292.7,monthly,esewa
REC_NPE_00000879,NPU_00080,savings_investment,9665.67,monthly,bank_transfer
REC_NPE_00000882,NPU_00083,savings_investment,6968.59,monthly,cash
REC_NPE_00000893,NPU_00090,savings_investment,2737.47,monthly,khalti
REC_NPE_00000894,NPU_00091,savings_investment,7164.03,monthly,esewa
REC_NPE_00000897,NPU_00092,savings_investment,2486.87,monthly,khalti
REC_NPE_00000900,NPU_00098,savings_investment,19891.77,monthly,cash
REC_NPE_00000905,NPU_00103,savings_investment,15062.52,monthly,bank_transfer
REC_NPE_00000912,NPU_00108,savings_investment,13318.99,monthly,cash
REC_NPE_00000920,NPU_00113,savings_investment,7389.75,monthly,cash
REC_NPE_00000925,NPU_00120,savings_investment,7422.52,monthly,debit_card
REC_NPE_00000928,NPU_00121,savings_investment,9595.09,monthly,cash
REC_NPE_00000934,NPU_00124,savings_investment,10625.59,monthly,credit_card
REC_NPE_00000938,NPU_00128,savings_investment,6960.08,monthly,cash
REC_NPE_00000941,NPU_00130,savings_investment,22163.07,monthly,cash
REC_NPE_00000947,NPU_00136,savings_investment,5266.51,monthly,khalti
REC_NPE_00000948,NPU_00137,savings_investment,4014.86,monthly,fonepay_qr
REC_NPE_00000959,NPU_00144,savings_investment,8278.23,monthly,cash
REC_NPE_00000960,NPU_00145,savings_investment,6497.56,monthly,cash
REC_NPE_00000966,NPU_00148,savings_investment,8898.99,monthly,esewa
REC_NPE_00000967,NPU_00149,savings_investment,5557.71,monthly,esewa
REC_NPE_00000970,NPU_00150,savings_investment,1035.62,monthly,debit_card
REC_NPE_00000971,NPU_00151,savings_investment,34393.46,monthly,cash
REC_NPE_00000976,NPU_00156,savings_investment,6400.42,monthly,cash
REC_NPE_00000979,NPU_00161,savings_investment,5543.52,monthly,esewa
REC_NPE_00000981,NPU_00163,savings_investment,3802.9,monthly,cash
REC_NPE_00000982,NPU_00164,savings_investment,790.42,monthly,esewa
REC_NPE_00000983,NPU_00165,savings_investment,4001.98,monthly,khalti
REC_NPE_00000984,NPU_00166,savings_investment,6031.53,monthly,khalti
REC_NPE_00000991,NPU_00170,savings_investment,5146.67,monthly,bank_transfer
REC_NPE_00000993,NPU_00172,savings_investment,6294.37,monthly,cash
REC_NPE_00000997,NPU_00175,savings_investment,3945.68,monthly,cash
REC_NPE_00000998,NPU_00177,savings_investment,3064.95,monthly,bank_transfer
REC_NPE_00001001,NPU_00178,savings_investment,3739.2,monthly,esewa
REC_NPE_00001003,NPU_00181,savings_investment,651.55,monthly,cash
REC_NPE_00001005,NPU_00183,savings_investment,13385.32,monthly,esewa
REC_NPE_00001010,NPU_00188,savings_investment,1317.9,monthly,cash
REC_NPE_00001017,NPU_00192,savings_investment,6894.84,monthly,bank_transfer
REC_NPE_00001018,NPU_00193,savings_investment,7918.0,monthly,esewa
REC_NPE_00001022,NPU_00195,savings_investment,5498.62,monthly,cash
REC_NPE_00001028,NPU_00198,savings_investment,15444.98,monthly,cash
REC_NPE_00001030,NPU_00199,savings_investment,5704.66,monthly,cash
REC_NPE_00001049,NPU_00210,savings_investment,1520.35,monthly,cash
REC_NPE_00001054,NPU_00213,savings_investment,3394.15,monthly,bank_transfer
REC_NPE_00001056,NPU_00214,savings_investment,1119.28,monthly,credit_card
REC_NPE_00001060,NPU_00216,savings_investment,507.59,monthly,credit_card
REC_NPE_00001067,NPU_00223,savings_investment,6780.73,monthly,cash
REC_NPE_00001068,NPU_00226,savings_investment,713.71,monthly,credit_card
REC_NPE_00001074,NPU_00233,savings_investment,11957.26,monthly,esewa
REC_NPE_00001078,NPU_00236,savings_investment,12044.52,monthly,cash
REC_NPE_00001084,NPU_00242,savings_investment,8325.41,monthly,bank_transfer
REC_NPE_00001088,NPU_00246,savings_investment,15213.01,monthly,esewa
REC_NPE_00001091,NPU_00251,savings_investment,1367.75,monthly,fonepay_qr
REC_NPE_00001096,NPU_00255,savings_investment,1061.78,monthly,cash
REC_NPE_00001100,NPU_00259,savings_investment,12369.13,monthly,cash
REC_NPE_00001105,NPU_00261,savings_investment,9675.4,monthly,bank_transfer
REC_NPE_00001108,NPU_00262,savings_investment,5936.17,monthly,cash
REC_NPE_00001111,NPU_00263,savings_investment,16567.72,monthly,debit_card
REC_NPE_00001113,NPU_00264,savings_investment,5840.94,monthly,cash
REC_NPE_00001116,NPU_00265,savings_investment,11142.9,monthly,khalti
REC_NPE_00001126,NPU_00269,savings_investment,50004.15,monthly,debit_card
REC_NPE_00001131,NPU_00273,savings_investment,1788.34,monthly,debit_card
REC_NPE_00001133,NPU_00274,savings_investment,18187.3,monthly,khalti
REC_NPE_00001134,NPU_00277,savings_investment,5188.32,monthly,cash
REC_NPE_00001135,NPU_00278,savings_investment,1074.18,monthly,cash
REC_NPE_00001136,NPU_00279,savings_investment,3580.51,monthly,khalti
REC_NPE_00001143,NPU_00283,savings_investment,6972.63,monthly,cash
REC_NPE_00001145,NPU_00285,savings_investment,28598.37,monthly,esewa
REC_NPE_00001150,NPU_00288,savings_investment,5110.51,monthly,khalti
REC_NPE_00001155,NPU_00291,savings_investment,9963.5,monthly,cash
REC_NPE_00001160,NPU_00295,savings_investment,8237.61,monthly,esewa
REC_NPE_00001492,NPU_00002,family_support,8961.91,monthly,cash
REC_NPE_00001500,NPU_00006,family_support,28412.33,monthly,cash
REC_NPE_00001502,NPU_00008,family_support,17249.97,monthly,bank_transfer
REC_NPE_00001509,NPU_00011,family_support,16382.03,monthly,esewa
REC_NPE_00001511,NPU_00013,family_support,20970.64,monthly,cash
REC_NPE_00001512,NPU_00014,family_support,26237.3,monthly,cash
REC_NPE_00001519,NPU_00017,family_support,4133.72,monthly,cash
REC_NPE_00001522,NPU_00018,family_support,48740.42,monthly,cash
REC_NPE_00001524,NPU_00019,family_support,15151.7,monthly,debit_card
REC_NPE_00001528,NPU_00025,family_support,26148.14,monthly,cash
REC_NPE_00001530,NPU_00026,family_support,14040.67,monthly,cash
REC_NPE_00001532,NPU_00028,family_support,9285.76,monthly,bank_transfer
REC_NPE_00001534,NPU_00029,family_support,7849.1,monthly,debit_card
REC_NPE_00001536,NPU_00030,family_support,22785.85,monthly,cash
REC_NPE_00001537,NPU_00031,family_support,20283.81,monthly,fonepay_qr
REC_NPE_00001538,NPU_00033,family_support,10050.59,monthly,cash
REC_NPE_00001542,NPU_00035,family_support,13207.07,monthly,khalti
REC_NPE_00001545,NPU_00037,family_support,16653.55,monthly,cash
REC_NPE_00001548,NPU_00039,family_support,11927.71,monthly,cash
REC_NPE_00001550,NPU_00041,family_support,24462.8,monthly,debit_card
REC_NPE_00001552,NPU_00042,family_support,58882.89,monthly,cash
REC_NPE_00001555,NPU_00043,family_support,10227.35,monthly,esewa
REC_NPE_00001559,NPU_00049,family_support,14350.98,monthly,bank_transfer
REC_NPE_00001562,NPU_00050,family_support,25878.57,monthly,esewa
REC_NPE_00001565,NPU_00051,family_support,29590.88,monthly,esewa
REC_NPE_00001571,NPU_00053,family_support,9441.12,monthly,cash
REC_NPE_00001573,NPU_00054,family_support,11667.39,monthly,cash
REC_NPE_00001576,NPU_00057,family_support,18678.54,monthly,khalti
REC_NPE_00001579,NPU_00058,family_support,25369.14,monthly,cash
REC_NPE_00001584,NPU_00059,family_support,13228.64,monthly,khalti
REC_NPE_00001585,NPU_00060,family_support,9301.67,monthly,cash
REC_NPE_00001587,NPU_00061,family_support,29796.78,monthly,esewa
REC_NPE_00001588,NPU_00062,family_support,10224.19,monthly,cash
REC_NPE_00001589,NPU_00063,family_support,12477.99,monthly,esewa
REC_NPE_00001591,NPU_00065,family_support,8924.69,monthly,cash
REC_NPE_00001592,NPU_00067,family_support,23442.72,monthly,fonepay_qr
REC_NPE_00001595,NPU_00069,family_support,34966.33,monthly,khalti
REC_NPE_00001598,NPU_00071,family_support,8931.82,monthly,cash
REC_NPE_00001600,NPU_00073,family_support,21503.19,monthly,cash
REC_NPE_00001603,NPU_00075,family_support,4381.38,monthly,cash
REC_NPE_00001604,NPU_00076,family_support,14310.28,monthly,khalti
REC_NPE_00001609,NPU_00078,family_support,46891.05,monthly,esewa
REC_NPE_00001611,NPU_00080,family_support,8884.36,monthly,esewa
REC_NPE_00001615,NPU_00081,family_support,7629.69,monthly,esewa
REC_NPE_00001617,NPU_00082,family_support,7283.64,monthly,debit_card
REC_NPE_00001618,NPU_00083,family_support,26752.61,monthly,esewa
REC_NPE_00001622,NPU_00086,family_support,8126.56,monthly,cash
REC_NPE_00001626,NPU_00090,family_support,22385.35,monthly,cash
REC_NPE_00001627,NPU_00092,family_support,19818.89,monthly,cash
REC_NPE_00001634,NPU_00099,family_support,12490.17,monthly,cash
REC_NPE_00001636,NPU_00101,family_support,18235.39,monthly,khalti
REC_NPE_00001639,NPU_00103,family_support,8072.15,monthly,cash
REC_NPE_00001641,NPU_00105,family_support,26869.81,monthly,cash
REC_NPE_00001642,NPU_00106,family_support,17808.84,monthly,cash
REC_NPE_00001649,NPU_00112,family_support,7224.48,monthly,bank_transfer
REC_NPE_00001651,NPU_00114,family_support,62101.25,monthly,cash
REC_NPE_00001655,NPU_00116,family_support,28555.38,monthly,bank_transfer
REC_NPE_00001656,NPU_00118,family_support,26011.4,monthly,bank_transfer
REC_NPE_00001657,NPU_00119,family_support,20699.26,monthly,debit_card
REC_NPE_00001661,NPU_00120,family_support,5795.06,monthly,cash
REC_NPE_00001663,NPU_00121,family_support,4510.44,monthly,cash
REC_NPE_00001664,NPU_00122,family_support,28653.46,monthly,cash
REC_NPE_00001665,NPU_00123,family_support,15368.32,monthly,khalti
REC_NPE_00001667,NPU_00124,family_support,19567.74,monthly,debit_card
REC_NPE_00001670,NPU_00125,family_support,6348.34,monthly,khalti
REC_NPE_00001673,NPU_00128,family_support,16751.1,monthly,cash
REC_NPE_00001674,NPU_00129,family_support,24462.89,monthly,cash
REC_NPE_00001681,NPU_00132,family_support,22116.69,monthly,credit_card
REC_NPE_00001683,NPU_00133,family_support,25030.2,monthly,bank_transfer
REC_NPE_00001686,NPU_00134,family_support,14058.27,monthly,khalti
REC_NPE_00001687,NPU_00135,family_support,17540.34,monthly,esewa
REC_NPE_00001692,NPU_00138,family_support,30824.72,monthly,khalti
REC_NPE_00001697,NPU_00140,family_support,11349.78,monthly,fonepay_qr
REC_NPE_00001698,NPU_00141,family_support,16237.63,monthly,debit_card
REC_NPE_00001703,NPU_00144,family_support,21937.53,monthly,cash
REC_NPE_00001707,NPU_00147,family_support,23228.46,monthly,fonepay_qr
REC_NPE_00001710,NPU_00150,family_support,43557.43,monthly,cash
REC_NPE_00001713,NPU_00152,family_support,21803.85,monthly,esewa
REC_NPE_00001714,NPU_00155,family_support,24351.86,monthly,fonepay_qr
REC_NPE_00001718,NPU_00156,family_support,40672.78,monthly,fonepay_qr
REC_NPE_00001722,NPU_00157,family_support,27245.04,monthly,cash
REC_NPE_00001723,NPU_00158,family_support,10599.31,monthly,cash
REC_NPE_00001728,NPU_00161,family_support,18876.63,monthly,khalti
REC_NPE_00001732,NPU_00163,family_support,34360.25,monthly,cash
REC_NPE_00001734,NPU_00164,family_support,36444.4,monthly,cash
REC_NPE_00001735,NPU_00166,family_support,62152.31,monthly,cash
REC_NPE_00001737,NPU_00167,family_support,11559.08,monthly,bank_transfer
REC_NPE_00001739,NPU_00168,family_support,13418.08,monthly,cash
REC_NPE_00001742,NPU_00169,family_support,47856.46,monthly,khalti
REC_NPE_00001744,NPU_00170,family_support,38474.6,monthly,bank_transfer
REC_NPE_00001750,NPU_00174,family_support,13684.86,monthly,debit_card
REC_NPE_00001751,NPU_00177,family_support,19644.55,monthly,cash
REC_NPE_00001756,NPU_00180,family_support,36326.14,monthly,cash
REC_NPE_00001758,NPU_00182,family_support,23663.56,monthly,cash
REC_NPE_00001759,NPU_00183,family_support,12734.68,monthly,cash
REC_NPE_00001760,NPU_00184,family_support,30144.31,monthly,khalti
REC_NPE_00001763,NPU_00185,family_support,12489.19,monthly,cash
REC_NPE_00001764,NPU_00186,family_support,5198.05,monthly,cash
REC_NPE_00001767,NPU_00188,family_support,10874.21,monthly,cash
REC_NPE_00001771,NPU_00192,family_support,19605.95,monthly,bank_transfer
REC_NPE_00001777,NPU_00196,family_support,22849.69,monthly,cash
REC_NPE_00001778,NPU_00197,family_support,29157.85,monthly,cash
REC_NPE_00001781,NPU_00199,family_support,14605.59,monthly,cash
REC_NPE_00001785,NPU_00200,family_support,11942.87,monthly,esewa
REC_NPE_00001786,NPU_00201,family_support,33354.81,monthly,khalti
REC_NPE_00001792,NPU_00203,family_support,28178.92,monthly,bank_transfer
REC_NPE_00001793,NPU_00204,family_support,23680.54,monthly,cash
REC_NPE_00001796,NPU_00207,family_support,30064.91,monthly,debit_card
REC_NPE_00001797,NPU_00208,family_support,11928.84,monthly,cash
REC_NPE_00001799,NPU_00209,family_support,57035.0,monthly,cash
REC_NPE_00001801,NPU_00210,family_support,5810.79,monthly,bank_transfer
REC_NPE_00001803,NPU_00212,family_support,11740.78,monthly,esewa
REC_NPE_00001809,NPU_00215,family_support,13890.11,monthly,bank_transfer
REC_NPE_00001810,NPU_00216,family_support,8006.69,monthly,credit_card
REC_NPE_00001814,NPU_00218,family_support,9493.57,monthly,cash
REC_NPE_00001817,NPU_00219,family_support,12877.45,monthly,bank_transfer
REC_NPE_00001822,NPU_00220,family_support,28584.12,monthly,cash
REC_NPE_00001824,NPU_00221,family_support,20101.82,monthly,cash
REC_NPE_00001828,NPU_00224,family_support,28974.04,monthly,esewa
REC_NPE_00001830,NPU_00225,family_support,16821.17,monthly,debit_card
REC_NPE_00001831,NPU_00227,family_support,26810.76,monthly,bank_transfer
REC_NPE_00001839,NPU_00232,family_support,15369.62,monthly,cash
REC_NPE_00001842,NPU_00233,family_support,14430.58,monthly,cash
REC_NPE_00001843,NPU_00235,family_support,17466.84,monthly,cash
REC_NPE_00001849,NPU_00237,family_support,14706.03,monthly,esewa
REC_NPE_00001850,NPU_00240,family_support,16248.99,monthly,esewa
REC_NPE_00001853,NPU_00241,family_support,9138.44,monthly,bank_transfer
REC_NPE_00001856,NPU_00243,family_support,7351.64,monthly,bank_transfer
REC_NPE_00001858,NPU_00244,family_support,14625.27,monthly,debit_card
REC_NPE_00001860,NPU_00245,family_support,12956.86,monthly,cash
REC_NPE_00001862,NPU_00246,family_support,26973.05,monthly,fonepay_qr
REC_NPE_00001865,NPU_00249,family_support,15574.37,monthly,cash
REC_NPE_00001867,NPU_00251,family_support,9404.9,monthly,esewa
REC_NPE_00001868,NPU_00252,family_support,15575.02,monthly,cash
REC_NPE_00001870,NPU_00254,family_support,15632.96,monthly,bank_transfer
REC_NPE_00001871,NPU_00255,family_support,25455.36,monthly,esewa
REC_NPE_00001872,NPU_00256,family_support,22222.29,monthly,credit_card
REC_NPE_00001874,NPU_00258,family_support,11326.68,monthly,cash
REC_NPE_00001876,NPU_00259,family_support,5596.03,monthly,cash
REC_NPE_00001878,NPU_00260,family_support,17407.82,monthly,cash
REC_NPE_00001882,NPU_00262,family_support,1748.51,monthly,cash
REC_NPE_00001884,NPU_00264,family_support,19116.36,monthly,cash
REC_NPE_00001887,NPU_00266,family_support,6289.88,monthly,cash
REC_NPE_00001888,NPU_00268,family_support,12410.13,monthly,esewa
REC_NPE_00001892,NPU_00270,family_support,19916.98,monthly,khalti
REC_NPE_00001894,NPU_00272,family_support,13732.46,monthly,esewa
REC_NPE_00001896,NPU_00274,family_support,12794.88,monthly,cash
REC_NPE_00001898,NPU_00275,family_support,19169.4,monthly,khalti
REC_NPE_00001901,NPU_00277,family_support,9431.51,monthly,bank_transfer
REC_NPE_00001907,NPU_00281,family_support,12412.08,monthly,cash
REC_NPE_00001908,NPU_00283,family_support,5320.99,monthly,khalti
REC_NPE_00001910,NPU_00284,family_support,24851.65,monthly,cash
REC_NPE_00001913,NPU_00285,family_support,17949.71,monthly,credit_card
REC_NPE_00001917,NPU_00287,family_support,20953.45,monthly,cash
REC_NPE_00001919,NPU_00288,family_support,15288.2,monthly,cash
REC_NPE_00001923,NPU_00290,family_support,16488.82,monthly,cash
REC_NPE_00001924,NPU_00291,family_support,5706.85,monthly,esewa
REC_NPE_00001926,NPU_00292,family_support,12874.16,monthly,esewa
REC_NPE_00001929,NPU_00293,family_support,11823.46,monthly,bank_transfer
REC_NPE_00001933,NPU_00295,family_support,16290.98,monthly,fonepay_qr
REC_NPE_00001935,NPU_00297,family_support,14394.26,monthly,debit_card
REC_NPE_00001936,NPU_00299,family_support,21299.17,monthly,cash
REC_NPE_00002684,NPU_00004,utilities,1893.63,monthly,esewa
